match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId
12448370,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,22.0,18.0,10.0,6.0,0.0,16.0,16.0,2.0,6.0,4.0,1.0,2.0,90.0,27.0,7.3,4.0,0.00014883,0,0.1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448370,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192,131,M,1515525,EUR,1127347200,D,25,25,False,34.0,28.0,1.0,1.0,0.0,21.0,23.0,7.0,12.0,6.0,,,90.0,54.0,7.0,10.0,0.163066,0,,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448370,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186,224,M,918420,EUR,994118400,D,12,12,False,56.0,49.0,10.0,5.0,0.0,33.0,35.0,16.0,21.0,2.0,,,90.0,73.0,7.7,7.0,0.0106908,2,,,1.0,3.0,8.0,,,8.0,4.0,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.094,0.7747,,,,,,,,,,,,,,,,
12448370,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,65.0,56.0,12.0,7.0,0.0,30.0,33.0,26.0,33.0,3.0,,,90.0,88.0,8.1,13.0,0.0235096,4,,1.0,2.0,2.0,7.0,,,6.0,2.0,1.0,1.0,,4.0,,3.0,1.0,1.0,0.4384,0.0505,True,1.0,2.0,2.0,,,,,,,,,,,,
12448370,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185,120,M,858242,EUR,929923200,D,4,4,False,57.0,44.0,6.0,3.0,0.0,14.0,18.0,30.0,40.0,6.0,,,90.0,87.0,7.5,19.0,0.016126,1,,1.0,2.0,5.0,9.0,,,5.0,3.0,2.0,,,6.0,1.0,,1.0,1.0,0.0254,0.2304,,,,,1.0,3.0,,,,,,,,,,
12448370,home,NAC Breda,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,D,77,77,False,28.0,21.0,1.0,1.0,0.0,7.0,11.0,15.0,21.0,5.0,,,77.0,49.0,6.5,22.0,0.268678,1,,4.0,1.0,8.0,1.0,5.0,,,1.0,1.0,,2.0,,,1.0,,1.0,0.0273,,,,,,1.0,4.0,1.0,1.0,,,,,,,,
12448370,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,False,39.0,33.0,2.0,2.0,0.0,10.0,11.0,26.0,37.0,1.0,,,61.0,55.0,7.2,14.0,0.184347,1,,9.0,1.0,2.0,5.0,,,,,,,3.0,5.0,,,,,0.0453,,,,,,1.0,1.0,3.0,,1.0,,,,,,,
12448370,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,44.0,37.0,6.0,3.0,0.0,17.0,20.0,20.0,24.0,1.0,,,90.0,63.0,7.1,10.0,0.0135137,0,,,,4.0,7.0,1.0,,4.0,5.0,4.0,2.0,,,,,,3.0,,,,,2.0,,,2.0,,,,,,,,,,
12448370,home,NAC Breda,Lars Mol,Lars,Mol,lars-mol,L. Mol,M,28,185,35,M,1515523,EUR,1095206400,M,28,28,False,18.0,15.0,,,0.0,8.0,9.0,7.0,9.0,2.0,,,56.0,30.0,6.3,6.0,0.0348475,3,,,,3.0,3.0,2.0,2.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.4548,0.1835,,2.0,,,2.0,1.0,,,1.0,,,,,,,
12448370,home,NAC Breda,Elías Már Ómarsson,,,elias-mar-omarsson,E. Már Ómarsson,F,22,183,190,M,187031,EUR,790387200,F,10,10,False,14.0,8.0,,,0.0,4.0,5.0,4.0,9.0,2.0,,,77.0,24.0,6.8,11.0,0.00565235,1,,,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,,1.0,,,0.1146,,,,1.0,,,4.0,,,,,,,,,,
12448370,home,NAC Breda,Saná Fernandes,,,sana-fernandes,S. Fernandes,F,77,165,364,M,1513787,EUR,1141948800,F,19,19,False,28.0,26.0,1.0,1.0,0.0,9.0,10.0,18.0,20.0,4.0,,,69.0,48.0,6.6,8.0,0.262149,3,,2.0,1.0,6.0,5.0,4.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,0.0584,0.0351,,,,2.0,2.0,,1.0,1.0,2.0,1.0,,,,,,
