match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,captain,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_outfielderBlock,stat_penaltyConceded,stat_errorLeadToAShot
11391387,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,37.0,36.0,6.0,5.0,34.0,35.0,2.0,2.0,6.0,1.0,1.0,90.0,43.0,7.0,1.0,0.00085797,0,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391387,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,33.0,29.0,,,13.0,14.0,16.0,20.0,2.0,,,82.0,58.0,7.2,10.0,0.0557287,0,,,,1.0,2.0,1.0,6.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391387,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,109.0,104.0,7.0,4.0,51.0,51.0,53.0,60.0,6.0,,,90.0,129.0,7.5,10.0,0.059426,0,,,,2.0,,1.0,6.0,5.0,2.0,,,1.0,4.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391387,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,74.0,68.0,5.0,3.0,46.0,50.0,22.0,25.0,9.0,,,90.0,93.0,7.7,9.0,0.057044,1,,,,1.0,1.0,1.0,4.0,6.0,,,,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,True,1.0,0.0157,,,,,,,,,,,,,,,,,
11391387,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,53.0,45.0,2.0,1.0,22.0,25.0,24.0,32.0,7.0,,,90.0,82.0,7.1,18.0,0.0427466,0,,,,4.0,,2.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
11391387,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,30.0,25.0,,,6.0,8.0,20.0,26.0,4.0,,,82.0,45.0,7.1,10.0,0.187898,2,,,,4.0,,,1.0,3.0,,,,,,,2.0,3.0,1.0,1.0,,,1.0,,,0.1583,1.0,1.0,1.0,0.0334,,,,,,,,,,,,,
11391387,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,88.0,81.0,1.0,,48.0,50.0,33.0,39.0,5.0,,,90.0,97.0,7.1,9.0,0.0187577,1,,,,1.0,,3.0,2.0,5.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,0.0772,,1.0,,0.1125,,,,,,,,,,,,,
11391387,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,42.0,35.0,3.0,,24.0,25.0,11.0,18.0,5.0,,,66.0,55.0,7.1,11.0,0.0332295,2,,,,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.1178,,1.0,1.0,0.1609,,,,,,,,,,,,,
11391387,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,28.0,22.0,,,6.0,6.0,16.0,24.0,2.0,,,89.0,49.0,7.0,15.0,0.0363669,3,,,,2.0,,,9.0,3.0,4.0,4.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,,0.1516,,3.0,,0.2006,,,,,,,,,,,,,
11391387,home,Nice,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,F,29,29,False,28.0,21.0,1.0,,3.0,3.0,18.0,25.0,1.0,,,90.0,42.0,7.5,12.0,0.124866,2,,,,,,2.0,3.0,5.0,1.0,1.0,1.0,,,,4.0,2.0,1.0,1.0,1.0,,,,1.0,1.2155,,1.0,,0.9788,1.0,1.0,1.0,1.0,,,,,,,,,
