match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,captain,stat_goals,stat_accurateCross,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceCreated
11391386,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,27.0,22.0,8.0,3.0,0.0,22.0,25.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,90.0,37.0,6.3,5.0,0.00012292,0,-1.7769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391386,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,103.0,89.0,9.0,3.0,0.0,53.0,59.0,46.0,1.0,9.0,,,,,,90.0,120.0,6.9,16.0,0.0456387,0,,36.0,2.0,1.0,3.0,5.0,10.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,
11391386,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,76.0,67.0,7.0,5.0,0.0,48.0,49.0,27.0,4.0,7.0,,,,,,90.0,85.0,6.7,9.0,0.00980891,1,,19.0,,2.0,9.0,6.0,10.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,0.027,,,,,,,,,,,,,,
11391386,home,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,63.0,56.0,8.0,6.0,0.0,39.0,40.0,23.0,1.0,5.0,,,,,,90.0,69.0,6.8,8.0,0.015072,1,,17.0,,,2.0,1.0,3.0,,1.0,1.0,1.0,,,,1.0,,0.0221,1.0,0.0325,1.0,,,,,,,,,,,
11391386,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,M,98,98,False,41.0,35.0,2.0,1.0,0.0,17.0,18.0,25.0,1.0,4.0,,,,,,89.0,71.0,7.1,11.0,0.0256077,1,,18.0,2.0,2.0,1.0,6.0,6.0,1.0,4.0,2.0,,2.0,1.0,1.0,,1.0,0.2554,,,,1.0,1.0,,,,,,,,,
11391386,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,82.0,71.0,11.0,6.0,0.0,36.0,38.0,46.0,,3.0,,,,,,90.0,95.0,6.9,14.0,0.125607,1,,35.0,2.0,,1.0,2.0,3.0,,,,,,,2.0,2.0,,0.0382,,,1.0,,,1.0,1.0,,,,,,,
11391386,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,77.0,66.0,7.0,5.0,0.0,32.0,37.0,42.0,,7.0,,,,,,79.0,97.0,7.5,17.0,0.185106,4,,34.0,2.0,,,3.0,5.0,,4.0,2.0,,3.0,3.0,,,,0.3971,2.0,0.2269,,1.0,,2.0,,,,,,,,
11391386,home,Olympique Lyonnais,Mahamadou Diawara,Mahamadou Diawara,,mahamadou-diawara,M. Diawara,M,34,187,449,M,1402751,EUR,1108512000,M,34,34,False,12.0,12.0,1.0,1.0,0.0,8.0,8.0,4.0,,,,,,,,45.0,19.0,6.9,1.0,0.00518047,1,,4.0,,,1.0,,5.0,,,,,1.0,1.0,3.0,,1.0,0.0164,,,1.0,,1.0,,1.0,,,,,,,
11391386,home,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,M,11,11,False,6.0,6.0,,,0.0,6.0,6.0,,,4.0,,,,,,45.0,17.0,6.0,7.0,6.906e-05,0,,,,,,3.0,1.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,,3.0,,,,,,,
11391386,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,24.0,18.0,1.0,1.0,0.0,5.0,6.0,19.0,,2.0,,,,,,90.0,41.0,7.5,12.0,0.0386951,1,,13.0,1.0,1.0,,6.0,6.0,,4.0,2.0,1.0,2.0,1.0,2.0,3.0,,0.0642,1.0,0.0464,,,,,2.0,lacazettealex,True,1.0,,,,
