match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_shotOffTarget,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_penaltyWon,stat_keyPass,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_goals,player_firstName,player_lastName,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
12320549,home,FC Tampa Bay Rowdies,Jordan Farr,jordan-farr,J. Farr,G,24,185.0,11,M,934940,EUR,781315200,G,1,1,False,20.0,19.0,6.0,6.0,0.0,16.0,17.0,3.0,3.0,1.0,2.0,11.0,1.0,3.0,4.0,4.0,90.0,33.0,6.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Edwin Munjoma,edwin-munjoma,E. Munjoma,D,,178.0,9,M,1014820,EUR,900720000,D,23,23,False,60.0,50.0,7.0,4.0,0.0,22.0,22.0,28.0,40.0,,2.0,8.0,,,,,90.0,74.0,6.8,13.0,1,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Jordan Doherty,jordan-doherty,J. Doherty,D,22,181.0,12,M,921215,EUR,967507200,D,22,22,False,55.0,51.0,7.0,7.0,0.0,31.0,33.0,20.0,22.0,2.0,1.0,4.0,,,,,90.0,65.0,7.0,5.0,2,,,1.0,1.0,3.0,1.0,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Aaron Guillén,aaron-guillen,A. Guillén,D,33,180.0,13,M,829218,EUR,740793600,D,33,33,False,62.0,56.0,9.0,6.0,0.0,22.0,22.0,34.0,40.0,,,3.0,,,,,90.0,69.0,6.8,7.0,1,,,2.0,2.0,3.0,1.0,,1.0,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Pacifique Niyongabire,pacifique-niyongabire,P. Niyongabire,M,,173.0,36,M,922158,EUR,953078400,M,27,27,False,22.0,18.0,,,0.0,6.0,7.0,12.0,19.0,3.0,1.0,3.0,,,,,90.0,54.0,7.9,15.0,6,4.0,1.0,,5.0,5.0,,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Lewis Hilton,lewis-hilton,L. Hilton,M,4,172.0,2,M,881650,EUR,751248000,M,4,4,False,49.0,38.0,7.0,4.0,0.0,11.0,11.0,30.0,45.0,2.0,,3.0,,,,,90.0,66.0,7.6,18.0,3,7.0,,,3.0,4.0,,,1.0,,1.0,3.0,1.0,,,,1.0,2.0,1.0,,1.0,,,4.0,3.0,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Charlie Dennis,charlie-dennis,C. Dennis,M,12,187.0,12,M,981104,EUR,812246400,M,14,14,False,25.0,20.0,5.0,4.0,0.0,6.0,8.0,14.0,19.0,4.0,,4.0,,,,,65.0,42.0,7.0,12.0,4,2.0,1.0,,4.0,4.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Blake Bodily,blake-bodily,B. Bodily,M,,175.0,5,M,1017155,EUR,884649600,M,11,11,False,41.0,34.0,5.0,5.0,0.0,15.0,16.0,23.0,40.0,1.0,1.0,5.0,,,,,90.0,76.0,7.1,22.0,2,15.0,,2.0,3.0,4.0,1.0,1.0,,,,,,1.0,1.0,,,3.0,1.0,1.0,,,,4.0,4.0,1.0,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Joshua Pérez,joshua-perez,J. Pérez,F,8,165.0,90,M,818395,EUR,885340800,F,98,98,False,20.0,16.0,2.0,1.0,0.0,1.0,1.0,19.0,25.0,,,3.0,,,,,90.0,33.0,7.5,7.0,2,6.0,,1.0,5.0,3.0,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,,1.0,,,,,,4.0,4.0,,1.0,1.0,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Cal Jennings,cal-jennings,C. Jennings,F,26,178.0,42,M,1036384,EUR,863827200,F,26,26,False,7.0,4.0,,,0.0,3.0,3.0,2.0,7.0,2.0,1.0,3.0,,,,,76.0,22.0,8.2,6.0,6,3.0,1.0,,3.0,4.0,,,4.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,,1.0,1.0,,1.0,,Cal Jennings,,,,,,
12320549,home,FC Tampa Bay Rowdies,Damián Rivera,damian-rivera,D. Rivera,F,19,178.0,118,M,1014843,EUR,1039305600,F,8,8,False,6.0,4.0,,,0.0,,,4.0,7.0,1.0,,1.0,,,,,65.0,15.0,6.8,6.0,1,1.0,1.0,,3.0,3.0,,,,,1.0,2.0,,,,,1.0,2.0,1.0,,,,,1.0,,3.0,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Nick Moon,nick-moon,N. Moon,M,,185.0,4,M,983289,EUR,833500800,F,20,20,True,13.0,11.0,,,0.0,4.0,4.0,8.0,10.0,,,1.0,,,,,25.0,16.0,6.6,3.0,0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Daniel Crisostomo,daniel-crisostomo,D. Crisostomo,M,17,175.0,57,M,935731,EUR,853372800,M,17,17,True,16.0,15.0,3.0,2.0,0.0,6.0,6.0,9.0,10.0,,,2.0,,,,,25.0,23.0,7.1,2.0,1,,,,1.0,2.0,,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Cristian Ortiz,cristian-ortiz,C. Ortiz,F,47,185.0,34,M,1821085,EUR,1177286400,F,16,16,True,1.0,1.0,,,0.0,1.0,1.0,,,,,1.0,,,,,14.0,1.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Ortiz,,,,,,
12320549,home,FC Tampa Bay Rowdies,Philip Breno,philip-breno,P. Breno,G,,188.0,1,M,983962,EUR,818640000,G,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Frederik Kleemann,frederik-kleemann,F. Kleemann,D,6,193.0,4,M,1108487,EUR,921801600,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederik Kleemann,,,,,,
12320549,home,FC Tampa Bay Rowdies,Joey DeZart,joey-dezart,J. DeZart,M,5,,15,M,884465,EUR,897350400,M,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12320549,home,FC Tampa Bay Rowdies,Amari Fowlkes,amari-fowlkes,A. Fowlkes,M,30,,1,M,1838253,EUR,1117411200,M,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amari Fowlkes,,,,,,
12320549,away,FC Dallas,Maarten Paes,maarten-paes,M. Paes,G,26,191.0,12478,M,843250,EUR,895104000,G,30,30,False,55.0,42.0,16.0,3.0,0.0,40.0,41.0,2.0,14.0,,2.0,10.0,7.0,8.0,,,90.0,73.0,8.9,13.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,maartenpaes,1.0,1.0,,
12320549,away,FC Dallas,Sebastien Ibeagha,sebastien-ibeagha,S. Ibeagha,D,25,189.0,39,M,577012,EUR,695952000,D,25,25,False,33.0,27.0,5.0,3.0,0.0,20.0,25.0,7.0,8.0,,11.0,1.0,,,,,78.0,47.0,6.9,7.0,0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
12320549,away,FC Dallas,Nkosi Tafari,nkosi-tafari,N. Tafari,D,91,193.0,91,M,1020459,EUR,859075200,D,17,17,False,57.0,48.0,8.0,,0.0,42.0,44.0,6.0,13.0,,6.0,2.0,,,,,90.0,69.0,6.5,9.0,0,,2.0,,4.0,1.0,,,,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12320549,away,FC Dallas,Sam Junqua,sam-junqua,S. Junqua,D,,183.0,29,M,882422,EUR,847497600,D,29,29,False,61.0,48.0,9.0,1.0,0.0,38.0,43.0,10.0,18.0,,5.0,3.0,,,,,90.0,73.0,6.8,15.0,0,,1.0,1.0,1.0,4.0,,,,2.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12320549,away,FC Dallas,Herbert Endeley,endeley-herbert,H. Endeley,M,,179.0,16,M,1470424,EUR,1002585600,M,27,27,False,16.0,11.0,2.0,,1.0,8.0,9.0,3.0,7.0,,1.0,1.0,,,,,60.0,31.0,7.1,7.0,0,,1.0,,1.0,5.0,,,,,2.0,1.0,,3.0,2.0,,,1.0,1.0,,,,,1.0,,,,,Herbert Endeley,,,,,,
12320549,away,FC Dallas,Tsiki Ntsabeleng,tsiki-ntsabeleng,T. Ntsabeleng,M,34,170.0,299,M,1172476,EUR,886982400,M,16,16,False,36.0,31.0,2.0,1.0,0.0,25.0,26.0,6.0,10.0,,,5.0,,,,,78.0,44.0,7.2,6.0,1,,,1.0,4.0,5.0,3.0,,,,,1.0,1.0,3.0,2.0,,,,,1.0,,1.0,,,,,,,Tsiki Ntsabeleng,,,,,1.0,
