match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_totalOffside,captain,player_sofascoreId,stat_punches
11388395,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188,180,M,40859,EUR,602726400,G,1,1,False,34.0,22.0,23.0,11.0,0.0,18.0,18.0,4.0,16.0,9.0,2.0,3.0,3.0,90.0,44.0,7.0,13.0,0.00283957,0,-0.2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388395,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180,5896,M,794373,EUR,835920000,D,2,2,False,30.0,25.0,3.0,3.0,0.0,15.0,18.0,11.0,16.0,6.0,,,,90.0,52.0,6.7,11.0,0.0353571,0,,2,4.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388395,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190,131,M,874936,EUR,972777600,D,6,6,False,24.0,16.0,7.0,1.0,0.0,13.0,15.0,3.0,9.0,3.0,,,,64.0,31.0,6.5,8.0,0.00075271,0,,5,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,
11388395,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189,435,M,916943,EUR,995414400,D,15,15,False,48.0,46.0,5.0,4.0,0.0,34.0,35.0,12.0,13.0,5.0,,,,90.0,64.0,7.2,4.0,0.0265845,0,,3,,,1.0,3.0,2.0,,5.0,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11388395,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176,157,M,785815,EUR,739152000,D,5,5,False,63.0,59.0,8.0,7.0,0.0,36.0,37.0,24.0,27.0,6.0,,,,90.0,80.0,7.2,7.0,0.0481972,1,,5,1.0,1.0,3.0,6.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,2.0,,2.0,,,1.0,0.0191,0.3819,,,,,,,,,,
11388395,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,176,358,M,1126966,EUR,1061164800,M,25,25,False,16.0,12.0,2.0,1.0,1.0,5.0,5.0,7.0,12.0,3.0,,,,71.0,23.0,6.5,9.0,0.0294847,2,,11,1.0,,2.0,4.0,1.0,1.0,,,,,3.0,,1.0,,,1.0,,,1.0,,,,0.0477,,2.0,,,,,,,,,
11388395,home,Vitesse,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,175,898,M,1035515,EUR,1061856000,M,14,14,False,19.0,15.0,1.0,1.0,0.0,6.0,7.0,10.0,14.0,3.0,,,,90.0,40.0,6.7,8.0,0.282961,2,,31,2.0,1.0,,7.0,9.0,1.0,,3.0,6.0,2.0,,3.0,1.0,Paxten Aaronson,,2.0,,3.0,1.0,1.0,,1.0,0.5057,0.826,,2.0,1.0,1.0,,,,,,
11388395,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181,116,M,966542,EUR,1019779200,M,21,21,False,50.0,46.0,4.0,4.0,0.0,24.0,25.0,22.0,28.0,3.0,,,,71.0,58.0,6.8,8.0,0.0204037,0,,8,3.0,,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11388395,home,Vitesse,Amine Boutrah,amine-boutrah,A. Boutrah,M,173,300,M,975307,EUR,972518400,M,7,7,False,27.0,22.0,1.0,1.0,0.0,9.0,10.0,13.0,17.0,1.0,,,,90.0,36.0,7.5,7.0,0.399029,2,,10,,,,1.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,0.2152,0.3514,,,1.0,,1.0,1.0,1.0,,,
11388395,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,186,361,M,112794,EUR,723168000,F,8,8,False,13.0,10.0,2.0,2.0,0.0,5.0,5.0,5.0,8.0,,,,,64.0,23.0,6.9,6.0,0.169809,2,,,,,4.0,7.0,4.0,,1.0,,1.0,,1.0,2.0,1.0,,,3.0,,,1.0,,,,0.0805,,,,2.0,,,,1.0,True,,
