match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_interceptionWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
10388273,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,True,44.0,32.0,22.0,11.0,29.0,31.0,3.0,13.0,9.0,1.0,3.0,4.0,1.0,1.0,90.0,56.0,8.1,12.0,0.0,0.0,0.00092209,0,0.6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388273,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,D,16,16,False,,29.0,26.0,1.0,1.0,12.0,12.0,15.0,20.0,4.0,,,,,,90.0,60.0,7.2,13.0,0.0307,0.0,0.0608545,1,,,,jakub.kaminskii,3.0,1.0,1.0,3.0,6.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,,,,,,,,,,,
10388273,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,,61.0,56.0,5.0,4.0,32.0,34.0,24.0,27.0,2.0,,,,,,90.0,77.0,7.6,5.0,0.0,0.0,0.0136215,0,,,,,,,2.0,3.0,11.0,,,,,4.0,5.0,2.0,,3.0,,3.0,1.0,,,,,,,,,
10388273,home,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,D,29,29,False,,82.0,73.0,8.0,3.0,42.0,43.0,31.0,39.0,5.0,,,,,,90.0,92.0,7.5,9.0,0.0,0.0,0.0215628,0,,,,,,,,,2.0,,,,,4.0,1.0,1.0,,,,1.0,,3.0,,,,,,,,
10388273,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,,41.0,40.0,1.0,,26.0,26.0,14.0,15.0,8.0,,,,,,90.0,53.0,7.2,1.0,0.0364,0.0,0.00711357,1,,,,mickyvdven,,,,1.0,1.0,,,,1.0,3.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,
10388273,home,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,,18.0,16.0,,,10.0,10.0,7.0,11.0,7.0,,,,,,54.0,32.0,6.6,6.0,0.1712,0.0,0.31677,1,,,,,3.0,1.0,,4.0,4.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,4.0,,1.0,,,,,
10388273,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,,28.0,18.0,5.0,1.0,6.0,10.0,14.0,20.0,3.0,,,,,,80.0,36.0,6.8,11.0,0.1368,0.0,0.0388185,1,,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,
10388273,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,,41.0,34.0,1.0,1.0,16.0,17.0,18.0,24.0,7.0,,,,,,90.0,58.0,7.2,11.0,0.0258,0.0,0.0425731,1,,,,,,,2.0,4.0,6.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,,1.0,2.0,1.0,,,,,
10388273,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,,31.0,23.0,3.0,1.0,7.0,9.0,16.0,23.0,8.0,,,,,,90.0,54.0,6.7,15.0,0.1976,0.0,0.214352,3,,,,,1.0,,1.0,14.0,7.0,1.0,5.0,3.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,6.0,2.0,3.0,,,,,
10388273,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,,26.0,20.0,,,6.0,6.0,14.0,20.0,4.0,,,,,,90.0,37.0,6.8,11.0,0.0,0.0,0.0499164,0,,,,,,,3.0,8.0,4.0,1.0,,,,,2.0,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,
