match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_outfielderBlock,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,captain,stat_wonContest,stat_wasFouled,player_sofascoreId,stat_goodHighClaim,stat_lastManTackle
10408402,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,False,27.0,19.0,18.0,10.0,13.0,14.0,6.0,13.0,5.0,1.0,1.0,90.0,30.0,7.1,8.0,0.0,0.0,0.00222331,0,0.0617,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408402,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,40.0,27.0,9.0,5.0,13.0,19.0,16.0,29.0,14.0,,,82.0,80.0,7.3,20.0,0.0,0.0,0.064631,0,,8.0,2.0,2.0,2.0,4.0,6.0,2.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10408402,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,75.0,59.0,14.0,8.0,42.0,51.0,17.0,24.0,6.0,,,90.0,89.0,6.8,19.0,0.0551,0.0,0.00880982,2,,,,5.0,4.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10408402,home,Athletic Club,Yeray Álvarez,,,yeray-alvarez,Y. Álvarez,D,5,183,811,M,807648,EUR,790905600,D,5,5,False,50.0,43.0,7.0,2.0,26.0,28.0,17.0,22.0,7.0,,,90.0,58.0,7.2,8.0,0.3474,0.0,0.0114131,2,,,,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,
10408402,home,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,41.0,34.0,2.0,2.0,15.0,18.0,20.0,25.0,3.0,,,90.0,62.0,7.3,10.0,0.0908,0.0718,0.0678851,1,,2.0,1.0,,1.0,3.0,2.0,2.0,4.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
10408402,home,Athletic Club,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,19,19,False,17.0,15.0,,,3.0,3.0,12.0,18.0,2.0,,,59.0,27.0,6.8,7.0,0.0182,0.0,0.0116119,1,,4.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
10408402,home,Athletic Club,Dani García,,,dani-garcia,D. García,M,14,180,701,M,298920,EUR,643507200,M,14,14,False,37.0,28.0,6.0,1.0,16.0,20.0,12.0,17.0,7.0,,,59.0,45.0,6.8,10.0,0.0314,0.0,0.0145531,0,,,,2.0,2.0,3.0,3.0,,2.0,1.0,,,2.0,,,,1.0,,,1.0,,,,,,,,
10408402,home,Athletic Club,Iker Muniain,,,iker-muniain,I. Muniain,M,19,169,1079,M,71707,EUR,724723200,M,10,10,False,61.0,53.0,2.0,2.0,12.0,15.0,44.0,59.0,6.0,,,90.0,89.0,8.0,22.0,0.0,0.0,0.304214,0,,13.0,3.0,,,4.0,10.0,,,3.0,3.0,1.0,4.0,,,,2.0,,,2.0,5.0,,True,4.0,3.0,,,
10408402,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,F,9,9,False,34.0,26.0,,,6.0,7.0,21.0,39.0,3.0,,,90.0,67.0,6.6,31.0,0.0697,0.0,0.318209,2,,12.0,1.0,1.0,3.0,8.0,6.0,1.0,,,,,2.0,2.0,1.0,1.0,6.0,1.0,,1.0,6.0,,,2.0,1.0,IñakiWill,,
10408402,home,Athletic Club,Gorka Guruzeta,,,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,605672,EUR,842486400,F,12,12,False,16.0,10.0,,,4.0,6.0,6.0,10.0,,,,69.0,30.0,7.0,10.0,0.2021,0.12,0.00257846,3,,,,4.0,3.0,9.0,6.0,,,,,3.0,,1.0,2.0,,2.0,,1.0,,2.0,1.0,,1.0,2.0,,,
