match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_totalTackle,player_firstName,player_lastName,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_wonTackle,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_dispossessed,player_sofascoreId,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_goalAssist
11067312,home,Athletico,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,9.0,6.0,5.0,2.0,5.0,5.0,1.0,4.0,8.0,2.0,6.0,90.0,24.0,7.8,4.0,0.0,0.0,0.00020415,0,1.0795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067312,home,Athletico,Madson,madson,Madson,D,22,182,227,M,243439,EUR,695260800,D,22,22,False,22.0,15.0,2.0,,7.0,10.0,9.0,13.0,1.0,,,90.0,41.0,6.9,9.0,0.2733,0.4298,0.265262,1,,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067312,home,Athletico,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,44.0,42.0,2.0,1.0,25.0,26.0,17.0,18.0,3.0,,,90.0,50.0,7.0,2.0,0.0,0.0,0.481765,0,,,,4.0,1.0,4.0,2.0,,,2.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11067312,home,Athletico,Thiago Heleno,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,56.0,44.0,9.0,6.0,30.0,31.0,14.0,25.0,6.0,,,90.0,66.0,6.8,13.0,0.0845,0.0453,0.0472517,2,,,,3.0,8.0,7.0,10.0,,1.0,2.0,,1.0,1.0,3.0,,,1.0,,,True,1.0,1.0,1.0,,,,,,,,,
11067312,home,Athletico,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,53.0,45.0,3.0,2.0,27.0,29.0,21.0,29.0,3.0,,,90.0,79.0,7.0,12.0,0.0255,0.0,0.103819,1,,5.0,3.0,1.0,2.0,4.0,5.0,,,4.0,3.0,,,,,,2.0,Lucas Esquivel,,,1.0,,2.0,3.0,1.0,1.0,,,,,,
11067312,home,Athletico,Erick,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,51.0,44.0,2.0,2.0,23.0,25.0,21.0,26.0,5.0,,,66.0,59.0,6.0,10.0,0.2124,0.0,0.0310361,2,,,,3.0,,7.0,,1.0,,,1.0,,,,,,,,,,1.0,,,2.0,,2.0,1.0,,,,,
11067312,home,Athletico,Fernandinho,fernandinho,Fernandinho,M,,179,1901,M,13630,EUR,484012800,M,5,5,False,56.0,52.0,5.0,5.0,16.0,16.0,37.0,41.0,6.0,,,82.0,69.0,6.5,9.0,0.021,0.0,0.131961,1,,1.0,1.0,1.0,2.0,7.0,5.0,,,,,2.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,
11067312,home,Athletico,Arturo Vidal,arturo-vidal,Arturo Vidal,M,23,180,11964,M,18342,EUR,548640000,M,23,23,False,24.0,19.0,2.0,,4.0,5.0,16.0,21.0,2.0,,,45.0,35.0,6.1,11.0,0.0,0.0,0.141534,0,,2.0,1.0,1.0,,7.0,1.0,,,,,,,,2.0,,1.0,,,,1.0,,1.0,3.0,,,2.0,kingarturo23,,,,
11067312,home,Athletico,Vitor Bueno,vitor-bueno,Vitor Bueno,M,15,183,625,M,808785,EUR,778723200,F,8,8,False,34.0,27.0,4.0,3.0,4.0,4.0,26.0,41.0,2.0,,,88.0,57.0,7.6,19.0,0.1465,0.5262,0.650884,3,,11.0,3.0,2.0,,6.0,3.0,,2.0,,1.0,2.0,1.0,1.0,5.0,,,,,,1.0,1.0,,3.0,2.0,,1.0,,,,,
11067312,home,Athletico,Vitor Roque,vitor-roque,V. Roque,F,9,174,72751,M,1150391,EUR,1109548800,F,9,9,False,12.0,9.0,,,2.0,3.0,7.0,9.0,,,,90.0,34.0,6.6,10.0,0.5571,0.692,0.00696386,5,,,,4.0,1.0,13.0,5.0,2.0,2.0,,,1.0,3.0,3.0,1.0,,,Vitor Roque,,,,2.0,,6.0,1.0,1.0,1.0,VRoque,1.0,,,
