match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_dispossessed,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalOffside,stat_clearanceOffLine
11451119,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,29.0,23.0,12.0,6.0,21.0,21.0,2.0,8.0,9.0,1.0,1.0,1.0,90.0,35.0,6.7,6.0,0.0,0.0,0.00290662,0,-0.4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451119,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,False,39.0,37.0,1.0,1.0,7.0,7.0,32.0,38.0,2.0,,,,73.0,54.0,7.5,8.0,0.0,0.0,0.373261,0,,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
11451119,home,Beşiktaş JK,Eric Bailly,eric-bailly,E. Bailly,D,2,187,4266,M,606346,EUR,766108800,D,30,30,False,54.0,49.0,3.0,1.0,26.0,27.0,23.0,27.0,4.0,,,,90.0,68.0,6.9,6.0,0.4007,0.0,0.0132884,1,,,,,4.0,5.0,,,,,1.0,,,,ericbailly,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,,,,,,,,,,,
11451119,home,Beşiktaş JK,Omar Colley,omar-colley,O. Colley,D,15,190,966,M,238408,EUR,719798400,D,6,6,False,72.0,64.0,2.0,1.0,32.0,34.0,32.0,39.0,7.0,,,,90.0,78.0,6.8,9.0,0.0,0.0,0.0176335,0,,1.0,,3.0,3.0,3.0,,,,,,,,,,2.0,,,,,3.0,,1.0,,1.0,,,,,,,,,,,
11451119,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,60.0,57.0,4.0,3.0,23.0,24.0,36.0,44.0,11.0,,,,90.0,85.0,7.1,12.0,0.0,0.0,0.108857,0,,8.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,2.0,,,masuaku26,,,,,,,,1.0,,,2.0,,,,,,,,,,
11451119,home,Beşiktaş JK,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,19,19,False,77.0,70.0,10.0,7.0,25.0,26.0,46.0,55.0,7.0,,,,90.0,86.0,7.4,12.0,0.0,0.0,0.0824023,0,,4.0,1.0,2.0,,2.0,,1.0,,,2.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,
11451119,home,Beşiktaş JK,Rachid Ghezzal,rachid-ghezzal,R. Ghezzal,M,18,182,3146,M,123228,EUR,705369600,M,18,18,False,43.0,36.0,5.0,3.0,6.0,6.0,34.0,43.0,1.0,,,,73.0,69.0,8.0,16.0,0.424,0.1067,0.558177,5,,6.0,4.0,1.0,6.0,7.0,1.0,2.0,1.0,,2.0,3.0,,,,,6.0,4.0,,1.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,
11451119,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,57.0,49.0,5.0,3.0,14.0,15.0,37.0,44.0,6.0,,,,89.0,74.0,7.8,10.0,0.1275,0.0,0.459284,3,,2.0,2.0,1.0,9.0,8.0,2.0,1.0,3.0,2.0,,2.0,,,,,3.0,2.0,,3.0,,,,2.0,5.0,1.0,1.0,,,,,,,,,
11451119,home,Beşiktaş JK,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,A. Oxlade-Chamberlain,M,21,180,3255,M,10577,EUR,745372800,M,15,15,False,48.0,41.0,5.0,3.0,8.0,8.0,33.0,42.0,4.0,,,,73.0,61.0,8.1,12.0,0.3835,0.807,0.0672498,3,,2.0,,,3.0,3.0,2.0,,1.0,1.0,2.0,3.0,,,AlexOxChambo,,3.0,2.0,,,,,,,,,,3.0,,1.0,,,,,,
11451119,home,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,M,9,9,False,32.0,23.0,2.0,1.0,5.0,6.0,18.0,27.0,1.0,,,,79.0,47.0,7.6,12.0,0.3145,0.0,0.108156,4,,1.0,,1.0,,3.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,1.0,,True,,,,,
