match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,captain,stat_clearanceOffLine,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_goalAssist
10382144,home,FC Volendam,Filip Stanković,filip-stankovic,F. Stanković,G,1,185.0,1035,M,986355,EUR,1014595200,G,1,1,False,35.0,18.0,28.0,11.0,11.0,14.0,7.0,21.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,90.0,51.0,8.4,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Brian Plat,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,3,3,False,31.0,20.0,7.0,3.0,10.0,15.0,10.0,18.0,4.0,4.0,14.0,,,,,,90.0,64.0,6.8,20.0,1,2.0,2.0,2.0,4.0,7.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Xavier Mbuyamba,xavier-mbuyamba,X. Mbuyamba,D,3,195.0,632,M,974020,EUR,1009756800,D,31,31,False,31.0,19.0,4.0,,13.0,19.0,6.0,12.0,6.0,1.0,9.0,,,,,,71.0,50.0,6.7,17.0,0,,,1.0,1.0,2.0,,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,
10382144,home,FC Volendam,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,32.0,23.0,7.0,4.0,12.0,14.0,11.0,18.0,5.0,2.0,4.0,,,,,,90.0,53.0,6.8,15.0,0,,2.0,,6.0,,3.0,,,,1.0,,,,,1.0,1.0,True,1.0,,,,,,,,,,,,
10382144,home,FC Volendam,Dean James,dean-james,D. James,D,5,177.0,6697,M,1046722,EUR,957052800,D,15,15,False,17.0,12.0,4.0,1.0,7.0,9.0,5.0,10.0,2.0,,5.0,,,,,,80.0,35.0,6.2,10.0,0,2.0,,2.0,4.0,6.0,1.0,,2.0,,,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,,,
10382144,home,FC Volendam,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174.0,954,M,965009,EUR,1033171200,M,10,10,False,21.0,15.0,,,7.0,10.0,8.0,11.0,1.0,2.0,6.0,,,,,,80.0,42.0,6.0,16.0,1,,3.0,2.0,12.0,6.0,3.0,,,,3.0,3.0,3.0,,,,,,,4.0,1.0,1.0,,,,,,,,,
10382144,home,FC Volendam,Benaissa Benamar,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,M,6,6,False,29.0,17.0,7.0,2.0,9.0,12.0,8.0,17.0,1.0,2.0,6.0,,,,,,90.0,48.0,7.1,13.0,1,,2.0,,3.0,6.0,,1.0,4.0,1.0,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,
10382144,home,FC Volendam,Carel Eiting,carel-eiting,C. Eiting,M,6,178.0,347,M,803025,EUR,887155200,M,8,8,False,24.0,19.0,1.0,,10.0,12.0,9.0,18.0,2.0,1.0,13.0,,,,,,90.0,38.0,6.5,12.0,1,6.0,1.0,,3.0,2.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,
10382144,home,FC Volendam,Daryl van Mieghem,daryl-van-mieghem,D. v. Mieghem,M,7,175.0,120,M,163539,EUR,628819200,F,7,7,False,21.0,10.0,7.0,3.0,3.0,6.0,7.0,15.0,,,5.0,,,,,,64.0,34.0,6.4,17.0,2,,1.0,1.0,5.0,2.0,3.0,,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,
10382144,home,FC Volendam,Robert Mühren,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,False,10.0,6.0,3.0,2.0,4.0,4.0,2.0,6.0,,1.0,,,,,,,57.0,14.0,6.5,5.0,0,,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,
10382144,home,FC Volendam,Ibrahim El Kadiri,ibrahim-el-kadiri,I. E. Kadiri,M,11,170.0,417,M,1006443,EUR,1011744000,F,34,34,False,10.0,8.0,,,2.0,3.0,6.0,10.0,,,5.0,,,,,,45.0,19.0,6.3,10.0,0,3.0,,,4.0,,2.0,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,
10382144,home,FC Volendam,Bilal Ould-Chikh,bilal-ould-chikh,B. Ould-Chikh,M,77,170.0,1226,M,544532,EUR,870048000,F,11,11,True,7.0,5.0,1.0,,2.0,2.0,4.0,11.0,,,2.0,,,,,,45.0,19.0,6.6,11.0,0,6.0,,,1.0,1.0,,,,,4.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,
10382144,home,FC Volendam,Lequincio Zeefuik,lequincio-zeefuik,L. Zeefuik,F,25,197.0,305,M,1118181,EUR,1101427200,F,25,25,True,5.0,2.0,,,1.0,1.0,1.0,4.0,,,1.0,,,,,,33.0,9.0,6.5,5.0,0,,2.0,,3.0,1.0,1.0,,,,1.0,1.0,,Lequincio Zeefuik,,,,,,,,,,,,,1.0,,,,
10382144,home,FC Volendam,Jordi Blom,jordi-blom,J. Blom,F,,,2,,1143239,EUR,1023235200,F,36,36,True,7.0,4.0,1.0,,1.0,2.0,3.0,6.0,,,3.0,,,,,,26.0,12.0,6.5,5.0,0,1.0,,,2.0,1.0,,,1.0,1.0,1.0,,,Jordi Blom,,2.0,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Oskar Buur,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,True,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,,,1.0,,,,,,19.0,9.0,6.6,1.0,1,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,
10382144,home,FC Volendam,Deron Payne,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,26,26,True,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,,,,,,10.0,9.0,6.8,2.0,0,,,,,1.0,,,1.0,1.0,,,,Deron Payne,,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Henk Veerman,henk-veerman,H. Veerman,F,9,201.0,406,M,313264,EUR,667526400,F,9,9,True,1.0,1.0,,,1.0,1.0,,,,,,,,,,,10.0,2.0,6.5,,0,,2.0,,2.0,,,,,,,,,Henk,Veerman,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Barry Lauwers,barry-lauwers,B. Lauwers,G,,187.0,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Barry,Lauwers,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Kayne van Oevelen,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Kayne van Oevelen,,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Imran Nazih,imran-nazih,I. Nazih,M,,174.0,311,M,1213380,EUR,1138147200,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Imran Nazih,,,,,,,,,,,,,,,,,
10382144,home,FC Volendam,Walid Ould-Chikh,walid-ould-chikh,W. Ould-Chikh,M,73,186.0,187,M,1066450,EUR,941846400,M,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382144,away,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190.0,1386,M,556696,EUR,885427200,G,1,1,False,25.0,14.0,13.0,2.0,13.0,15.0,1.0,10.0,,,13.0,2.0,2.0,,1.0,1.0,90.0,35.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
