match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,stat_accurateCross,stat_wonContest,stat_shotOffTarget,player_sofascoreId,stat_challengeLost,stat_fouls,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt
10995489,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188.0,8550,M,40878,EUR,651715200,F,9,9,False,20.0,15.0,1.0,,3.0,5.0,12.0,15.0,2.0,3.0,1.0,2.0,,,80.0,29.0,7.2,8.0,1,,2.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,luukdejong9,,,,,,True,1.0,,
10995489,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185.0,23319,M,1063767,EUR,980640000,F,28,28,True,27.0,25.0,,,12.0,12.0,13.0,15.0,,2.0,,5.0,,,29.0,36.0,6.7,6.0,1,,3.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,2.0,,,,ismaelsaibari,,,,,,,1.0,,
10995489,home,PSV Eindhoven,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174.0,3642,M,94286,EUR,733363200,M,11,11,True,19.0,16.0,,,2.0,2.0,14.0,17.0,,3.0,,2.0,,,29.0,29.0,7.1,7.0,0,,4.0,2.0,,,2.0,1.0,,,1.0,1.0,,2.0,,1.0,,THazard,1.0,1.0,2.0,1.0,1.0,,,,
10995489,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171.0,1141,M,893499,EUR,925948800,D,17,17,True,8.0,8.0,,,2.0,2.0,6.0,6.0,,1.0,,,,,10.0,9.0,6.7,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10995489,home,PSV Eindhoven,Fábio Silva,,,fabio-silva,F. Silva,F,21,185.0,5311,M,954076,EUR,1027036800,F,10,10,True,2.0,1.0,,,,,1.0,2.0,1.0,4.0,,1.0,,,10.0,9.0,6.5,4.0,0,,3.0,3.0,,,,,2.0,,,1.0,,,,1.0,,fabio.silva,,,,,,,,,
10995489,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181.0,1043,M,788784,EUR,879811200,D,18,18,True,8.0,8.0,,,5.0,5.0,3.0,3.0,,,,,,,5.0,8.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193.0,4360,M,249859,EUR,727401600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188.0,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175.0,944,M,985176,EUR,968198400,M,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181.0,916,M,590700,EUR,803174400,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Mickey van der Hart,,,mickey-van-der-hart,M. v. d. Hart,G,,188.0,97,M,242313,EUR,771465600,G,32,32,False,38.0,20.0,28.0,11.0,16.0,22.0,4.0,16.0,,,,11.0,5.0,,90.0,46.0,6.7,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
10995489,away,FC Emmen,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191.0,47,M,127554,EUR,707961600,D,17,17,False,31.0,27.0,2.0,,22.0,24.0,5.0,7.0,,6.0,3.0,5.0,,,90.0,58.0,6.9,9.0,0,,4.0,,,,6.0,4.0,,,4.0,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,
10995489,away,FC Emmen,Miguel Araujo,,,miguel-araujo,M. Araujo,D,20,178.0,882,M,370226,EUR,782956800,D,5,5,False,35.0,29.0,3.0,1.0,26.0,30.0,3.0,5.0,,4.0,5.0,6.0,,,90.0,49.0,6.3,8.0,0,,7.0,2.0,,,3.0,1.0,,2.0,2.0,1.0,,,,1.0,,,1.0,2.0,,,,True,,,
10995489,away,FC Emmen,Julius Dirksen,,,julius-dirksen,J. Dirksen,D,26,185.0,74,M,1001943,EUR,1044144000,D,24,24,False,44.0,36.0,5.0,1.0,29.0,35.0,7.0,9.0,1.0,2.0,6.0,6.0,,,90.0,61.0,6.5,10.0,0,,4.0,,,,1.0,1.0,,2.0,5.0,1.0,,,,,,,1.0,,1.0,,,,,,
10995489,away,FC Emmen,Mohamed Bouchouari,,,mohamed-bouchouari,M. Bouchouari,D,34,170.0,778,M,965329,EUR,974246400,M,34,34,False,27.0,16.0,4.0,1.0,9.0,14.0,7.0,13.0,,3.0,3.0,6.0,,,90.0,53.0,5.4,22.0,0,,10.0,2.0,,,2.0,1.0,1.0,,1.0,6.0,,3.0,,,,,2.0,,,,,,,,
10995489,away,FC Emmen,Keziah Veendorp,,,keziah-veendorp,K. Veendorp,D,,183.0,41,M,361778,EUR,856137600,M,2,2,False,31.0,23.0,2.0,,17.0,21.0,6.0,10.0,,1.0,2.0,5.0,,,90.0,45.0,6.1,12.0,0,,4.0,,,,,,1.0,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,,,,,,,
10995489,away,FC Emmen,Lucas Bernadou,,,bernadou-lucas,L. Bernadou,M,6,178.0,54,M,997187,EUR,969753600,M,8,8,False,9.0,9.0,1.0,1.0,8.0,8.0,1.0,1.0,,,1.0,1.0,,,45.0,16.0,6.2,3.0,0,,3.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,
10995489,away,FC Emmen,Dennis Vos,Dennis,Vos,dennis-vos,D. Vos,D,28,179.0,47,M,966537,EUR,1006905600,M,14,14,False,28.0,20.0,1.0,,15.0,19.0,5.0,10.0,,6.0,,5.0,,,90.0,58.0,6.5,13.0,0,1.0,7.0,2.0,,,3.0,2.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,,1.0,3.0,,,,,,,
10995489,away,FC Emmen,Jari Vlak,,,jari-vlak,J. Vlak,M,8,191.0,122,M,932652,EUR,903139200,F,20,20,False,42.0,32.0,4.0,3.0,13.0,14.0,19.0,29.0,3.0,6.0,2.0,6.0,,,90.0,56.0,6.9,11.0,1,1.0,4.0,,,,3.0,1.0,,3.0,1.0,,,,,,,,1.0,,,,,,,,1.0
10995489,away,FC Emmen,Mark Diemers,,,mark-diemers,M. Diemers,M,10,175.0,200,M,252123,EUR,750297600,F,10,10,False,30.0,21.0,1.0,,10.0,12.0,11.0,19.0,2.0,8.0,,3.0,,,77.0,48.0,7.8,13.0,3,1.0,4.0,5.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,,1.0,,,,,,,,
10995489,away,FC Emmen,Jasin Assehnoun,,,jasin-assehnoun,J. Assehnoun,M,78,175.0,80,M,943188,EUR,914630400,F,11,11,False,18.0,15.0,,,8.0,10.0,7.0,8.0,,2.0,,2.0,,,90.0,29.0,6.3,8.0,0,,9.0,2.0,,,,,1.0,5.0,,1.0,,2.0,,1.0,,,,2.0,1.0,,,,,,
10995489,away,FC Emmen,Jeremy Antonisse,Jeremy,Antonisse,jeremy-antonisse,J. Antonisse,F,7,177.0,141,M,1092638,EUR,1017360000,M,57,57,True,13.0,12.0,,,6.0,7.0,6.0,7.0,1.0,4.0,,6.0,,,45.0,24.0,6.3,7.0,1,1.0,6.0,5.0,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,1.0
10995489,away,FC Emmen,Ben Scholte,Ben Scholte,,ben-scholte,B. Scholte,F,,185.0,21,M,1048127,EUR,997401600,M,19,19,True,4.0,2.0,,,1.0,1.0,1.0,3.0,,,,2.0,,,13.0,8.0,6.1,5.0,0,,5.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Eric Oelschlägel,,,eric-oelschlagel,E. Oelschlägel,G,,193.0,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Kyan van Dorp,Kyan,van Dorp,kyan-van-dorp,K. v. Dorp,G,23,187.0,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Maurilio de Lannoy,Maurilio de Lannoy,,de-lannoy-maurilio,M. d. Lannoy,D,27,,13,M,1407898,EUR,1068163200,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Dave Funke,Dave Funke,,funke-dave,D. Funke,D,12,,2,M,1465852,EUR,1063324800,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Michaël Heylen,,,michael-heylen,M. Heylen,D,,187.0,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Arnaud Luzayadio,Arnaud,Luzayadio,luzayadio-arnaud,A. Luzayadio,D,18,176.0,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Azzeddine Toufiqui,Azzeddine,Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,,175.0,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Floris Quaedvlieg,,,quaedvlieg-floris,F. Quaedvlieg,F,,,6,M,1459146,EUR,1047340800,F,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10995489,away,FC Emmen,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185.0,13950,M,921948,EUR,961459200,F,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,oleromeny,,,,,,,,,
