match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_penaltyWon,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12499746,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,26.0,22.0,5.0,2.0,0.0,20.0,23.0,2.0,3.0,3.0,1.0,1.0,90.0,29.0,6.9,4.0,0.00060468,0,0.4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499746,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,68.0,58.0,,,0.0,16.0,17.0,42.0,55.0,5.0,,,90.0,84.0,7.3,16.0,0.527047,2,,,,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1519,0.0324,1.0,,,,,,,,,,,,,,,
12499746,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,137.0,130.0,7.0,6.0,0.0,49.0,52.0,81.0,85.0,3.0,,,90.0,153.0,7.8,8.0,0.0430204,1,,,,,3.0,2.0,5.0,4.0,,,,1.0,5.0,1.0,,1.0,1.0,0.0392,,,2.0,2.0,1.0,,,,,,,,,,,,
12499746,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,109.0,106.0,2.0,1.0,0.0,45.0,45.0,61.0,64.0,5.0,,,69.0,115.0,7.3,3.0,0.0382722,0,,,,,1.0,2.0,2.0,2.0,,,,,3.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,
12499746,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,,52.0,46.0,1.0,1.0,0.0,18.0,19.0,28.0,35.0,8.0,,,80.0,67.0,7.3,9.0,0.0412873,1,,,,2.0,2.0,2.0,3.0,7.0,2.0,2.0,,1.0,1.0,3.0,,1.0,,0.0518,,1.0,,,2.0,,1.0,,,,,,,,,,
12499746,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,131.0,128.0,6.0,6.0,0.0,46.0,46.0,82.0,90.0,7.0,,,90.0,145.0,8.1,8.0,0.167551,0,,,,5.0,,,,2.0,,,,,,2.0,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,
12499746,home,FC Bayern München,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16482,M,Palhinha,364612,EUR,805248000,M,16,16,False,,69.0,68.0,3.0,3.0,0.0,26.0,26.0,42.0,43.0,2.0,,,69.0,76.0,6.8,4.0,0.041504,0,,,,,,,4.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,
12499746,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,57.0,43.0,1.0,,0.0,7.0,11.0,37.0,48.0,4.0,,,69.0,82.0,7.9,18.0,0.234672,2,,,,2.0,,1.0,3.0,10.0,5.0,3.0,,1.0,1.0,2.0,,,4.0,0.0277,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,
12499746,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,42.0,33.0,1.0,1.0,0.0,11.0,12.0,22.0,30.0,2.0,,,74.0,50.0,7.1,11.0,0.770469,2,,,,,2.0,1.0,3.0,4.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.1698,,1.0,1.0,,,1.0,,,,1.0,,,,,,,
12499746,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,,53.0,48.0,2.0,1.0,1.0,15.0,15.0,33.0,39.0,2.0,,,90.0,67.0,8.7,9.0,0.535087,3,,,,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,,2.0,,,1.0,,0.2834,0.5162,2.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,
