match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_lastName,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_penaltyWon,stat_goals,stat_hitWoodwork,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12421033,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,40,40,False,28.0,10.0,24.0,7.0,0.0,5.0,8.0,5.0,20.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,90.0,36.0,6.9,20.0,0.00276623,0,0.8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421033,home,Standard Liège,Boško Šutalo,,bosko-sutalo,B. Šutalo,D,21,188.0,725,M,942992,EUR,946684800,D,4,4,False,57.0,50.0,10.0,7.0,0.0,41.0,43.0,9.0,15.0,,4.0,5.0,6.0,,,,,90.0,79.0,7.6,12.0,0.00312832,0,,1.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12421033,home,Standard Liège,David Bates,,david-bates,D. Bates,D,4,193.0,95,M,839675,EUR,844473600,D,44,44,False,68.0,62.0,12.0,8.0,0.0,51.0,52.0,11.0,16.0,1.0,4.0,4.0,7.0,,,,,90.0,81.0,7.5,8.0,0.00271447,0,,,2.0,3.0,,,,,1.0,2.0,3.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
12421033,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,23.0,18.0,3.0,1.0,0.0,13.0,15.0,5.0,8.0,2.0,3.0,1.0,1.0,,,,,44.0,30.0,6.8,5.0,0.0009601,0,,,,1.0,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12421033,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,M,13,13,False,42.0,36.0,5.0,1.0,0.0,15.0,17.0,22.0,30.0,1.0,6.0,,3.0,,,,,90.0,72.0,7.3,13.0,0.151066,1,,5.0,1.0,2.0,,,2.0,1.0,,2.0,1.0,1.0,3.0,,,,1.0,1.0,2.0,0.0245,2.0,,,,,,,,,,,,,
12421033,home,Standard Liège,Isaac Price,,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,45.0,31.0,8.0,5.0,0.0,12.0,13.0,20.0,35.0,1.0,4.0,1.0,4.0,,,,,90.0,65.0,6.9,22.0,0.117685,2,,3.0,2.0,8.0,,3.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,1.0,,,0.2005,2.0,1.0,1.0,1.0,1.0,0.0492,,,,,,,,
12421033,home,Standard Liège,Aiden O'Neill,,aiden-oneill,A. O'Neill,M,21,178.0,150,M,847938,EUR,899510400,M,24,24,False,46.0,40.0,6.0,6.0,0.0,22.0,23.0,18.0,23.0,1.0,6.0,1.0,1.0,,,,,90.0,59.0,7.1,9.0,0.0289495,0,,,,1.0,,1.0,,,,,1.0,2.0,4.0,,,1.0,,,,,1.0,,,,,,True,,,,,,,
12421033,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,32,32,False,8.0,3.0,1.0,,0.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,,,,,63.0,12.0,6.4,5.0,0.00133979,2,,,2.0,3.0,1.0,,,,,,,,,,,,,,,0.2834,,,1.0,2.0,,,,,,,,,,
12421033,home,Standard Liège,Ilay Camara,Ilay Camara,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,22.0,18.0,5.0,3.0,0.0,15.0,15.0,3.0,7.0,,5.0,,7.0,,,,,90.0,40.0,7.1,9.0,0.00337821,0,,,1.0,3.0,,,2.0,,,1.0,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
12421033,home,Standard Liège,Marko Bulat,,marko-bulat,M. Bulat,M,5,178.0,837,M,905063,EUR,1001462400,F,7,7,False,19.0,12.0,2.0,1.0,0.0,4.0,4.0,9.0,19.0,1.0,6.0,,5.0,,,,,84.0,36.0,7.0,14.0,0.0281279,2,,4.0,,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,1.0,2.0,,0.0741,2.0,,,,,,,,,,,,,
