match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalClearance,stat_dispossessed,stat_wasFouled,captain,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_punches,stat_outfielderBlock,stat_clearanceOffLine
11401873,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,11.0,10.0,4.0,3.0,9.0,9.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,17.0,6.8,1.0,0.0,0.0,0.00028995,0,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401873,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,60.0,53.0,3.0,1.0,21.0,21.0,34.0,53.0,,2.0,5.0,,,,90.0,82.0,7.7,20.0,0.0778,0.0,0.889059,1,,,,1.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11401873,home,AZ Alkmaar,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,D,25,25,False,39.0,38.0,5.0,4.0,20.0,20.0,18.0,19.0,,,,,,,47.0,41.0,6.8,3.0,0.0,0.0,0.0310963,0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11401873,home,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,102.0,95.0,6.0,5.0,61.0,62.0,34.0,40.0,2.0,3.0,6.0,,,,90.0,110.0,7.2,7.0,0.0,0.0,0.0176369,0,,,,,,,2.0,,,,3.0,1.0,1.0,,,,2.0,3.0,,,,,,,,,,,,,,
11401873,home,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,41.0,35.0,3.0,2.0,17.0,21.0,20.0,24.0,1.0,6.0,7.0,,,,90.0,73.0,6.8,12.0,0.0,0.0,0.248179,0,,,,,4.0,2.0,4.0,2.0,,,1.0,2.0,,1.0,,,1.0,4.0,1.0,3.0,,,,,,,,,,,,
11401873,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,87.0,80.0,10.0,6.0,32.0,34.0,48.0,53.0,,2.0,12.0,,,,90.0,96.0,7.4,9.0,0.0254,0.0,0.141994,1,,,,,,,5.0,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,True,2.0,,,,,,,,,,
11401873,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,43.0,37.0,1.0,1.0,18.0,18.0,22.0,30.0,,4.0,5.0,,,,69.0,59.0,7.4,11.0,0.0247,0.0,0.147429,1,,,,,5.0,3.0,1.0,,,1.0,,4.0,3.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,
11401873,home,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,M,23,23,False,16.0,13.0,,,6.0,6.0,7.0,10.0,2.0,3.0,1.0,,,,45.0,23.0,6.8,4.0,0.2449,0.0,0.00609112,2,,Mayckel Lahdo,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,
11401873,home,AZ Alkmaar,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,29.0,24.0,,,9.0,10.0,15.0,19.0,4.0,11.0,1.0,,,,80.0,45.0,7.5,8.0,0.3126,0.0,0.0873331,3,,,,,,,4.0,1.0,,,,5.0,4.0,4.0,2.0,3.0,,,1.0,1.0,,,1.0,3.0,1.0,,,,,,,
11401873,home,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,M,19,19,False,39.0,33.0,1.0,1.0,1.0,1.0,32.0,39.0,1.0,6.0,3.0,,,,69.0,58.0,7.7,11.0,0.2031,0.3979,0.267117,5,,,,,1.0,,2.0,4.0,,1.0,,2.0,2.0,,3.0,,,,,,,1.0,3.0,2.0,2.0,2.0,,,,,,
