match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
11352507,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,32.0,27.0,6.0,1.0,0.0,26.0,29.0,1.0,3.0,1.0,1.0,2.0,10.0,2.0,1.0,1.0,90.0,40.0,6.6,5.0,0.00056632,0,-0.7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352507,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,57.0,55.0,2.0,2.0,0.0,25.0,26.0,30.0,31.0,,3.0,,1.0,,,,90.0,71.0,7.0,3.0,0.0220777,0,,,,True,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352507,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,78.0,71.0,5.0,4.0,0.0,40.0,44.0,31.0,34.0,1.0,3.0,,5.0,,,,90.0,87.0,6.8,9.0,0.0199026,1,,,,,,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3356,1.0,,,,,,,,,,,,,,,
11352507,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,58.0,54.0,1.0,1.0,0.0,23.0,24.0,31.0,35.0,2.0,4.0,,1.0,,,,69.0,64.0,7.0,6.0,0.012717,0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11352507,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,47.0,41.0,1.0,1.0,0.0,14.0,16.0,27.0,32.0,1.0,9.0,2.0,5.0,,,,90.0,72.0,8.5,8.0,0.108283,2,,,,,,3.0,2.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,0.3993,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.4812,,,,,,,,
11352507,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,86.0,80.0,5.0,5.0,2.0,18.0,18.0,62.0,69.0,1.0,7.0,,7.0,,,,90.0,102.0,8.7,12.0,0.576554,1,,,,,,2.0,,2.0,,8.0,3.0,4.0,,1.0,1.0,,,0.0303,5.0,1.0,3.0,2.0,1.0,,,,,,,,,,,
11352507,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,77.0,73.0,1.0,1.0,0.0,30.0,30.0,43.0,47.0,,4.0,,2.0,,,,90.0,93.0,7.0,10.0,0.0397262,1,,,,,,1.0,,2.0,,6.0,2.0,1.0,,,2.0,3.0,2.0,0.0339,,,2.0,1.0,,1.0,,0.0765,,,,,,,,
11352507,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,30.0,26.0,,,0.0,4.0,7.0,24.0,26.0,,1.0,,2.0,,,,80.0,40.0,7.0,8.0,0.617209,1,,,,,,1.0,1.0,,,3.0,1.0,1.0,,1.0,,,,0.0921,2.0,3.0,1.0,,1.0,,,,2.0,1.0,,,,,,
11352507,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,41.0,35.0,,,0.0,11.0,11.0,27.0,38.0,,4.0,,5.0,,,,79.0,60.0,7.2,15.0,0.347052,1,,,,,,,,2.0,,5.0,2.0,3.0,,1.0,1.0,1.0,,0.0309,1.0,8.0,2.0,2.0,,,,,3.0,,,,,,,
11352507,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,38.0,31.0,3.0,1.0,1.0,13.0,13.0,18.0,29.0,,5.0,,2.0,,,,80.0,56.0,7.3,16.0,0.0551535,3,,,,,,1.0,,2.0,,5.0,1.0,3.0,,,,,,0.2969,1.0,4.0,3.0,2.0,,1.0,,0.4373,,,2.0,,,,,
