match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_penaltyWon,captain,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_goodHighClaim,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,player_sofascoreId
10389740,home,Auxerre,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,1,1,False,28.0,12.0,21.0,6.0,7.0,9.0,5.0,19.0,14.0,2.0,3.0,90.0,39.0,6.8,16.0,0.0,0.0,0.00188621,0,0.5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389740,home,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,45,182,2740,M,757742,EUR,853372800,D,97,97,False,36.0,32.0,4.0,3.0,25.0,28.0,7.0,8.0,7.0,,,90.0,51.0,6.9,6.0,0.0,0.0,0.00411378,0,,,,2.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389740,home,Auxerre,Jubal,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,28.0,23.0,8.0,5.0,16.0,17.0,7.0,11.0,5.0,,,90.0,42.0,7.7,5.0,0.4088,0.6279,0.00354509,1,,,,1.0,3.0,4.0,7.0,2.0,2.0,,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10389740,home,Auxerre,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,35.0,32.0,3.0,1.0,22.0,24.0,10.0,12.0,9.0,,,90.0,45.0,6.7,5.0,0.0,0.0,0.00314218,0,,,,1.0,2.0,4.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389740,home,Auxerre,Akim Zedadka,akim-zedadka,A. Zedadka,D,80,173,1095,M,558524,EUR,801792000,M,13,13,False,25.0,17.0,1.0,1.0,11.0,13.0,6.0,13.0,4.0,,,90.0,43.0,7.0,14.0,0.1079,0.0,0.00426495,2,,,,3.0,4.0,9.0,,1.0,4.0,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,
10389740,home,Auxerre,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175,564,M,927340,EUR,994377600,M,80,80,False,31.0,26.0,4.0,2.0,18.0,18.0,8.0,13.0,8.0,,,90.0,46.0,7.0,10.0,0.0,0.0,0.0230849,0,,,,,7.0,6.0,,2.0,2.0,1.0,3.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
10389740,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,60,183,136,M,246507,EUR,707788800,M,12,12,False,29.0,20.0,5.0,2.0,10.0,12.0,11.0,19.0,7.0,,,90.0,39.0,6.7,12.0,0.0,0.0,0.0122064,0,,,,3.0,3.0,5.0,,1.0,2.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,,,,,True,1.0,,,,,,,,,
10389740,home,Auxerre,Gideon Mensah,gideon-mensah,G. Mensah,D,14,177,2401,M,844942,EUR,900720000,M,14,14,False,39.0,28.0,4.0,1.0,12.0,15.0,16.0,26.0,12.0,,,90.0,60.0,6.8,17.0,0.0,0.0,0.0125785,0,,,,2.0,6.0,6.0,,4.0,3.0,3.0,,2.0,,,,2.0,2.0,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,
10389740,home,Auxerre,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184,1014,M,209374,EUR,666144000,F,9,9,False,10.0,6.0,,,2.0,2.0,4.0,8.0,1.0,,,65.0,26.0,6.6,13.0,0.0,0.0,0.701094,0,,,,2.0,12.0,5.0,,,1.0,5.0,2.0,3.0,3.0,,,,,2.0,2.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,
10389740,home,Auxerre,Gaëtan Perrin,gaetan-perrin,G. Perrin,M,28,169,447,M,827506,EUR,834105600,F,10,10,False,21.0,17.0,1.0,1.0,7.0,8.0,13.0,19.0,7.0,,,69.0,47.0,7.4,15.0,0.8097,0.971,0.0432468,2,,,,,5.0,5.0,,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,6.0,,3.0,4.0,2.0,1.0,2.0,,,3.0,,,1.0,,,,,,
10389740,home,Auxerre,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,19,19,False,11.0,10.0,,,3.0,4.0,7.0,9.0,2.0,,,88.0,22.0,6.5,8.0,0.0251,0.0,0.0106339,1,,,,1.0,5.0,3.0,,,,3.0,,2.0,1.0,,,,2.0,,,4.0,2.0,1.0,1.0,,,,,,2.0,,,,,,
10389740,home,Auxerre,Gauthier Hein,gauthier-hein,G. Hein,M,10,170,632,M,842391,EUR,839376000,F,7,7,True,8.0,5.0,1.0,,,2.0,5.0,6.0,1.0,,,25.0,11.0,6.6,4.0,0.1244,0.0459,0.00225141,2,,,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
10389740,home,Auxerre,Siriki Dembélé,siriki-dembele,S. Dembélé,M,23,173,221,M,886532,EUR,842054400,M,77,77,True,4.0,3.0,,,,,3.0,4.0,1.0,,,21.0,16.0,6.6,6.0,0.0,0.0,0.132144,0,,,,,5.0,6.0,,,,3.0,2.0,1.0,1.0,,,,,1.0,2.0,4.0,4.0,,1.0,,,,,,,,,,,,
