match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalOffside,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_penaltyConceded,stat_goals,stat_penaltyWon
14131958,home,Tondela,Bernardo Fontes,Bernardo,Fontes,bernardo-fontes,B. Fontes,G,31,196,193,M,1394935,EUR,1027382400,G,31,31,False,45.0,30.0,20.0,5.0,0.0,28.0,29.0,2.0,16.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,55.0,6.6,15.0,0.00189079,0.0697,0,-0.1987,0.1,0.0,-0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131958,home,Tondela,Bebeto,,,bebeto,Bebeto,D,2,174,46,M,865335,EUR,631152000,D,2,2,False,33.0,27.0,6.0,2.0,0.0,16.0,18.0,11.0,15.0,4.0,10.0,8.0,3.0,1.0,,,,,,,,80.0,64.0,7.5,13.0,0.00755453,,0,,0.2,0.09,0.18,,5.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14131958,home,Tondela,Christian Marques,,,christian-marques,C. Marques,D,4,187,126,M,988964,EUR,1042588800,D,4,4,False,57.0,50.0,9.0,5.0,0.0,36.0,39.0,14.0,18.0,1.0,3.0,5.0,3.0,,,,,,,,,90.0,67.0,6.8,7.0,0.0916596,,0,,0.29,-0.53,0.2,,,,,2.0,,,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
14131958,home,Tondela,Brayan Medina,,,medina-brayan,B. Medina,D,20,195,331,M,1187281,EUR,1015200000,D,20,20,False,40.0,34.0,5.0,,0.0,23.0,24.0,11.0,16.0,4.0,7.0,3.0,3.0,,,,,,,,,90.0,53.0,6.4,7.0,0.00446608,,0,,0.13,0.01,-0.13,,,,4.0,5.0,1.0,,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,
14131958,home,Tondela,Emmanuel Maviram,,,maviram-emmanuel,E. Maviram,D,60,168,61,M,1111880,EUR,986342400,D,60,60,False,28.0,22.0,6.0,1.0,0.0,14.0,17.0,8.0,11.0,2.0,4.0,4.0,4.0,2.0,,,,,,,,90.0,52.0,6.7,12.0,0.0424179,,2,,0.16,0.04,-0.08,,2.0,,2.0,3.0,,,,1.0,,1.0,,,,,1.0,1.0,2.0,0.0779,-0.08,,,,,,,,,,,
14131958,home,Tondela,Juan Rodríguez,Juan Rodríguez,,juan-rodriguez,J. Rodríguez,M,32,174,223,M,1482435,EUR,1143417600,M,32,32,False,35.0,30.0,3.0,2.0,0.0,22.0,22.0,8.0,13.0,,6.0,,4.0,1.0,,,,,,,,90.0,52.0,6.9,9.0,0.277998,,0,,0.34,0.02,-0.06,,1.0,1.0,1.0,7.0,3.0,3.0,,,,5.0,2.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,
14131958,home,Tondela,Siphephelo Sithole,,,sphephelo-sithole,S. Sithole,M,15,186,603,M,822684,EUR,920419200,M,15,15,False,44.0,30.0,5.0,3.0,0.0,16.0,19.0,14.0,25.0,3.0,4.0,4.0,2.0,,,,,,,,,85.0,54.0,6.6,15.0,0.0130101,,0,,0.03,0.04,0.14,,,,1.0,6.0,1.0,1.0,,,,1.0,,,3.0,,,,1.0,,,1.0,,,,,,,,,,
14131958,home,Tondela,Maranhão,,,pedro-henryque,Maranhão,F,7,172,167,M,879917,EUR,920332800,M,7,7,False,16.0,13.0,,,0.0,3.0,5.0,10.0,11.0,,2.0,1.0,2.0,1.0,,,,,,,,80.0,28.0,6.4,9.0,0.0295018,,2,,-0.03,0.12,0.16,,2.0,,,5.0,1.0,1.0,,2.0,,,,,2.0,,,1.0,,0.4025,0.25,1.0,2.0,,1.0,1.0,0.6457,,,,,
14131958,home,Tondela,Hélder Tavares,,,helder-tavares,H. Tavares,M,8,180,36,M,343909,EUR,630633600,M,8,8,False,16.0,12.0,3.0,1.0,0.0,5.0,7.0,7.0,9.0,,1.0,1.0,3.0,1.0,,,,,,,,61.0,19.0,6.9,4.0,0.0271793,,0,,0.1,0.07,0.26,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,
14131958,home,Tondela,Ivan Cavaleiro,,,ivan-cavaleiro,I. Cavaleiro,F,,175,358,M,110950,EUR,750902400,M,17,17,False,18.0,12.0,3.0,,0.0,4.0,5.0,8.0,13.0,,,,7.0,,,,,,,,,85.0,26.0,6.1,8.0,0.0228113,,3,,0.0,0.35,-0.03,,1.0,,1.0,6.0,,,,,,1.0,,,3.0,3.0,1.0,2.0,,0.454,-0.39,1.0,,,1.0,,,,2.0,,,
