match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_keyPass,captain,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goalAssist,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork,stat_totalOffside
11391271,home,RC Strasbourg,Alaa Bellaarouch,,,alaa-bellaarouch,A. Bellaarouch,G,36,188,1255,M,1000501,EUR,1009843200,G,36,36,False,32.0,28.0,11.0,7.0,27.0,27.0,1.0,5.0,5.0,1.0,1.0,90.0,36.0,6.5,4.0,0.00021343,0,-0.6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Marvin Senaya,Marvin Senaya,,marvin-senaya,M. Senaya,D,29,179,213,M,1087805,EUR,980640000,D,28,28,False,61.0,55.0,4.0,3.0,26.0,27.0,29.0,37.0,4.0,,,90.0,88.0,7.2,16.0,0.0161654,1,,3.0,6.0,5.0,12.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,0.0224,,,,,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Ismael Doukouré,Ismael Doukoure,,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,88.0,79.0,9.0,4.0,47.0,48.0,32.0,40.0,4.0,,,90.0,97.0,6.9,9.0,0.0177894,0,,,,3.0,4.0,1.0,2.0,2.0,,1.0,,1.0,2.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Abakar Sylla,Abakar Sylla,,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,24,24,False,107.0,97.0,7.0,5.0,48.0,53.0,49.0,54.0,6.0,,,90.0,116.0,7.2,12.0,0.0615503,1,,,2.0,4.0,3.0,1.0,,,,3.0,,1.0,1.0,1.0,,,,0.1342,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,2,2,False,67.0,60.0,4.0,2.0,26.0,26.0,35.0,46.0,5.0,,,90.0,101.0,7.5,14.0,0.0633255,1,,5.0,2.0,4.0,6.0,,2.0,1.0,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0132,2.0,,1.0,1.0,True,1.0,,,,,,,,,,,,
11391271,home,RC Strasbourg,Dilane Bakwa,,,dilane-bakwa,D. Bakwa,M,29,179,2042,M,963298,EUR,1030320000,M,26,26,False,36.0,32.0,2.0,1.0,5.0,6.0,28.0,36.0,1.0,,,79.0,64.0,7.5,14.0,0.469621,0,,6.0,,3.0,5.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,1.0,3.0,,,,1.0,,4.0,,1.0,1.0,,,,,,,,,,,
11391271,home,RC Strasbourg,Andrey Santos,Andrey Santos,,santos-andrey,A. Santos,M,17,180,27949,M,1105779,EUR,1083542400,M,8,8,False,82.0,78.0,2.0,1.0,31.0,32.0,47.0,50.0,9.0,,,90.0,95.0,7.0,7.0,0.0319844,2,,,1.0,8.0,4.0,,,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,0.5305,5.0,2.0,1.0,,,,,andreysantos_5,1.0,1.0,1.0,0.934,,,,,,
11391271,home,RC Strasbourg,Habib Diarra,Habib,Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,65.0,62.0,2.0,2.0,31.0,34.0,31.0,31.0,3.0,,,90.0,77.0,6.8,8.0,0.0177296,1,,,1.0,3.0,5.0,,2.0,2.0,1.0,1.0,,,2.0,1.0,3.0,,,0.0801,1.0,2.0,,,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Dion Moise Sahi,Dion Moise Sahi,,dion-moise-sahi,D. M. Sahi,F,80,175,418,M,1113031,EUR,1008806400,F,11,11,False,28.0,24.0,,,13.0,14.0,11.0,15.0,,,,60.0,38.0,6.6,8.0,0.0400828,1,,1.0,,4.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,3.0,0.0698,1.0,1.0,,,,,,,,,,,,,,,,
11391271,home,RC Strasbourg,Emmanuel Emegha,,,emanuel-emegha,E. Emegha,F,10,195,9578,M,1048333,EUR,1044230400,F,10,10,False,28.0,23.0,,,7.0,7.0,16.0,21.0,,,,89.0,41.0,7.0,11.0,0.0181814,4,,,2.0,5.0,3.0,,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,0.4726,,3.0,2.0,,,,,,1.0,1.0,,0.3758,1.0,,,,,
