match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_aerialLost,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_goals,stat_fouls,player_firstName,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,player_lastName,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot
14025278,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193.0,4212,M,994363,EUR,1029628800,G,1,1,False,45.0,43.0,6.0,4.0,0.0,41.0,41.0,2.0,4.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,90.0,52.0,7.4,2.0,0.00494084,94.224114022239,18.0,-16.8,3.99,0.1507,0,0.1589,0.18,-0.04,0.35,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184.0,1147,M,219572,EUR,695433600,D,34,34,False,53.0,46.0,3.0,,0.0,24.0,28.0,22.0,25.0,1.0,4.0,5.0,3.0,1.0,,,,90.0,77.0,7.0,12.0,0.0128243,160.77841640489,18.0,46.725,33.6,,1,,0.01,0.15,0.27,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.2507,55.458031914598,2.0,1.0,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189.0,3186,M,962012,EUR,960422400,D,6,6,False,91.0,87.0,3.0,2.0,0.0,63.0,67.0,24.0,24.0,4.0,7.0,8.0,3.0,,,,,90.0,104.0,7.7,4.0,0.00672214,360.04939709816,48.0,128.205,21.105,,2,,0.19,0.27,0.36,,,,2.0,1.0,,1.0,,0.0976,,,,0.03,2.0,1.0,0.1455,,,,,,,,,,,,,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190.0,1911,M,115365,EUR,690681600,D,5,5,False,128.0,123.0,7.0,5.0,0.0,82.0,85.0,41.0,43.0,2.0,5.0,5.0,5.0,,,,,90.0,138.0,7.9,5.0,0.0705369,393.37956571994,53.0,174.3,35.91,,1,,0.57,0.18,0.13,,6.0,3.0,1.0,1.0,,2.0,1.0,0.0616,37.27530168892,1.0,1.0,-0.23,1.0,,,True,3.0,,,,,,,,,,,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,21035,M,825844,EUR,939254400,D,24,24,False,63.0,58.0,4.0,2.0,0.0,27.0,29.0,31.0,34.0,1.0,5.0,,2.0,2.0,,,,90.0,87.0,8.7,13.0,0.483717,289.95626378013,28.0,174.3,45.78,,0,,0.82,0.28,0.21,,3.0,,1.0,,2.0,1.0,1.0,,162.35236161033,6.0,3.0,,1.0,,,,3.0,ferdikadioglu,5.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Yasin Ayari,yasin-ayari,Y. Ayari,M,26,172.0,2693,M,1036269,EUR,1065398400,M,26,26,False,50.0,42.0,4.0,1.0,0.0,23.0,26.0,19.0,24.0,,6.0,,7.0,2.0,,,,90.0,68.0,8.5,15.0,0.269759,169.81222678935,23.0,17.01,13.23,,2,,0.32,0.11,-0.03,,4.0,,1.0,1.0,1.0,4.0,1.0,0.1397,,,1.0,0.55,,1.0,0.3692,,,,,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Diego Gómez,diego-gomez,D. Gómez,M,25,185.0,11180,M,1065588,EUR,1048723200,M,25,25,False,34.0,33.0,,,0.0,20.0,20.0,13.0,14.0,,3.0,1.0,5.0,,,,,80.0,49.0,6.4,7.0,0.00894774,89.025756727672,11.0,15.75,4.935,,3,,-0.01,-0.05,-0.07,,8.0,3.0,3.0,1.0,,3.0,2.0,0.1027,,,,-0.01,,,,,,,,,,,1.0,2.0,,,,Diego Gomez,2.0,,,,,,,,
14025278,home,Brighton & Hove Albion,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178.0,2810,M,1198075,EUR,1085961600,M,8,8,False,32.0,22.0,,,0.0,4.0,6.0,18.0,26.0,2.0,6.0,,,2.0,,,,87.0,49.0,6.7,19.0,0.0393112,166.68704975531,15.0,86.1,41.055,,1,,-0.42,0.38,0.0,,5.0,,3.0,,1.0,,,0.0195,99.551214303691,4.0,2.0,-0.06,2.0,,,,1.0,,4.0,,,,2.0,2.0,,,1.0,Brajan Gruda,1.0,,,,,,,,
14025278,home,Brighton & Hove Albion,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182.0,3505,M,946695,EUR,1019260800,M,10,10,False,8.0,8.0,,,0.0,5.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,,,,71.0,31.0,6.9,10.0,0.0210439,105.60808084909,8.0,79.17,36.435,,1,,0.1,0.1,0.17,,10.0,,4.0,,,1.0,1.0,0.067,61.816337285672,2.0,,0.32,,1.0,0.1552,,2.0,,1.0,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,,,,
14025278,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178.0,20820,M,936849,EUR,864086400,M,22,22,False,37.0,29.0,3.0,2.0,0.0,12.0,15.0,17.0,22.0,1.0,4.0,,3.0,1.0,,,,70.0,47.0,6.7,10.0,0.0115216,201.88039212587,17.0,89.775,24.99,,0,,-0.29,0.27,-0.04,,3.0,1.0,2.0,,,1.0,,,94.088984968202,5.0,1.0,,1.0,,,,1.0,KaoruM,1.0,,,,,,,,,,,,,,,,,,
