match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,captain,stat_clearanceOffLine,stat_goalAssist,stat_goals,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
10382273,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,False,30.0,18.0,19.0,7.0,12.0,16.0,6.0,14.0,1.0,1.0,4.0,7.0,1.0,5.0,6.0,1.0,1.0,1.0,90.0,45.0,6.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382273,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,37.0,30.0,1.0,,17.0,18.0,13.0,19.0,,5.0,3.0,4.0,,,,,,,90.0,64.0,6.2,11.0,1,4.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10382273,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,60.0,56.0,6.0,5.0,42.0,45.0,14.0,15.0,1.0,3.0,2.0,10.0,,,,,,,90.0,70.0,6.7,4.0,0,4.0,,1.0,1.0,,3.0,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
10382273,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,62.0,57.0,4.0,4.0,43.0,45.0,14.0,17.0,1.0,2.0,3.0,5.0,,,,,,,78.0,74.0,6.7,7.0,1,3.0,,,,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10382273,home,NEC Nijmegen,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,26.0,20.0,1.0,1.0,13.0,15.0,8.0,14.0,,2.0,1.0,5.0,,,,,,,86.0,41.0,5.8,11.0,1,4.0,1.0,1.0,,,,1.0,,1.0,,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,
10382273,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,44.0,38.0,5.0,1.0,25.0,26.0,14.0,20.0,1.0,1.0,1.0,5.0,,,,,,,90.0,54.0,6.1,11.0,0,6.0,2.0,2.0,,,1.0,,,,,,4.0,,,,2.0,1.0,2.0,,True,,,,,,,
10382273,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,59.0,52.0,2.0,1.0,33.0,34.0,19.0,25.0,,4.0,1.0,5.0,,,,,,,90.0,72.0,7.3,8.0,0,2.0,1.0,2.0,2.0,,,,,,,3.0,1.0,,2.0,1.0,,,1.0,,,1.0,,,,,,
10382273,home,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,16.0,15.0,1.0,1.0,5.0,5.0,10.0,11.0,,4.0,,2.0,,,,,,,68.0,26.0,6.6,5.0,0,1.0,,1.0,,,,3.0,2.0,,,,1.0,,2.0,2.0,,,,,,,1.0,,,,,
10382273,home,NEC Nijmegen,Oussama Tannane,,,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,49.0,34.0,8.0,3.0,13.0,14.0,23.0,37.0,,4.0,1.0,6.0,,,,,,,89.0,73.0,8.6,21.0,6,4.0,1.0,3.0,2.0,3.0,,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2.0,,,,
10382273,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,False,26.0,20.0,2.0,,13.0,16.0,7.0,10.0,,2.0,,5.0,,,,,,,68.0,37.0,6.2,10.0,0,3.0,2.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
