match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_outfielderBlock,stat_wonContest,stat_errorLeadToAShot,player_sofascoreId
14109741,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185.0,235,M,825850,EUR,923529600,G,25,25,False,48.0,35.0,26.0,13.0,0.0,31.0,35.0,4.0,13.0,8.0,4.0,5.0,90.0,57.0,9.2,13.0,0.00062118,66.799158092733,9.0,16.695,6.93,0.9125,0,0.6858,0.03,-0.02,0.43,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109741,home,Kayserispor,Aaron Opoku,aaron-opoku,A. Opoku,F,17,185.0,375,M,930136,EUR,922579200,D,30,30,False,17.0,16.0,1.0,,0.0,11.0,11.0,5.0,6.0,2.0,,,90.0,32.0,6.9,6.0,0.0151588,84.029026515856,10.0,75.81,14.07,,0,,0.15,0.02,0.24,,,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109741,home,Kayserispor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,D,15,15,False,44.0,37.0,9.0,4.0,0.0,27.0,30.0,10.0,14.0,1.0,,,90.0,51.0,6.8,7.0,0.0053596,105.0706410461,11.0,74.34,23.205,,0,,0.18,0.05,0.23,,,,,,1.0,,3.0,,6.0,,1.0,1.0,25.894750220846,1.0,,,,,,,,,,,,,,,,,,,,,,
14109741,home,Kayserispor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188.0,263,M,97404,EUR,736732800,D,4,4,False,63.0,57.0,10.0,6.0,0.0,44.0,46.0,13.0,17.0,2.0,,,90.0,75.0,7.3,7.0,0.0221254,151.86093588527,20.0,72.03,24.465,,0,,0.19,0.04,0.3,,,,,,2.0,,2.0,3.0,5.0,1.0,,,24.580492773742,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14109741,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172.0,61,M,781408,EUR,822268800,D,28,28,False,31.0,30.0,1.0,1.0,0.0,19.0,20.0,11.0,11.0,4.0,,,80.0,51.0,6.7,8.0,0.0213605,76.622010947323,9.0,57.015,18.585,,0,,0.12,0.02,0.14,,,,2.0,,,,7.0,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,2.0,2.0,3.0,,,,,,,,,,,,,,,
14109741,home,Kayserispor,Dorukhan Toköz,dorukhan-tokoz,D. Toköz,M,24,180.0,156,M,796133,EUR,832636800,M,24,24,False,18.0,13.0,3.0,,0.0,9.0,10.0,4.0,8.0,4.0,,,76.0,30.0,7.0,6.0,0.00177658,51.518475221879,8.0,16.17,11.025,,0,,0.04,0.05,0.19,,,,,,1.0,1.0,2.0,6.0,3.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14109741,home,Kayserispor,László Bénes,laszlo-benes,L. Bénes,M,8,181.0,800,M,354558,EUR,873763200,M,8,8,False,30.0,25.0,6.0,2.0,0.0,15.0,18.0,10.0,12.0,3.0,,,90.0,40.0,6.5,9.0,0.0119274,42.737503542236,7.0,0.42,13.23,,1,,0.07,-0.11,0.2,,,,1.0,,1.0,,4.0,,2.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,0.0274,-0.1,,,,,,,,,,,,
14109741,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172.0,381,M,859748,EUR,763344000,M,20,20,False,11.0,9.0,,,0.0,6.0,6.0,3.0,5.0,2.0,,,77.0,20.0,6.9,4.0,0.07615,22.690282903046,2.0,-11.235,2.205,,0,,0.25,0.06,-0.09,,,,1.0,1.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,8.5840340749557,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
14109741,home,Kayserispor,Indrit Tuci,tuci-indrit,I. Tuci,F,22,191.0,423,M,985412,EUR,968889600,M,22,22,False,24.0,15.0,4.0,1.0,0.0,5.0,6.0,10.0,18.0,6.0,,,89.0,43.0,7.2,13.0,0.00726283,137.54249613648,14.0,15.75,15.435,,2,,-0.13,0.25,0.47,,,,1.0,,1.0,2.0,5.0,11.0,1.0,3.0,2.0,,15.449971682822,1.0,,6.0,4.0,1.0,,1.0,1.0,,0.2603,-0.57,,1.0,2.0,,,,,,,,,
14109741,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176.0,326,M,344009,EUR,771984000,M,7,7,False,24.0,20.0,4.0,3.0,0.0,7.0,9.0,13.0,15.0,3.0,,,90.0,38.0,7.2,9.0,0.189101,161.93094596217,11.0,97.125,39.375,,2,,0.25,0.31,-0.03,,,,4.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,93.425943710336,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,,0.3209,0.03,2.0,1.0,,True,1.0,2.0,0.6427,,,,,
