match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_interceptionWon,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside,stat_clearanceOffLine
14053668,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,262,M,94835,EUR,648432000,G,1,1,False,21.0,16.0,9.0,4.0,0.0,13.0,13.0,3.0,8.0,7.0,1.0,1.0,2.0,90.0,28.0,6.4,5.0,0.00090323,0.0206,0,-0.9965,0.02,0.01,-0.19,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053668,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,341,M,946506,EUR,990835200,D,28,28,False,49.0,36.0,8.0,3.0,0.0,14.0,17.0,22.0,32.0,6.0,,,,90.0,87.0,7.7,25.0,0.118181,,2,,0.26,0.22,-0.04,,,,2.0,1.0,5.0,3.0,13.0,1.0,1.0,6.0,1.0,4.0,4.0,2.0,4.0,2.0,0.1322,-0.01,,,,,,,,,,,,,,,,,,,,,,,,
14053668,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186.0,105,M,1091627,EUR,1036540800,D,38,38,False,61.0,50.0,11.0,7.0,0.0,23.0,27.0,27.0,34.0,5.0,,,,90.0,75.0,6.9,13.0,0.0340797,,0,,0.22,0.08,-0.33,,Max Bruns,,,2.0,2.0,2.0,7.0,,,5.0,,3.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14053668,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,266,M,196082,EUR,748742400,D,3,3,False,71.0,59.0,13.0,7.0,0.0,25.0,27.0,34.0,44.0,4.0,,,,90.0,91.0,7.6,14.0,0.123284,,0,,0.34,0.14,-0.07,,,,2.0,4.0,7.0,5.0,10.0,,,7.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14053668,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185.0,360,M,1387012,EUR,1142035200,D,39,39,False,46.0,38.0,4.0,1.0,0.0,13.0,14.0,25.0,32.0,8.0,,,,90.0,71.0,5.7,17.0,0.165386,,1,,0.02,0.39,-0.77,,,,2.0,,,7.0,4.0,1.0,,2.0,,2.0,,3.0,,2.0,0.0362,-0.16,3.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14053668,home,FC Twente,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182.0,168,M,578344,EUR,870652800,M,32,32,False,20.0,12.0,4.0,2.0,0.0,2.0,4.0,10.0,16.0,1.0,,,,59.0,31.0,6.9,9.0,0.242119,,1,,0.1,0.01,0.19,,,,,3.0,,5.0,3.0,,,3.0,,3.0,1.0,1.0,,2.0,0.143,0.28,,,,,,1.0,,,,,1.0,0.2548,,,,,,,,,,,,
14053668,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8118,M,989882,EUR,896140800,M,6,6,False,48.0,43.0,5.0,3.0,0.0,13.0,15.0,30.0,33.0,2.0,,,,90.0,62.0,7.3,5.0,0.0587211,,1,,0.36,0.23,-0.07,,,,,2.0,2.0,4.0,9.0,1.0,,2.0,,6.0,2.0,,,1.0,0.0207,-0.09,1.0,1.0,,,1.0,2.0,1.0,,,,,,rramizz_,,,,,,,,,,,
14053668,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,506,M,1048430,EUR,996019200,M,11,11,False,12.0,8.0,1.0,,0.0,3.0,3.0,5.0,9.0,3.0,,,,59.0,27.0,6.7,12.0,0.270364,,0,,0.02,0.05,-0.2,,,,5.0,,3.0,4.0,4.0,,,,,,,3.0,1.0,1.0,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,
14053668,home,FC Twente,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176.0,1003,M,1160026,EUR,1074816000,M,14,14,False,30.0,21.0,1.0,1.0,1.0,6.0,8.0,15.0,22.0,1.0,,,,74.0,46.0,7.1,14.0,0.673076,,5,,0.51,0.26,-0.05,,,,,1.0,1.0,6.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.536,-0.55,3.0,2.0,,,,1.0,,3.0,1.0,,2.0,0.2495,,2.0,,,,,,,,,,
14053668,home,FC Twente,Sondre Ørjasæter,sondre-orjasaeter,S. Ørjasæter,M,27,180.0,619,M,1200962,EUR,1069977600,M,27,27,False,18.0,14.0,1.0,,0.0,,1.0,14.0,17.0,2.0,,,,59.0,27.0,6.4,11.0,0.0366094,,0,,-0.02,0.22,-0.06,,,,2.0,,,3.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
