match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_punches,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_lastManTackle
14053733,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,389,M,347726,EUR,770256000,G,1,1,False,38.0,31.0,10.0,4.0,0.0,29.0,32.0,2.0,6.0,11.0,2.0,1.0,2.0,90.0,49.0,7.2,7.0,0.001056,0.4988,0,0.3819,0.05,-0.01,-0.04,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,205,M,794990,EUR,896745600,D,2,2,False,56.0,50.0,8.0,5.0,0.0,28.0,31.0,22.0,25.0,6.0,,,,90.0,78.0,7.0,10.0,0.357456,,0,,0.52,-0.18,-0.34,,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190.0,160,M,152414,EUR,719107200,D,3,3,False,71.0,60.0,13.0,8.0,0.0,45.0,49.0,15.0,22.0,5.0,,,,68.0,80.0,7.2,11.0,0.0196224,,1,,0.27,0.08,0.17,,,,,4.0,2.0,4.0,,,,5.0,,,,,True,1.0,1.0,1.0,2.0,0.1153,-0.21,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Mike Eerdhuijzen,,,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194.0,180,M,947842,EUR,963446400,D,44,44,False,10.0,10.0,1.0,1.0,0.0,9.0,9.0,1.0,1.0,,,,,45.0,16.0,6.3,1.0,0.00040291,,0,,0.0,-0.01,-0.14,,,,1.0,1.0,2.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3591,M,991679,EUR,971913600,D,16,16,False,41.0,32.0,5.0,1.0,0.0,16.0,18.0,16.0,23.0,7.0,,,,90.0,78.0,7.7,21.0,0.160926,,2,,0.08,0.14,-0.53,,11.0,3.0,,1.0,8.0,10.0,3.0,,1.0,3.0,6.0,4.0,1.0,3.0,,1.0,,1.0,4.0,0.1976,0.55,3.0,2.0,1.0,1.0,1.0,0.0559,,,,,,,,,,
14053733,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173.0,362,M,1000548,EUR,1043625600,M,27,27,False,30.0,28.0,,,0.0,14.0,16.0,14.0,14.0,2.0,,,,90.0,42.0,6.8,4.0,0.0154797,,0,,0.01,0.1,0.19,,,,1.0,1.0,5.0,5.0,1.0,1.0,,2.0,3.0,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
14053733,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179.0,684,M,1433802,EUR,1086048000,M,21,21,False,36.0,31.0,3.0,1.0,0.0,16.0,18.0,15.0,18.0,3.0,,,,90.0,51.0,6.6,8.0,0.0991346,,5,,0.08,0.35,-0.01,,,,1.0,1.0,5.0,4.0,1.0,,,1.0,,,1.0,2.0,,3.0,1.0,,1.0,0.5218,-0.56,3.0,1.0,2.0,,2.0,0.4753,2.0,,,,,,,,,
14053733,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185.0,76,M,837010,EUR,928627200,M,23,23,False,8.0,5.0,1.0,1.0,0.0,5.0,5.0,,3.0,,,,,45.0,12.0,6.3,6.0,0.00012809,,0,,-0.08,0.08,-0.06,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179.0,653,M,1014118,EUR,1051574400,M,22,22,False,28.0,21.0,3.0,1.0,0.0,8.0,9.0,13.0,19.0,5.0,,,,90.0,51.0,7.3,15.0,0.682205,,2,,0.65,0.21,-0.09,,1.0,1.0,,,5.0,6.0,,4.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,,,1.0,0.1483,-0.31,2.0,2.0,,,2.0,,,1.0,,,,,,,,
14053733,home,FC Utrecht,Derry Murkin,,,derry-murkin,D. Murkin,D,2,183.0,173,M,946561,EUR,933033600,M,55,55,False,13.0,8.0,1.0,,0.0,7.0,8.0,1.0,5.0,2.0,,,,45.0,17.0,6.4,5.0,0.00103445,,0,,-0.07,0.04,0.14,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Sébastien Haller,,,sebastien-haller,S. Haller,F,91,190.0,46794,M,149731,EUR,772243200,F,91,91,False,14.0,9.0,1.0,1.0,0.0,6.0,7.0,3.0,7.0,2.0,,,,68.0,23.0,7.2,6.0,0.00220757,,1,,-0.19,0.26,0.21,,,,2.0,3.0,3.0,7.0,,1.0,,2.0,,,,1.0,,1.0,,1.0,,0.0454,-0.5,,,,,4.0,,,,SebHaller,,,,,,,
14053733,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182.0,150,M,46900,EUR,618105600,D,24,24,True,32.0,29.0,3.0,1.0,0.0,18.0,20.0,11.0,12.0,3.0,,,,45.0,47.0,6.0,5.0,0.0125577,,2,,0.06,0.03,-0.12,,1.0,,,1.0,,2.0,,,,8.0,1.0,,1.0,,,1.0,,1.0,,0.8011,-0.86,,,1.0,,,,2.0,,,,,,,,,
14053733,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180.0,7245,M,1014225,EUR,1051401600,M,14,14,True,29.0,28.0,2.0,2.0,0.0,12.0,12.0,16.0,17.0,1.0,,,,45.0,35.0,6.8,2.0,0.0575791,,0,,0.28,0.0,-0.1,,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,zidaneiqbal,,,,,,,
14053733,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,15,170.0,321,M,1214695,EUR,1121385600,F,15,15,True,14.0,10.0,1.0,,0.0,3.0,3.0,7.0,11.0,3.0,,,,45.0,23.0,6.4,10.0,0.0145612,,0,,-0.04,0.15,-0.01,,3.0,,1.0,,4.0,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,
14053733,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198.0,168,M,996992,EUR,1002499200,D,40,40,True,24.0,19.0,3.0,1.0,0.0,14.0,16.0,5.0,8.0,3.0,,,,22.0,29.0,6.3,5.0,0.00205965,,0,,-0.12,0.03,-0.22,,,,2.0,3.0,2.0,3.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
14053733,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194.0,359,M,966429,EUR,930096000,F,9,9,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,,,,22.0,6.0,7.5,2.0,0.00247461,,1,,-0.12,-0.11,0.0,,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,2.0,0.6743,0.55,,,1.0,1.0,,0.9235,,,,,,,,,,
14053733,home,FC Utrecht,Kevin Gadellaa,,,kevin-gadellaa,K. Gadellaa,G,33,210.0,174,M,1169107,EUR,1049760000,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053733,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187.0,76,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
