match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_shotValueNormalized,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,captain,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork,stat_goals,player_sofascoreId
14073455,home,Northampton Town,Elliott List,,,elliott-list,E. List,M,10,178.0,55,M,806344,EUR,863395200,F,10,10,False,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,45.0,4.0,6.3,2.0,,,2,-0.02,,0.0,,,2.0,1.0,3.0,,1.0,,,2.0,,,,,-0.4,,,,,,,,,,1.0,,,,,
14073455,home,Northampton Town,Jack Burroughs,,,jack-burroughs,J. Burroughs,M,2,188.0,52,M,958725,EUR,985132800,D,2,2,True,13.0,8.0,5.0,,0.0,3.0,3.0,5.0,10.0,2.0,3.0,,1.0,1.0,,,,45.0,23.0,6.3,5.0,,,0,0.05,0.01,-0.13,,,1.0,,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
14073455,home,Northampton Town,Ethan Wheatley,,,wheatley-ethan,E. Wheatley,F,27,187.0,5918,M,1426625,EUR,1137715200,F,19,19,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,45.0,10.0,6.2,5.0,,,0,-0.03,,0.15,,,4.0,1.0,5.0,,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,
14073455,home,Northampton Town,Michael Forbes,Michael Forbes,,forbes-michael,M. Forbes,D,18,188.0,52,M,1089576,EUR,1083196800,D,18,18,True,12.0,7.0,3.0,,0.0,2.0,3.0,5.0,9.0,3.0,,,1.0,1.0,,,,26.0,24.0,6.5,7.0,,,2,0.0,-0.02,-0.03,,1.0,2.0,1.0,3.0,1.0,,,,2.0,1.0,,1.0,,-0.57,,,,1.0,,,1.0,,,,,,,,
14073455,home,Northampton Town,Terry Taylor,,,terry-taylor,T. Taylor,M,23,185.0,68,M,988965,EUR,993772800,M,23,23,True,10.0,8.0,,,0.0,2.0,2.0,6.0,8.0,2.0,3.0,,,,,,,26.0,13.0,6.9,2.0,,,1,0.13,0.17,0.16,,,,,1.0,,,,,1.0,,,2.0,1.0,0.0,,,,,,,,,,,,,,,
14073455,home,Northampton Town,Lee Burge,,,lee-burge,L. Burge,G,1,180.0,18,M,148715,EUR,726537600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,home,Northampton Town,Matthew Ireland,Matthew Ireland,,matthew-ireland,M. Ireland,D,33,173.0,8,M,1535459,EUR,1162166400,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,home,Northampton Town,Oliver Evans,Oliver Evans,,oliver-evans,O. Evans,M,,,4,M,2219629,EUR,1197936000,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193.0,294,M,45502,EUR,628646400,G,1,1,False,27.0,17.0,12.0,2.0,0.0,16.0,18.0,1.0,9.0,,9.0,,,,3.0,,,90.0,41.0,6.5,11.0,-0.0001,,0,-0.02,-0.02,-0.03,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,
14073455,away,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185.0,1647,M,980637,EUR,1012348800,D,6,6,False,53.0,45.0,6.0,4.0,0.0,35.0,39.0,10.0,14.0,2.0,2.0,,,,,,,63.0,60.0,7.6,9.0,,,1,0.21,0.1,0.38,,,1.0,2.0,3.0,,,,,1.0,4.0,,,2.0,-0.01,,1.0,1.0,,,,1.0,,True,,,,,,
14073455,away,Southampton,Nathan Wood,,,nathan-wood,N. Wood,D,15,188.0,201,M,944200,EUR,1022803200,D,15,15,False,40.0,35.0,,,0.0,29.0,32.0,6.0,8.0,7.0,3.0,1.0,2.0,1.0,,,,90.0,50.0,7.3,5.0,,,0,-0.24,0.06,0.66,,,3.0,4.0,4.0,,,,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,
14073455,away,Southampton,Ronnie Edwards,Ronnie,Edwards,ronnie-edwards,R. Edwards,D,37,183.0,428,M,1012415,EUR,1048809600,D,12,12,False,39.0,30.0,8.0,2.0,0.0,21.0,25.0,9.0,14.0,5.0,1.0,,1.0,,,,,90.0,53.0,6.8,9.0,,,1,0.09,0.02,0.14,,,1.0,4.0,3.0,,,,,1.0,9.0,1.0,,2.0,-0.11,,,1.0,,,,,,,,,,,,
14073455,away,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179.0,2827,M,905347,EUR,962150400,M,16,16,False,44.0,32.0,6.0,2.0,0.0,20.0,26.0,12.0,18.0,5.0,2.0,,2.0,,,,,90.0,69.0,6.8,18.0,,,3,0.06,-0.19,0.2,,3.0,,2.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,-0.64,,,,1.0,,1.0,1.0,,,,,,1.0,,
14073455,away,Southampton,Shea Charles,,,shea-charles,S. Charles,M,24,189.0,811,M,1131449,EUR,1067990400,M,24,24,False,23.0,21.0,,,0.0,9.0,10.0,12.0,13.0,5.0,1.0,,2.0,2.0,,,,63.0,36.0,7.1,6.0,,1.0,1,0.05,0.08,0.21,,,,3.0,2.0,1.0,,,,,3.0,,,1.0,0.01,,,2.0,,,1.0,4.0,,,,,,,,
14073455,away,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178.0,3995,M,1142562,EUR,1089417600,M,18,18,False,28.0,22.0,4.0,3.0,0.0,10.0,13.0,12.0,15.0,5.0,1.0,,1.0,1.0,,,,71.0,43.0,8.0,10.0,,1.0,2,0.29,0.29,-0.11,,4.0,1.0,1.0,8.0,2.0,,2.0,1.0,,,,3.0,4.0,0.5,,,,,1.0,1.0,,1.0,,,,,,1.0,
14073455,away,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172.0,453,M,328701,EUR,834710400,M,3,3,False,36.0,22.0,5.0,2.0,0.0,12.0,16.0,10.0,20.0,6.0,3.0,,2.0,2.0,,,,90.0,71.0,7.4,25.0,,4.0,0,0.36,0.23,0.27,,7.0,2.0,3.0,4.0,,,2.0,,,6.0,,1.0,,,1.0,,,,,,1.0,3.0,,,,,,,
14073455,away,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181.0,981,M,993451,EUR,1007856000,F,19,19,False,23.0,17.0,1.0,1.0,1.0,5.0,7.0,12.0,16.0,8.0,5.0,,4.0,3.0,,,,90.0,48.0,6.8,20.0,,1.0,1,0.02,0.35,-0.01,,1.0,2.0,1.0,9.0,,2.0,6.0,3.0,,1.0,1.0,,2.0,-0.32,1.0,,,,,1.0,6.0,,,,,,,,
14073455,away,Southampton,Ben Brereton Díaz,,,ben-brereton-diaz,B. Brereton Díaz,M,25,188.0,6392,M,867583,EUR,924393600,F,22,22,False,18.0,14.0,,,0.0,3.0,6.0,11.0,12.0,1.0,,,,,,,,81.0,27.0,6.3,7.0,,1.0,1,0.08,0.15,-0.01,,1.0,1.0,1.0,4.0,,2.0,,,,,,,1.0,-0.27,1.0,,,,,1.0,,,,2.0,,,,,ben.brereton
14073455,away,Southampton,Damion Downs,Damion Downs,,downs-damion,D. Downs,F,19,192.0,882,M,1146091,EUR,1089072000,F,42,42,False,16.0,11.0,1.0,1.0,0.0,6.0,7.0,5.0,9.0,5.0,2.0,,,,,,,63.0,26.0,6.9,7.0,,1.0,1,-0.11,1.0,-0.03,,,3.0,2.0,4.0,,1.0,2.0,2.0,,2.0,,1.0,,-0.89,,,,1.0,1.0,,1.0,,,,1.0,,,,
14073455,away,Southampton,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183.0,244,M,166381,EUR,748224000,D,21,21,True,15.0,10.0,4.0,2.0,0.0,7.0,8.0,3.0,7.0,5.0,2.0,,,,,,,27.0,22.0,7.2,5.0,,1.0,0,-0.06,-0.01,0.23,,,,4.0,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172.0,372,M,879810,EUR,916790400,M,4,4,True,9.0,8.0,1.0,,0.0,5.0,5.0,3.0,4.0,3.0,1.0,,1.0,1.0,,,,27.0,16.0,6.7,2.0,,1.0,1,0.0,0.07,0.39,,2.0,2.0,1.0,4.0,,,,,1.0,1.0,,1.0,2.0,-0.23,,,1.0,,,,,1.0,,,,,,,
14073455,away,Southampton,Kuryu Matsuki,Kuryu Matsuki,,kuryu-matsuki,K. Matsuki,M,27,178.0,1417,M,1154637,EUR,1051660800,M,27,27,True,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,1.0,1.0,,1.0,,,,,27.0,12.0,6.6,1.0,,,0,0.1,0.04,0.0,,,,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
14073455,away,Southampton,Ryan Fraser,,,ryan-fraser,R. Fraser,M,7,163.0,553,M,138261,EUR,762048000,M,26,26,True,9.0,8.0,1.0,1.0,0.0,1.0,1.0,7.0,8.0,1.0,,,,,,,,19.0,12.0,6.8,2.0,,,0,0.07,0.02,0.13,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172.0,1467,M,361352,EUR,855532800,F,9,9,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,,,,,,,,9.0,7.0,6.4,1.0,,,1,-0.09,0.04,0.0,,,,,1.0,,,,,,,,,1.0,-0.05,,,,,1.0,,,,,,,,,,
14073455,away,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189.0,910,M,936719,EUR,1014163200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Dylan Moody,Dylan,Moody,dylan-moody,D. Moody,G,58,196.0,22,M,1798747,EUR,1205193600,G,58,58,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185.0,210,M,134361,EUR,759628800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073455,away,Southampton,Jay Robinson,Jay Robinson,,jay-robinson,J. Robinson,F,46,176.0,292,M,1440673,EUR,1173916800,F,46,46,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
