match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_wasFouled,stat_outfielderBlock,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,player_firstName,player_lastName,captain,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
10388393,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,138491,EUR,671500800,G,33,33,False,29.0,27.0,3.0,1.0,26.0,26.0,1.0,3.0,1.0,1.0,7.0,1.0,90.0,33.0,6.9,2.0,0.0,0.0,0.00040727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388393,home,Borussia Dortmund,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2762,M,128587,EUR,684633600,D,24,24,False,76.0,60.0,14.0,9.0,20.0,23.0,40.0,56.0,2.0,4.0,8.0,,90.0,100.0,7.6,20.0,0.0192,0.0,0.174158,1,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10388393,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,16632,EUR,598233600,D,15,15,False,76.0,67.0,10.0,7.0,38.0,41.0,29.0,35.0,6.0,8.0,2.0,,90.0,88.0,7.6,10.0,0.0,0.0,0.022482,0,,1.0,,1.0,1.0,,,5.0,4.0,,,,,aussenrist15,1.0,1.0,,,,,,,,,,,,,,,,,
10388393,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,940871,EUR,944006400,D,4,4,False,78.0,67.0,22.0,15.0,32.0,35.0,35.0,44.0,1.0,2.0,4.0,,90.0,89.0,7.6,15.0,0.0,0.0,0.0854366,0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,nico.schlotterbeck,,,1.0,1.0,,,,,,,,,,,,,,,
10388393,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,D,17,17,False,38.0,28.0,2.0,2.0,11.0,12.0,18.0,29.0,1.0,5.0,1.0,,90.0,64.0,8.1,13.0,0.068,0.1502,0.520755,2,3.0,1.0,,2.0,2.0,1.0,,2.0,2.0,,1.0,,2.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10388393,home,Borussia Dortmund,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1020811,M,991011,EUR,1056844800,M,22,22,False,59.0,45.0,8.0,5.0,10.0,13.0,35.0,47.0,3.0,12.0,10.0,,90.0,92.0,7.2,22.0,0.5206,0.8217,0.0838076,5,1.0,6.0,,2.0,2.0,,2.0,3.0,2.0,2.0,3.0,2.0,,JudeBell,1.0,5.0,,2.0,,,1.0,2.0,,3.0,1.0,,,,,,,,
10388393,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,795005,EUR,884476800,M,6,6,False,71.0,62.0,3.0,1.0,35.0,37.0,27.0,35.0,1.0,7.0,8.0,,90.0,85.0,7.3,11.0,0.0,0.0,0.0212256,0,1.0,1.0,1.0,,,,,1.0,1.0,4.0,1.0,1.0,1.0,,,2.0,,3.0,,,,,,,,,,,,,,,
10388393,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,226978,EUR,830995200,M,19,19,False,39.0,35.0,3.0,3.0,10.0,12.0,26.0,35.0,1.0,6.0,6.0,,84.0,61.0,7.6,13.0,0.0,0.0,0.140617,0,8.0,2.0,,3.0,3.0,,,,4.0,2.0,2.0,1.0,1.0,julianbrandt,2.0,,,2.0,,1.0,,,1.0,,,,,,,,,,
10388393,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,37092,EUR,612576000,M,11,11,False,7.0,5.0,,,3.0,5.0,2.0,4.0,,1.0,1.0,,32.0,13.0,6.4,7.0,0.0,0.0,0.00780887,0,2.0,3.0,,1.0,,,,,,1.0,,,1.0,Reus11,,,,1.0,,,,,1.0,2.0,,,,True,,,,,
10388393,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,803039,EUR,916704000,M,21,21,False,21.0,16.0,3.0,1.0,3.0,4.0,15.0,25.0,,5.0,1.0,,64.0,42.0,7.3,16.0,0.0232,0.0204,0.663694,1,8.0,3.0,,2.0,2.0,1.0,,,,1.0,3.0,,2.0,donyellmalen,1.0,2.0,,,,2.0,1.0,,,2.0,,,,,,,,,
