match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_totalOffside
10390047,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,False,36.0,30.0,1.0,,9.0,11.0,21.0,26.0,,1.0,1.0,,,72.0,43.0,6.6,9.0,0.0,0.0,0.0465642,0,,,,3.0,,,,,,,,,,1.0,,,1.0,1.0,,2.0,,,,,,2.0,,,,,
10390047,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,True,49.0,44.0,10.0,6.0,27.0,28.0,18.0,23.0,,2.0,8.0,,,66.0,59.0,7.2,7.0,0.1038,0.0318,0.214763,2,,,,1.0,,,,,1.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,
10390047,home,RC Strasbourg,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,25,25,True,7.0,3.0,1.0,,2.0,2.0,1.0,5.0,,,,,,18.0,8.0,6.4,5.0,0.0,0.0,0.00079119,0,,,,2.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
10390047,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168,499,M,941300,EUR,905299200,D,2,2,True,6.0,6.0,,,4.0,4.0,3.0,3.0,,,1.0,,,17.0,10.0,6.3,1.0,0.0,0.0,0.0524769,0,,,,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
10390047,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,True,9.0,6.0,1.0,,3.0,5.0,3.0,4.0,,2.0,1.0,,,17.0,13.0,6.6,3.0,0.0,0.0,0.0084456,0,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
10390047,home,RC Strasbourg,Eiji Kawashima,eiji-kawashima,E. Kawashima,G,1,185,192,M,24201,EUR,416966400,G,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,home,RC Strasbourg,Antoine Nuss,antoine-nuss,A. Nuss,D,,179,8,M,1391189,EUR,1071792000,D,31,31,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182,464,M,845084,EUR,822787200,F,12,12,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,home,RC Strasbourg,Dany Jean,dany-jean,D. Jean,F,7,168,1278,M,1002402,EUR,1038441600,M,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,31.0,25.0,11.0,5.0,23.0,25.0,2.0,6.0,,1.0,7.0,1.0,2.0,90.0,43.0,6.6,6.0,0.0,0.0,0.00066451,0,-0.6078,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,1.0,1.0,,
10390047,away,Nantes,Sébastien Corchia,sebastien-corchia,S. Corchia,D,14,176,100,M,47549,EUR,657417600,D,24,24,False,23.0,18.0,2.0,,9.0,11.0,11.0,18.0,,1.0,2.0,,,61.0,42.0,6.4,12.0,0.0,0.0,0.0553157,0,,,,2.0,,,2.0,,,,1.0,1.0,,1.0,,,1.0,6.0,2.0,,,,,,,,,,,,
10390047,away,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,69.0,59.0,8.0,3.0,36.0,40.0,23.0,29.0,5.0,8.0,12.0,,,90.0,82.0,7.1,11.0,0.0,0.0,0.0126696,0,,,,2.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
10390047,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,63.0,52.0,17.0,9.0,35.0,40.0,17.0,23.0,5.0,8.0,13.0,,,90.0,79.0,7.4,11.0,0.0,0.0,0.00698392,0,,,,1.0,1.0,1.0,6.0,3.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
10390047,away,Nantes,Dennis Appiah,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,D,12,12,False,62.0,49.0,5.0,,29.0,32.0,20.0,30.0,2.0,6.0,4.0,,,79.0,86.0,6.5,15.0,0.3703,0.2454,0.012006,4,,,,10.0,1.0,,1.0,2.0,3.0,1.0,,5.0,,1.0,,1.0,3.0,,,,1.0,2.0,,1.0,,,,,,1.0,
10390047,away,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,M,3,3,False,42.0,34.0,6.0,3.0,15.0,17.0,19.0,26.0,1.0,3.0,2.0,,,79.0,57.0,6.7,11.0,0.0,0.0,0.0153025,0,,,,3.0,,,1.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10390047,away,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,65.0,58.0,6.0,5.0,29.0,31.0,29.0,35.0,,2.0,8.0,,,90.0,77.0,6.9,9.0,0.2097,0.0,0.026991,2,,Samuel,Moutoussamy,5.0,1.0,,,1.0,2.0,1.0,,2.0,1.0,,,,2.0,1.0,,,2.0,,,,,1.0,,,,,
10390047,away,Nantes,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,930245,EUR,993945600,M,7,7,False,21.0,16.0,2.0,1.0,6.0,7.0,10.0,15.0,1.0,9.0,7.0,,,90.0,37.0,7.1,11.0,0.0,0.0,0.0704611,0,,,,7.0,4.0,3.0,,,3.0,3.0,3.0,2.0,,2.0,,4.0,,1.0,,1.0,,,,,,2.0,1.0,,,,
10390047,away,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,10,10,False,48.0,43.0,11.0,11.0,13.0,14.0,31.0,37.0,,6.0,2.0,,,90.0,75.0,7.0,18.0,0.1778,0.0117,0.125756,2,,,,10.0,3.0,1.0,,1.0,2.0,2.0,5.0,2.0,,3.0,,1.0,2.0,3.0,1.0,3.0,1.0,,,1.0,,3.0,,,,,
10390047,away,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,M,55,55,False,25.0,20.0,1.0,,7.0,7.0,13.0,21.0,2.0,4.0,3.0,,,61.0,42.0,6.3,12.0,0.0,0.0,0.0126648,0,,,,5.0,,,,,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,3.0,,,,,,1.0,,,,,1.0
10390047,away,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,9.0,4.0,,,,1.0,4.0,9.0,1.0,4.0,2.0,,,90.0,27.0,7.5,9.0,0.3007,0.4433,0.00855989,3,,,,7.0,,,1.0,1.0,1.0,1.0,2.0,,,2.0,mostafamohamed11,5.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,,,,,1.0
10390047,away,Nantes,Fábio,fabio,Fábio,D,2,172,306,M,40677,EUR,647481600,D,2,2,True,21.0,20.0,1.0,1.0,6.0,6.0,15.0,18.0,1.0,1.0,,,,29.0,28.0,6.7,4.0,0.0,0.0,0.124517,0,,,,2.0,1.0,,,,,,,1.0,,,,,,3.0,1.0,,,,,,,2.0,,,,,
10390047,away,Nantes,Mohamed Achi,mohamed-achi,M. Achi,M,7,181,105,M,1172764,EUR,1011139200,M,19,19,True,14.0,12.0,2.0,1.0,4.0,5.0,8.0,10.0,,,2.0,,,29.0,19.0,6.2,5.0,0.1219,0.0,0.00542713,1,,Mohamed Achi,,4.0,1.0,,,,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
10390047,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,9.0,8.0,,,5.0,6.0,3.0,5.0,,2.0,2.0,,,11.0,20.0,6.5,7.0,0.0,0.0,0.00128416,0,,,,3.0,1.0,,,,,,1.0,1.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,
10390047,away,Nantes,Lohann Doucet,lohann-doucet,L. Doucet,M,15,180,176,M,1170523,EUR,1031961600,M,20,20,True,15.0,13.0,2.0,1.0,5.0,5.0,8.0,10.0,,,1.0,,,11.0,15.0,6.7,2.0,0.0,0.0,0.0234173,0,,Lohann Doucet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Denis Petrić,denis-petric,D. Petrić,G,,186,72,M,20705,EUR,580435200,G,30,30,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Michel Diaz,michel-diaz,M. Diaz,D,4,193,403,M,1400993,EUR,1058918400,D,63,63,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Michel Diaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390047,away,Nantes,Joe-Loïc Affamah,joe-loic-affamah,J. Affamah,F,61,175,22,M,1131539,EUR,1025308800,F,61,61,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Joe-Loïc,Affamah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
