match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_goalAssist,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,stat_bigChanceCreated,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,stat_totalContest,stat_wonContest,stat_dispossessed,stat_goals,stat_accurateCross,stat_shotOffTarget,stat_punches,stat_outfielderBlock
12112073,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,38.0,21.0,23.0,8.0,16.0,24.0,5.0,14.0,2.0,9.0,1.0,1.0,2.0,2.0,90.0,48.0,7.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12112073,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26433,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,56.0,53.0,2.0,2.0,24.0,25.0,29.0,36.0,,6.0,,,,,90.0,76.0,7.2,11.0,0,,,True,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12112073,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40381,M,RúbenD,318941,EUR,863568000,D,3,3,False,52.0,50.0,1.0,,35.0,36.0,15.0,16.0,1.0,,,,,,90.0,56.0,7.0,2.0,1,,,,,3.0,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12112073,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22626,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,62.0,58.0,5.0,3.0,36.0,38.0,22.0,24.0,,9.0,,,,,90.0,70.0,7.7,4.0,0,,,,,,,2.0,4.0,3.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12112073,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,63.0,58.0,3.0,1.0,30.0,31.0,28.0,33.0,,10.0,,,,,90.0,79.0,7.4,9.0,1,,,,1.0,,,1.0,3.0,1.0,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
12112073,home,Manchester City,Rodri,rodri,Rodri,M,16,191,87652,M,Rodri,827606,EUR,835401600,M,16,16,False,152.0,144.0,4.0,3.0,60.0,63.0,84.0,90.0,2.0,5.0,,,,,90.0,161.0,8.0,9.0,0,,,,1.0,1.0,,4.0,4.0,1.0,,2.0,1.0,1.0,,,1.0,3.0,,1.0,2.0,,,1.0,1.0,,,,,,
12112073,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33771,M,Kova8,136710,EUR,768182400,M,8,8,False,141.0,134.0,3.0,1.0,54.0,54.0,80.0,87.0,,4.0,,,,,90.0,149.0,7.4,9.0,0,,,,,,,2.0,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,
12112073,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62462,M,BSilva,331209,EUR,776476800,M,20,20,False,80.0,77.0,3.0,3.0,17.0,18.0,60.0,65.0,,2.0,,,,,90.0,96.0,9.0,9.0,2,,,,3.0,,,3.0,1.0,,1.0,1.0,,,,2.0,2.0,1.0,,,1.0,,,1.0,,1.0,2.0,,,,
12112073,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,M,47,47,False,68.0,59.0,2.0,,22.0,22.0,39.0,53.0,,1.0,,,,,90.0,87.0,7.9,16.0,3,,,,7.0,,,1.0,5.0,3.0,1.0,2.0,,,,,1.0,4.0,,3.0,,1.0,1.0,,,1.0,,2.0,2.0,,
12112073,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,71179,M,Dokss,934386,EUR,1022457600,M,11,11,False,42.0,39.0,1.0,,7.0,7.0,32.0,36.0,,2.0,,,,,77.0,59.0,7.4,7.0,4,,,,1.0,2.0,,3.0,7.0,2.0,1.0,4.0,,,1.0,2.0,1.0,,,2.0,,1.0,,2.0,1.0,,,,1.0,,
