match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAGoal,player_sofascoreId,stat_totalContest,stat_wonContest,captain,stat_bigChanceCreated,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_goals
14064471,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186.0,2098,M,164055,EUR,767232000.0,G,30,30,False,14.0,14.0,0.0,14.0,14.0,5.0,2.0,2.0,90.0,18.0,6.4,9.288e-05,27.066835279532,4.0,12.18,9.555,0.1888,0,-0.7386,0.01,0.01,-0.19,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064471,home,Stade Rennais,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173.0,2225,M,1049515,EUR,960076800.0,D,36,36,False,72.0,69.0,0.0,15.0,17.0,5.0,,,90.0,96.0,7.1,0.10508,195.63627835829,25.0,83.895,19.32,,3,,0.52,0.09,-0.24,,Alidu Seidu,,2.0,1.0,54.0,55.0,3.0,4.0,8.0,8.0,1.0,2.0,1.0,1.0,7.0,3.0,3.0,4.0,1.0,4.0,9.0,0.086,0.0672,43.624555508096,2.0,1.0,-0.09,,,,,,,,,,,,,,,,,,
14064471,home,Stade Rennais,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191.0,9015,M,1445625,EUR,1121212800.0,D,97,97,False,70.0,65.0,0.0,13.0,13.0,4.0,,,90.0,80.0,7.3,0.0457869,379.15612803175,41.0,250.215,22.995,,1,,0.35,0.33,-0.06,,,,6.0,3.0,52.0,57.0,,4.0,2.0,4.0,,,,,3.0,,,,1.0,2.0,5.0,0.2035,,72.535008544192,4.0,1.0,0.01,1.0,1.0,1.0,,,,,,,,,,,,,,,
14064471,home,Stade Rennais,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184.0,576,M,988907,EUR,941500800.0,D,3,3,False,83.0,72.0,0.0,17.0,18.0,7.0,,,90.0,105.0,6.1,0.260339,349.59972847784,38.0,233.1,23.415,,2,,0.35,0.3,-0.66,,,,3.0,1.0,55.0,65.0,1.0,3.0,2.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,,1.0,17.0,0.4019,,83.283188104638,4.0,2.0,-0.56,,,2.0,7.0,2.0,1.0,1.0,,,,,,,,,,,
14064471,home,Stade Rennais,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176.0,5767,M,286909,EUR,797644800.0,M,95,95,False,36.0,29.0,0.0,1.0,3.0,3.0,,,59.0,58.0,6.4,0.157732,97.831366326591,18.0,15.855,7.35,,0,,0.07,0.21,-0.09,,,,1.0,,28.0,33.0,,1.0,1.0,1.0,,,,,2.0,,,2.0,,1.0,18.0,,,,,2.0,,,,,8.0,2.0,,,przemek.franek_,,,,,,,,,,
14064471,home,Stade Rennais,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800.0,M,45,45,False,42.0,40.0,0.0,5.0,5.0,3.0,,,76.0,55.0,7.1,0.443968,160.73638782569,20.0,69.51,27.93,,2,,0.42,0.26,-0.1,,,,,,35.0,37.0,,1.0,4.0,5.0,1.0,1.0,,,,2.0,,,,2.0,6.0,0.1019,,58.538099538679,4.0,,-0.45,1.0,,2.0,2.0,,,,,3.0,2.0,,,,,,,,
14064471,home,Stade Rennais,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172.0,1149,M,581314,EUR,786758400.0,M,21,21,False,76.0,68.0,0.0,14.0,15.0,4.0,,,90.0,88.0,7.1,0.521488,222.98588663409,24.0,150.465,22.26,,1,,0.59,0.29,-0.12,,,,,,54.0,61.0,3.0,1.0,6.0,4.0,,,,,,2.0,1.0,3.0,,3.0,12.0,0.0756,,77.862891718503,4.0,2.0,-0.01,1.0,,,1.0,,,,,1.0,1.0,True,1.0,,,,,,
14064471,home,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188.0,1161,M,1445628,EUR,1075507200.0,M,6,6,False,35.0,32.0,0.0,3.0,3.0,5.0,,,60.0,46.0,6.8,0.0490525,278.24452451078,19.0,155.61,41.37,,2,,0.08,0.41,-0.09,,,,,,29.0,32.0,,,3.0,2.0,1.0,,1.0,,,,,2.0,1.0,2.0,6.0,0.0306,0.0624,123.64340299433,5.0,,-0.09,1.0,,2.0,1.0,,,,,1.0,1.0,,,,,,,,
14064471,home,Stade Rennais,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173.0,1164,M,1102502,EUR,1021507200.0,M,26,26,False,48.0,43.0,0.0,7.0,8.0,3.0,,,90.0,85.0,6.9,0.184377,236.54883953714,27.0,67.095,18.375,,2,,0.26,0.24,-0.15,,Quentin Merlin,,2.0,2.0,36.0,40.0,,,1.0,2.0,,,1.0,,,1.0,,2.0,1.0,,26.0,0.0709,0.0236,73.033841932389,3.0,2.0,0.01,1.0,,3.0,17.0,2.0,,,,,,,,1.0,,,,,
14064471,home,Stade Rennais,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177.0,1997,M,966621,EUR,956016000.0,F,9,9,False,9.0,6.0,0.0,2.0,2.0,,,,59.0,18.0,6.7,0.0215812,44.190716062174,3.0,35.805,19.425,,4,,-0.33,0.17,0.13,,,,,,4.0,7.0,3.0,1.0,5.0,2.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,6.0,0.2929,0.8538,39.772335815975,2.0,,0.32,1.0,,,,,,,,1.0,,,,,,,,,
