match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated
12624393,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,172.0,2369,M,342909,EUR,792633600,F,10,10,False,24.0,22.0,4.0,4.0,0.0,9.0,9.0,14.0,18.0,,4.0,,,90.0,53.0,7.2,14.0,4,11,3.0,,7.0,9.0,1.0,2.0,4.0,1.0,,,,,6.0,2.0,2.0,,,1.0,1.0,,,,5.0,,2.0,1.0,2.0,1.0,,,,,
12624393,home,Damac FC,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,184.0,21,M,1048753,EUR,1019088000,D,87,87,True,6.0,4.0,2.0,1.0,0.0,3.0,4.0,1.0,2.0,4.0,1.0,,,45.0,12.0,6.4,2.0,0,23,,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,Mohammed Alkhaibari,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Ayman Fallatah,ayman-fallatah,A. Fallatah,M,190.0,80,M,1517641,EUR,1065052800,D,95,95,True,4.0,2.0,1.0,,0.0,2.0,3.0,,1.0,,2.0,,,36.0,6.0,6.0,3.0,0,95,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,172.0,20,M,1085415,EUR,902707200,D,12,12,True,1.0,,,,0.0,,,,1.0,2.0,,,,15.0,9.0,6.4,2.0,0,12,,1.0,4.0,2.0,2.0,,1.0,,,,1.0,,,1.0,,Alhwsawi Sanousi Mohammed,,,,,1.0,,1.0,,,,1.0,,,,,,
12624393,home,Damac FC,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,174.0,33,M,1095802,EUR,979171200,F,90,90,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,14.0,4.0,6.6,1.0,0,90,,,,1.0,,,,,,,1.0,1.0,,,,Hazzaa Ahmed Al-Ghamdi,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Amin Al-Bukhari,amin-al-bukhari,A. Al-Bukhari,G,194.0,341,M,818493,EUR,862531200,G,97,97,True,,,,,,,,,,,,,,,,,,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,179.0,18,M,1065328,EUR,794966400,D,4,4,True,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,Noor Al-Rashidi,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,165.0,561,M,560168,EUR,593654400,M,8,8,True,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Hassan Abu Sharara,hassan-abu-sharara,H. A. Sharara,F,172.0,3,M,867385,EUR,862617600,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,home,Damac FC,Abdullah Almogren,abdullah-almogren,A. Almogren,F,173.0,18,M,948593,EUR,848966400,F,17,17,True,,,,,,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,away,Al-Nassr,Bento,bento,Bento,G,190.0,9735,M,1016104,EUR,928972800,G,24,24,False,20.0,18.0,6.0,4.0,0.0,16.0,17.0,2.0,3.0,3.0,10.0,,2.0,90.0,31.0,6.7,2.0,0,24,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,bento_matheus,2.0,2.0,,
12624393,away,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,173.0,1607,M,830126,EUR,768182400,D,2,2,False,35.0,33.0,2.0,2.0,0.0,12.0,13.0,21.0,27.0,,4.0,,,90.0,57.0,7.3,9.0,2,2,5.0,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,2.0,,,1.0,,2.0,True,1.0,,1.0,,,,,,
12624393,away,Al-Nassr,Mohamed Simakan,mohamed-simakan,M. Simakan,D,187.0,5883,M,945063,EUR,957312000,D,3,3,False,27.0,24.0,1.0,1.0,0.0,16.0,16.0,8.0,11.0,3.0,2.0,,,66.0,34.0,6.9,3.0,0,3,,,1.0,4.0,,,,,,1.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12624393,away,Al-Nassr,Aymeric Laporte,aymeric-laporte,A. Laporte,D,191.0,10350,M,149734,EUR,769996800,D,27,27,False,73.0,68.0,7.0,2.0,0.0,41.0,42.0,27.0,31.0,2.0,2.0,,,90.0,83.0,7.7,6.0,3,14,,,,3.0,,,,2.0,1.0,2.0,,,,,,,,3.0,,,2.0,,1.0,,1.0,,,,laporte27,,,1.0,
12624393,away,Al-Nassr,Salem Alnajdi,alnajdi-salem,S. Alnajdi,D,178.0,1037,M,1475427,EUR,1043625600,D,83,83,False,35.0,31.0,,,0.0,14.0,14.0,17.0,22.0,1.0,3.0,,,45.0,48.0,6.7,5.0,0,83,1.0,1.0,5.0,4.0,2.0,,1.0,,,1.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,
12624393,away,Al-Nassr,Abdullah Al-Khaibari,abdullah-alkhaibari,A. Al-Khaibari,M,178.0,1250,M,867179,EUR,840153600,M,17,17,False,32.0,29.0,3.0,1.0,0.0,13.0,14.0,16.0,18.0,,2.0,,,66.0,38.0,6.6,4.0,0,17,,,2.0,3.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,
12624393,away,Al-Nassr,Marcelo Brozović,marcelo-brozovic,M. Brozović,M,181.0,13081,M,108800,EUR,721872000,M,11,11,False,75.0,69.0,,,0.0,27.0,27.0,44.0,54.0,,6.0,,,90.0,85.0,7.5,11.0,1,11,6.0,,,2.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,2.0,,,marcelo_brozovic,,,,
12624393,away,Al-Nassr,Ângelo,angelo,Ângelo,M,182.0,9961,M,1086455,EUR,1103587200,M,20,20,False,44.0,36.0,,,0.0,7.0,7.0,30.0,44.0,,8.0,,,90.0,68.0,6.9,22.0,1,20,7.0,,4.0,4.0,,1.0,4.0,,,,1.0,1.0,,1.0,,Ângelo,,1.0,1.0,,,,5.0,,,1.0,2.0,,angelogabriel,,,,
12624393,away,Al-Nassr,Ayman Yahya,ayman-ahmed,A. Yahya,M,168.0,1412,M,1130539,EUR,989798400,M,23,23,False,27.0,22.0,3.0,2.0,0.0,5.0,6.0,17.0,23.0,,6.0,,,66.0,40.0,7.1,10.0,1,23,2.0,,7.0,4.0,1.0,1.0,,,,1.0,3.0,2.0,,5.0,2.0,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,1.0
12624393,away,Al-Nassr,Wesley,wesley,Wesley,F,180.0,10411,M,1211632,EUR,1109980800,M,80,80,False,24.0,21.0,,,0.0,5.0,5.0,16.0,23.0,,1.0,,,82.0,47.0,6.9,14.0,1,22,4.0,,3.0,8.0,,1.0,4.0,,,,2.0,1.0,3.0,1.0,,,,,1.0,,,,5.0,,,,3.0,1.0,wesley_teixeira005,,,,
12624393,away,Al-Nassr,Jhon Durán,jhon-duran,J. Durán,F,185.0,33270,M,974577,EUR,1071273600,F,9,9,False,14.0,9.0,,,0.0,4.0,4.0,5.0,10.0,1.0,,,,90.0,30.0,6.4,16.0,1,10,,1.0,6.0,2.0,,3.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,6.0,,1.0,,1.0,,jaderduran9,,,,
12624393,away,Al-Nassr,Nawaf Boushal,nawaf-boushal,N. Boushal,D,178.0,1391,M,986400,EUR,937440000,D,12,12,True,23.0,20.0,,,0.0,10.0,12.0,10.0,11.0,,1.0,,,45.0,43.0,6.9,10.0,1,12,,,3.0,6.0,,1.0,4.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,3.0,,,,,,
12624393,away,Al-Nassr,Ali Lajami,ali-lajami,A. Lajami,D,175.0,1281,M,818667,EUR,830390400,D,78,78,True,14.0,12.0,3.0,1.0,0.0,7.0,8.0,5.0,6.0,,2.0,,,24.0,16.0,6.4,2.0,0,78,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12624393,away,Al-Nassr,Ali Al-Hassan,ali-al-hassan,A. Al-Hassan,M,183.0,1000,M,925947,EUR,857433600,M,19,19,True,22.0,18.0,2.0,1.0,0.0,6.0,7.0,12.0,15.0,,,,,24.0,25.0,7.2,5.0,1,19,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
12624393,away,Al-Nassr,Otávio,otavio,Otávio,M,171.0,6951,M,244801,EUR,792288000,M,25,25,True,16.0,13.0,1.0,,1.0,1.0,2.0,12.0,15.0,,3.0,,,24.0,24.0,7.2,5.0,0,25,1.0,,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,,3.0,,,1.0,,,,,1.0,,,,,,otavio,,,,
12624393,away,Al-Nassr,Mohammed Khalil Marran,mohammed-khalil-marran,M. K. Marran,F,180.0,1521,M,1115775,EUR,982195200,F,16,16,True,4.0,3.0,,,0.0,,,3.0,4.0,,2.0,,,8.0,7.0,6.6,3.0,0,16,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
12624393,away,Al-Nassr,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,away,Al-Nassr,Mohammed Al-Fatil,mohammed-al-fatil,M. Al-Fatil,D,181.0,549,M,328829,EUR,694483200,D,4,4,True,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,away,Al-Nassr,Abdulmajeed Al-Sulaiheem,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,165.0,600,M,538320,EUR,768960000,M,8,8,True,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624393,away,Al-Nassr,Abdulrahman Ghareeb,abdulrahman-ghareeb,A. Ghareeb,F,164.0,2201,M,1014447,EUR,859766400,F,29,29,True,,,,,,,,,,,,,,,,,,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
