match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_ownGoals,stat_penaltyConceded
12476431,home,Sheffield United,Rhian Brewster,,,rhian-brewster,R. Brewster,F,10,180.0,881,M,878705,EUR,954547200,F,7,7,False,18.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,14.0,1.0,2.0,,,,,,70.0,26.0,6.0,5.0,4,3.0,3.0,,,,,,2.0,3.0,,1.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,3.0,1.0,,,,
12476431,home,Sheffield United,Alfie Gilchrist,,,alfie-gilchrist,A. Gilchrist,D,14,183.0,4313,M,1114837,EUR,1069977600,D,2,2,True,74.0,68.0,6.0,3.0,0.0,34.0,34.0,34.0,40.0,1.0,2.0,,,,,,69.0,84.0,6.3,11.0,0,3.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12476431,home,Sheffield United,Rhys Norrington-Davies,,,rhys-norrington-davies,R. Norrington-Davies,D,18,181.0,104,M,911708,EUR,924739200,D,33,33,True,12.0,10.0,1.0,,0.0,2.0,3.0,8.0,9.0,1.0,3.0,,,,,,20.0,14.0,6.3,2.0,0,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,
12476431,home,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169.0,1006,M,837495,EUR,867110400,M,8,8,True,12.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,11.0,,,,,,,,20.0,14.0,6.5,5.0,0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
12476431,home,Sheffield United,Ryan One,,,one-ryan,R. One,F,20,188.0,198,M,1389768,EUR,1151280000,M,39,39,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,,20.0,8.0,6.4,3.0,1,2.0,2.0,,,,,,2.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
12476431,home,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180.0,248,M,1396445,EUR,1061337600,M,35,35,True,6.0,5.0,,,0.0,1.0,1.0,5.0,6.0,,,,,,,,10.0,9.0,6.8,2.0,1,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
12476431,home,Sheffield United,Adam Davies,,,adam-davies,A. Davies,G,17,185.0,111,M,288997,EUR,711331200,G,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,home,Sheffield United,Harrison Burrows,,,harrison-burrows,H. Burrows,D,14,180.0,387,M,897565,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180.0,147,M,98454,EUR,746841600,D,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,home,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187.0,1715,M,979290,EUR,929577600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,away,Wrexham,Callum Burton,,,callum-burton,C. Burton,G,25,188.0,85,M,284415,EUR,840067200,G,13,13,False,30.0,11.0,28.0,9.0,0.0,3.0,6.0,8.0,24.0,1.0,6.0,5.0,5.0,,1.0,1.0,90.0,38.0,7.2,19.0,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,
12476431,away,Wrexham,Lewis Brunt,,,lewis-brunt,L. Brunt,D,3,187.0,96,M,994562,EUR,973468800,D,3,3,False,36.0,25.0,14.0,9.0,0.0,16.0,18.0,9.0,18.0,4.0,2.0,,,,,,90.0,53.0,6.5,13.0,1,2.0,7.0,,,,,,,2.0,1.0,,,1.0,,,,,5.0,4.0,,1.0,,,1.0,,,,,,,1.0,
12476431,away,Wrexham,Dan Scarr,,,dan-scarr,D. Scarr,D,24,188.0,73,M,824751,EUR,788227200,D,24,24,False,27.0,19.0,9.0,5.0,1.0,15.0,18.0,4.0,9.0,8.0,1.0,,,,,,90.0,41.0,7.0,8.0,1,4.0,5.0,,,,1.0,,4.0,4.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12476431,away,Wrexham,William Boyle,,,william-boyle,W. Boyle,D,5,188.0,46,M,790846,EUR,809913600,D,25,25,False,30.0,20.0,4.0,1.0,0.0,17.0,24.0,3.0,6.0,2.0,5.0,,,,,,90.0,46.0,7.2,13.0,4,2.0,9.0,2.0,1.0,1.0,,,,6.0,,2.0,2.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,,,
12476431,away,Wrexham,Luke Bolton,,,bolton-luke,L. Bolton,D,27,174.0,79,M,859764,EUR,939254400,M,17,17,False,12.0,9.0,5.0,3.0,0.0,4.0,4.0,5.0,9.0,2.0,3.0,,,,,,79.0,29.0,6.4,7.0,0,6.0,6.0,1.0,2.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,4.0,4.0,,,,,2.0,,,,,,,,1.0
12476431,away,Wrexham,James Jones,,,james-jones,J. Jones,M,35,175.0,34,M,582194,EUR,855792000,M,30,30,False,33.0,21.0,4.0,1.0,0.0,6.0,8.0,16.0,28.0,,4.0,,,,,,90.0,47.0,6.2,18.0,0,6.0,4.0,1.0,,,,,1.0,2.0,2.0,,,,1.0,3.0,,,2.0,2.0,1.0,,,,2.0,,,,,,,,
12476431,away,Wrexham,George Evans,,,george-evans,G. Evans,M,12,184.0,52,M,155872,EUR,787276800,M,12,12,False,18.0,16.0,1.0,1.0,0.0,11.0,12.0,5.0,6.0,2.0,3.0,,,,,,70.0,31.0,6.7,4.0,0,2.0,3.0,1.0,,,1.0,,1.0,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
12476431,away,Wrexham,James McClean,,,james-mcclean,J. McClean,M,16,180.0,376,M,41631,EUR,609206400,M,7,7,False,15.0,14.0,,,0.0,7.0,7.0,9.0,15.0,,1.0,,,,,,62.0,29.0,6.7,6.0,1,5.0,4.0,,,,1.0,True,3.0,1.0,,,,,,7.0,,,2.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,
12476431,away,Wrexham,Sebastian Revan,,,revan-sebastian,S. Revan,M,23,181.0,97,M,1014459,EUR,1058140800,M,23,23,False,11.0,9.0,,,0.0,2.0,3.0,7.0,12.0,,1.0,,,,,,90.0,33.0,7.1,8.0,3,3.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,3.0,1.0,,,,,1.0,,,1.0,,,,,
12476431,away,Wrexham,Oliver Rathbone,,,oliver-rathbone,O. Rathbone,M,20,173.0,175,M,842141,EUR,844905600,F,20,20,False,11.0,11.0,,,0.0,2.0,2.0,9.0,9.0,,2.0,,,,,,62.0,24.0,6.8,6.0,1,10.0,3.0,2.0,,,,,4.0,,3.0,,1.0,,2.0,,,1.0,3.0,3.0,,,1.0,,1.0,,,,,,,,
12476431,away,Wrexham,Sam Dalby,,,sam-dalby,S. Dalby,F,10,191.0,322,M,858915,EUR,944524800,F,18,18,False,18.0,8.0,,,0.0,3.0,3.0,5.0,15.0,,3.0,,,,,,62.0,30.0,6.8,13.0,0,13.0,7.0,,1.0,,,,12.0,5.0,,,,1.0,2.0,,,,2.0,1.0,,,1.0,,,,1.0,,,,,,
12476431,away,Wrexham,Elliot Lee,,,elliot-lee,E. Lee,M,18,180.0,212,M,303604,EUR,787536000,M,38,38,True,11.0,9.0,,,1.0,2.0,2.0,9.0,12.0,,2.0,,,,,,28.0,15.0,7.2,4.0,0,2.0,2.0,,,,,,,2.0,,,,,1.0,3.0,,,,,2.0,,3.0,1.0,2.0,,,,,,,,
12476431,away,Wrexham,Steven Fletcher,,,steven-fletcher,S. Fletcher,F,9,186.0,157,M,9216,EUR,543715200,F,26,26,True,9.0,1.0,,,0.0,,,1.0,9.0,,,,,,,,28.0,13.0,6.8,8.0,1,4.0,7.0,,,,2.0,,4.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12476431,away,Wrexham,Jack Marriott,,,jack-marriott,J. Marriott,F,7,173.0,246,M,326365,EUR,779068800,F,11,11,True,6.0,3.0,,,0.0,3.0,3.0,,3.0,,1.0,,,,,,28.0,8.0,6.5,3.0,0,3.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12476431,away,Wrexham,George Dobson,,,george-dobson,G. Dobson,M,15,180.0,141,M,788240,EUR,879552000,M,15,15,True,17.0,14.0,1.0,1.0,0.0,8.0,8.0,7.0,10.0,,2.0,,,,,,20.0,20.0,6.8,3.0,0,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,,
12476431,away,Wrexham,Ryan Barnett,,,ryan-barnett,R. Barnett,M,29,180.0,85,M,864424,EUR,938044800,M,29,29,True,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,4.0,,1.0,,,,,,11.0,8.0,6.8,3.0,0,,,,,,,,,,,,,,,3.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,
12476431,away,Wrexham,Mark Howard,,,mark-howard,M. Howard,G,33,183.0,98,M,19344,EUR,527644800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,away,Wrexham,Max Cleworth,,,max-cleworth,M. Cleworth,D,4,191.0,221,M,1002181,EUR,1028851200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,away,Wrexham,Andy Cannon,,,andy-cannon,A. Cannon,M,42,176.0,91,M,609594,EUR,826761600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476431,away,Wrexham,Ollie Palmer,,,ollie-palmer,O. Palmer,F,28,196.0,380,M,140586,EUR,695952000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
