match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,captain,stat_dispossessed,stat_wonTackle,stat_totalOffside,stat_shotOffTarget,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_goals
12773670,home,SC Paderborn 07,Markus Schubert,schubert-markus,M. Schubert,G,1,186,110,M,795006,EUR,897609600,G,30,30,False,37.0,24.0,20.0,7.0,0.0,18.0,19.0,6.0,18.0,4.0,4.0,4.0,7.0,2.0,2.0,1.0,1.0,90.0,49.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773670,home,SC Paderborn 07,Laurin Curda,laurin-curda,L. Curda,D,17,181,107,M,981788,EUR,1004400000,D,17,17,False,42.0,33.0,4.0,1.0,0.0,12.0,16.0,23.0,29.0,2.0,5.0,1.0,4.0,,,,,90.0,65.0,7.6,13.0,2,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,
12773670,home,SC Paderborn 07,Felix Götze,felix-gotze,F. Götze,D,20,185,122,M,844131,EUR,887155200,D,20,20,False,78.0,68.0,3.0,2.0,0.0,43.0,47.0,25.0,31.0,1.0,3.0,5.0,6.0,,,,,90.0,92.0,7.3,10.0,0,,,,1.0,,,,,,1.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,
12773670,home,SC Paderborn 07,Tjark Lasse Scheller,tjark-lasse-scheller,T. L. Scheller,D,25,192,34,M,1137717,EUR,1010793600,D,25,25,False,76.0,71.0,6.0,4.0,0.0,56.0,60.0,15.0,16.0,2.0,3.0,3.0,9.0,,,,,90.0,85.0,6.8,5.0,0,,,1.0,3.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
12773670,home,SC Paderborn 07,Raphael Obermair,raphael-obermair,R. Obermair,M,23,182,125,M,820465,EUR,828316800,M,23,23,False,36.0,32.0,4.0,2.0,0.0,9.0,10.0,26.0,34.0,1.0,5.0,1.0,5.0,,,,,90.0,57.0,7.8,12.0,0,8.0,3.0,,3.0,3.0,1.0,,,,2.0,2.0,,,6.0,,,1.0,,,True,1.0,1.0,2.0,,,,,,,
12773670,home,SC Paderborn 07,David Kinsombi,david-kinsombi,D. Kinsombi,M,8,183,42,M,254207,EUR,818726400,M,8,8,False,26.0,22.0,3.0,1.0,0.0,12.0,12.0,10.0,16.0,,1.0,,,,,,,69.0,34.0,6.7,7.0,1,2.0,,,2.0,,,,1.0,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,
12773670,home,SC Paderborn 07,Santiago Castaneda,castaneda-santiago,S. Castaneda,M,5,188,214,M,1199101,EUR,1100304000,M,5,5,False,47.0,41.0,,,0.0,24.0,28.0,17.0,19.0,,2.0,1.0,3.0,,,,,90.0,62.0,7.0,8.0,1,,,1.0,1.0,,,,,,,2.0,,,,,3.0,,Santiago Castaneda,,,,1.0,,1.0,,,,,,
12773670,home,SC Paderborn 07,Marcel Hoffmeier,marcel-hoffmeier,M. Hoffmeier,D,33,180,54,M,930702,EUR,931996800,M,33,33,False,33.0,23.0,6.0,4.0,0.0,14.0,20.0,9.0,13.0,,3.0,1.0,3.0,,,,,68.0,49.0,6.2,10.0,0,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,
12773670,home,SC Paderborn 07,Filip Bilbija,bilbija-filip,F. Bilbija,F,7,189,609,M,989630,EUR,956534400,F,7,7,False,19.0,17.0,,,0.0,6.0,6.0,11.0,13.0,2.0,6.0,,4.0,,,,,85.0,31.0,7.1,3.0,6,,,2.0,5.0,,,,2.0,1.0,,1.0,,2.0,1.0,,,3.0,,,,1.0,1.0,,3.0,,1.0,,,,
12773670,home,SC Paderborn 07,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,False,22.0,14.0,,,0.0,4.0,5.0,11.0,20.0,5.0,7.0,1.0,1.0,,,,,89.0,39.0,6.5,17.0,1,3.0,1.0,2.0,11.0,3.0,,,,,,2.0,1.0,5.0,1.0,,,,,,,2.0,,1.0,1.0,,,,,,
