match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_totalOffside,player_sofascoreId,stat_punches,stat_outfielderBlock,stat_goalAssist,stat_goals
10408431,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,28.0,17.0,19.0,8.0,12.0,12.0,5.0,16.0,1.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,2.0,2.0,90.0,39.0,7.0,11.0,0.0494,0.0,0.00309766,1,-0.0204,,,,,,,,,,,,,,,,,,,,,,,,,,
10408431,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,32.0,26.0,2.0,1.0,13.0,15.0,19.0,29.0,1.0,4.0,,,,6.0,1.0,,,,,,90.0,62.0,7.4,15.0,0.0,0.0,0.3463,0,,12.0,6.0,3.0,7.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,,,,,,,,,,,,
10408431,home,Cádiz,Luis Hernández,luis-hernandez,L. Hernández,D,,182,89,M,260097,EUR,608515200,D,23,23,False,81.0,69.0,18.0,9.0,38.0,40.0,31.0,41.0,1.0,2.0,,,,6.0,1.0,1.0,,,,,90.0,93.0,6.8,19.0,0.0386,0.0,0.0206569,1,,,,3.0,4.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
10408431,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,32,32,False,21.0,19.0,2.0,1.0,13.0,13.0,6.0,8.0,,1.0,,,,,,,,,,,31.0,25.0,6.5,2.0,0.1387,0.1188,0.00529364,1,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,
10408431,home,Cádiz,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,False,37.0,31.0,5.0,4.0,12.0,15.0,24.0,31.0,,4.0,1.0,1.0,,4.0,2.0,1.0,,,,,90.0,61.0,6.9,12.0,0.0,0.0,0.28892,0,,9.0,5.0,1.0,4.0,1.0,1.0,,,,,,1.0,1.0,3.0,,,,,,True,1.0,,,,,
10408431,home,Cádiz,Théo Bongonda,theo-bongonda,T. Bongonda,M,77,177,22829,M,344953,EUR,816825600,M,10,10,False,20.0,15.0,2.0,,5.0,5.0,10.0,16.0,,6.0,3.0,3.0,,2.0,1.0,,,,,,68.0,36.0,6.7,11.0,0.0914,0.0187,0.0393605,1,,1.0,,,4.0,2.0,2.0,,,,,3.0,2.0,,1.0,,,,,1.0,,,theo_bongonda,,,,
10408431,home,Cádiz,Fede San Emeterio,fede-san-emeterio,F. S. E. Diaz,M,6,174,81,M,376382,EUR,858470400,M,24,24,False,45.0,40.0,4.0,3.0,22.0,22.0,18.0,23.0,,1.0,,,,9.0,,,,,,,68.0,50.0,6.9,5.0,0.0,0.0,0.0308609,0,,,,,2.0,1.0,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,
10408431,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,52.0,48.0,8.0,7.0,23.0,23.0,25.0,30.0,1.0,6.0,,,,5.0,2.0,2.0,,,,,90.0,65.0,6.9,7.0,0.0674,0.0,0.0367151,1,,1.0,,5.0,9.0,1.0,1.0,,1.0,,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
10408431,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,19.0,13.0,1.0,,3.0,5.0,10.0,14.0,1.0,2.0,1.0,,1.0,3.0,,,,,,,68.0,25.0,6.4,7.0,0.2429,0.0634,0.0191348,2,,,,3.0,5.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,
10408431,home,Cádiz,Roger Martí,roger-marti,R. Martí,F,9,178,227,M,212074,EUR,662860800,F,15,15,False,9.0,8.0,,,1.0,1.0,7.0,8.0,,,,,,1.0,,,,,,,47.0,13.0,6.6,3.0,0.1427,0.0,0.00751822,1,,,,1.0,2.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,
