match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_lastManTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_shotOffTarget,stat_dispossessed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12624942,home,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,False,26.0,24.0,3.0,1.0,0.0,24.0,25.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,3.0,90.0,38.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624942,home,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000,D,94,94,False,58.0,48.0,2.0,,0.0,27.0,29.0,30.0,2.0,3.0,,1.0,,,,90.0,70.0,6.3,11.0,0,Mubarak Abdul Rahman Al Rajeh,,21.0,1.0,1.0,8.0,5.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12624942,home,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,312,M,842744,EUR,888364800,D,21,21,False,70.0,63.0,4.0,2.0,0.0,39.0,41.0,29.0,7.0,9.0,,3.0,,,,90.0,86.0,7.5,8.0,0,,,24.0,,4.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
12624942,home,Al Raed,Ayoub Qasmi,qasmi-ayoub,A. Qasmi,D,16,178.0,88,M,919697,EUR,748396800,D,16,16,False,30.0,26.0,4.0,3.0,0.0,16.0,16.0,14.0,3.0,,,,,,,43.0,34.0,6.8,4.0,0,,,10.0,,,1.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12624942,home,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,31.0,26.0,2.0,,0.0,10.0,11.0,21.0,4.0,3.0,,1.0,,,,79.0,54.0,6.4,9.0,0,,,16.0,1.0,,2.0,2.0,2.0,,3.0,2.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
12624942,home,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,False,42.0,39.0,,,0.0,20.0,21.0,21.0,1.0,3.0,,,,,,45.0,43.0,6.6,3.0,0,,,19.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,True,,,,,,,,,,,,,
12624942,home,Al Raed,Yousri Bouzok,yousri-bouzok,Y. Bouzok,M,26,175.0,833,M,1007546,EUR,840326400,M,26,26,False,40.0,37.0,2.0,2.0,0.0,4.0,4.0,39.0,4.0,7.0,,3.0,,,,90.0,61.0,8.1,8.0,3,,,35.0,3.0,,3.0,1.0,,,,,1.0,,,,,3.0,4.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,
12624942,home,Al Raed,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180.0,913,M,73056,EUR,713059200,M,17,17,False,63.0,57.0,2.0,,0.0,24.0,25.0,38.0,2.0,1.0,,2.0,,,,79.0,73.0,6.4,11.0,1,,,33.0,,,3.0,1.0,,,,,1.0,,,,,4.0,,,,1.0,,,,,,1.0,,,,,
12624942,home,Al Raed,Mathias Normann,mathias-normann,M. Normann,M,12,179.0,189,M,565686,EUR,833241600,M,8,8,False,50.0,44.0,6.0,4.0,0.0,20.0,20.0,30.0,2.0,3.0,,1.0,,,,70.0,65.0,6.8,11.0,2,,,24.0,,,3.0,1.0,1.0,1.0,,,,1.0,,,,3.0,,,,2.0,,,,1.0,,1.0,,,,,
12624942,home,Al Raed,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,15,15,False,71.0,63.0,5.0,5.0,0.0,13.0,13.0,62.0,3.0,5.0,,1.0,,,,90.0,93.0,7.4,18.0,3,,,50.0,4.0,,2.0,1.0,2.0,,,,,1.0,1.0,,,5.0,,,,2.0,2.0,,1.0,1.0,,2.0,1.0,,,,
