match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_totalOffside,captain,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_errorLeadToAShot
12437506,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,16.0,14.0,3.0,1.0,0.0,14.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,23.0,7.0,4.0,4.612e-05,0,0.3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,45.0,40.0,,,0.0,17.0,18.0,29.0,1.0,2.0,5.0,1.0,,,,,77.0,61.0,7.0,11.0,0.0386847,1,,,,23.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0609,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,14,14,False,30.0,29.0,1.0,,0.0,12.0,12.0,18.0,2.0,3.0,2.0,,,,,,56.0,36.0,6.8,1.0,0.00478755,1,,,,17.0,,2.0,,,,,,0.0791,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,35,35,False,41.0,41.0,1.0,1.0,0.0,17.0,17.0,24.0,2.0,2.0,4.0,1.0,,,,,90.0,50.0,7.7,,0.0113068,1,,,,24.0,,2.0,,,,1.0,,0.0472,,1.0,,,2.0,,1.0,1.0,2.0,0.0146,1.0,,,,,,,,,,,,,
12437506,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,64.0,55.0,1.0,1.0,0.0,7.0,9.0,58.0,5.0,1.0,1.0,4.0,,,,,90.0,81.0,7.2,15.0,0.0637992,1,,,,49.0,3.0,7.0,1.0,1.0,1.0,,2.0,0.0195,,1.0,4.0,,,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12437506,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,116.0,107.0,8.0,5.0,0.0,22.0,23.0,100.0,2.0,,2.0,,,,,,87.0,133.0,7.6,18.0,0.206016,0,,,,87.0,7.0,4.0,2.0,2.0,,,,,,,,,1.0,1.0,,,1.0,,2.0,2.0,,True,1.0,,,,,,,,,
12437506,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,86.0,82.0,3.0,2.0,0.0,32.0,32.0,54.0,3.0,1.0,7.0,2.0,,,,,90.0,95.0,7.5,4.0,0.0600245,2,,,,50.0,,2.0,,1.0,1.0,1.0,,0.0274,1.0,,1.0,1.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,
12437506,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,113.0,108.0,2.0,1.0,0.0,28.0,28.0,85.0,3.0,,3.0,2.0,,,,,90.0,123.0,7.3,8.0,0.135334,0,,,,80.0,,6.0,,1.0,,1.0,1.0,,,,5.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
12437506,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,F,15,15,False,85.0,78.0,7.0,5.0,0.0,15.0,15.0,73.0,7.0,,6.0,3.0,,,,,90.0,105.0,8.5,12.0,0.404934,1,,Arda Guler,,64.0,3.0,3.0,,4.0,,,1.0,0.0148,1.0,1.0,,,1.0,1.0,1.0,2.0,,0.0188,3.0,1.0,,,2.0,1.0,,,,,,,,
12437506,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,38.0,34.0,1.0,1.0,0.0,5.0,5.0,34.0,2.0,,,,,,,,90.0,58.0,8.1,12.0,0.142483,8,,,,29.0,1.0,3.0,1.0,3.0,,,3.0,2.1198,,,,3.0,,1.0,5.0,,,2.4258,1.0,,2.0,,1.0,1.0,3.0,2.0,1.0,,,,,
12437506,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,F,21,21,False,36.0,30.0,1.0,,0.0,5.0,5.0,31.0,1.0,,4.0,,,,,,55.0,45.0,7.2,11.0,0.253762,0,,,,25.0,,5.0,2.0,,,,3.0,,1.0,,1.0,,,1.0,,,1.0,,2.0,,,,,1.0,,,,,,,,
12437506,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,True,27.0,25.0,,,1.0,3.0,3.0,24.0,,,,,,,,,35.0,36.0,6.9,7.0,0.210883,1,,,,22.0,,3.0,2.0,1.0,,,2.0,0.2156,,,,,,,1.0,,,0.3065,1.0,,,,,,1.0,,,,,,,
12437506,home,Real Madrid,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,24,184,19861,M,jesusvallejo1997,355048,EUR,852422400,D,18,18,True,15.0,15.0,2.0,2.0,0.0,7.0,7.0,8.0,,,3.0,,,,,,34.0,16.0,6.7,,0.00640025,0,,,,8.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12437506,home,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182,100643,M,,1402716,EUR,1080086400,F,30,30,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,,,,,,,,13.0,5.0,6.4,2.0,0.00962297,0,,Gonzalo García,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Chema Andrés,chema-andres,C. Andrés,M,30,193,8504,M,,1464641,EUR,1114387200,M,36,36,True,,,,,0.0,,,,,,,,,,,,3.0,1.0,,1.0,,0,,Chema Andrés,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Fran González,gonzalez-fran,F. González,G,26,199,17417,M,_franglez1,1493226,EUR,1119571200,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,,1403348,EUR,1104969600,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437506,home,Real Madrid,Youssef Enriquez Lekhedim,youssef-lekhedim,Y. Lekhedim,M,3,170,10112,M,yuusiii3,1403364,EUR,1128643200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
