match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_height,stat_goalAssist,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,captain,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_hitWoodwork
11689339,home,Excelsior Maassluis,Tobias Van der Kleij,Tobias Van der Kleij,,tobias-van-der-kleij,T. V. d. Kleij,G,1,10,M,1145402,EUR,1018742400.0,G,16,16,False,29.0,16.0,24.0,11.0,7.0,8.0,9.0,21.0,1.0,1.0,3.0,12.0,3.0,1.0,3.0,1.0,2.0,2.0,90.0,43.0,7.7,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Calvin Tureaij,Calvin Tureaij,,calvin-tureaij,C. Tureaij,D,2,12,M,1084541,EUR,993081600.0,D,2,2,False,18.0,12.0,7.0,2.0,8.0,10.0,4.0,10.0,,5.0,4.0,7.0,,,,,,,77.0,44.0,7.3,10.0,0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Kevin Ringeling,Kevin,Ringeling,kevin-ringeling,K. Ringeling,D,3,3,M,866676,EUR,893203200.0,D,3,3,False,17.0,10.0,5.0,,8.0,9.0,2.0,8.0,,1.0,1.0,,,,,,,,90.0,24.0,7.2,7.0,0,,,,,,,4.0,1.0,,,1.0,187.0,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Gabri Urbanus,Gabri Urbanus,,gabri-urbanus,G. Urbanus,D,,3,M,1084557,EUR,960595200.0,D,4,4,False,16.0,14.0,11.0,9.0,4.0,4.0,10.0,13.0,,,9.0,1.0,,,,,,,90.0,32.0,7.6,6.0,0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Yael Eisden,Yael,Eisden,yael-eisden,Y. Eisden,D,15,5,M,806290,EUR,758246400.0,D,15,15,False,18.0,12.0,6.0,2.0,8.0,10.0,4.0,8.0,1.0,1.0,6.0,6.0,,,,,,,90.0,31.0,6.9,6.0,0,,1.0,,,,,,3.0,1.0,,1.0,185.0,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Gaultiér Overman,,,gaultier-overman,G. Overman,D,5,9,M,973725,EUR,974246400.0,D,21,21,False,11.0,8.0,1.0,,7.0,8.0,1.0,3.0,,4.0,3.0,3.0,,,,,,,90.0,26.0,6.8,7.0,0,,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Vincent Schippers,Vincent,Schippers,vincent-schippers,V. Schippers,D,10,6,M,916948,EUR,983664000.0,M,5,5,False,18.0,11.0,7.0,2.0,10.0,11.0,1.0,13.0,,2.0,1.0,9.0,,,,,,,90.0,37.0,6.8,16.0,0,6.0,2.0,,1.0,,,1.0,1.0,2.0,2.0,,182.0,,1.0,,1.0,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Kevin Dercks,,,kevin-dercks,K. Dercks,M,,2,M,866675,EUR,758592000.0,M,17,17,False,20.0,15.0,1.0,1.0,9.0,11.0,6.0,9.0,,3.0,,3.0,,,,,,,77.0,26.0,6.6,7.0,0,,4.0,,1.0,,,,,3.0,2.0,2.0,,,1.0,,,True,1.0,,,,,,,,,,
11689339,home,Excelsior Maassluis,Redouan Omar Ouali,Redouan,Omar Ouali,redouan-omar-ouali,R. O. Ouali,M,24,4,M,948722,EUR,911001600.0,M,7,7,False,20.0,17.0,1.0,1.0,9.0,9.0,8.0,11.0,2.0,12.0,2.0,7.0,,,,,,,87.0,42.0,7.3,12.0,2,,7.0,4.0,2.0,1.0,,,1.0,4.0,4.0,1.0,,,4.0,,4.0,,,1.0,1.0,1.0,2.0,,,,,,
11689339,home,Excelsior Maassluis,Pieter Langedijk,Pieter,Langedijk,pieter-langedijk,P. Langedijk,M,11,3,M,345255,EUR,760838400.0,F,11,11,False,12.0,8.0,,,7.0,10.0,1.0,7.0,3.0,6.0,,2.0,,,,,,,68.0,23.0,6.7,11.0,1,5.0,3.0,1.0,3.0,2.0,,,,,,,180.0,,,,1.0,,1.0,,1.0,,,,,,,,
11689339,home,Excelsior Maassluis,Bram Wennekers,Bram Wennekers,,bram-wennekers,B. Wennekers,F,9,1,M,1145329,EUR,971222400.0,F,9,9,False,33.0,19.0,2.0,1.0,6.0,13.0,13.0,20.0,5.0,15.0,2.0,7.0,,,,,,,90.0,55.0,6.8,24.0,0,,9.0,2.0,3.0,2.0,,,,1.0,,4.0,185.0,,6.0,2.0,3.0,,5.0,,,,1.0,1.0,1.0,,,,
11689339,home,Excelsior Maassluis,Dave van Delft,,,dave-van-delft,D. v. Delft,M,,3,M,991851,EUR,1004918400.0,F,18,18,True,7.0,5.0,,,1.0,2.0,4.0,5.0,2.0,3.0,,1.0,,,,,,,22.0,14.0,6.3,6.0,1,,1.0,,1.0,1.0,,,1.0,,,,167.0,,2.0,,1.0,,,,1.0,,,,,1.0,,,
11689339,home,Excelsior Maassluis,Devin Plank,Devin Plank,,devin-plank,D. Plank,M,27,12,M,1084552,EUR,993254400.0,F,27,27,True,3.0,2.0,1.0,,,,2.0,3.0,,1.0,2.0,1.0,,,,,,,13.0,8.0,6.6,3.0,0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,
11689339,home,Excelsior Maassluis,Giovanni Fonseca,Giovanni,Fonseca,giovanni-fonseca,G. Fonseca,M,15,5,M,948718,EUR,909792000.0,M,14,14,True,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,13.0,8.0,6.6,2.0,0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11689339,home,Excelsior Maassluis,Darwin Heuvelman,Darwin Heuvelman,,darwin-heuvelman,D. Heuvelman,D,4,4,M,1085725,EUR,968889600.0,D,26,26,True,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,9.0,2.0,6.5,1.0,0,,1.0,,,,,,,1.0,,,190.0,,,,,,,,,,,,,,,,
