match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_dispossessed,captain,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves
13444519,home,South Georgia Tormenta FC,Austin Pack,austin-pack,A. Pack,G,1,187.0,8,M,983777,EUR,762134400.0,G,1,1,False,44.0,40.0,7.0,4.0,0.0,37.0,40.0,3.0,4.0,5.0,85.0,47.0,6.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Callum Stretch,callum-stretch,C. Stretch,D,,193.0,8,M,1099308,EUR,937699200.0,D,6,6,False,84.0,78.0,10.0,7.0,0.0,41.0,44.0,37.0,40.0,5.0,90.0,96.0,7.7,7.0,0,Callum Stretch,,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Anatolie Prepelita,anatolie-prepelita,A. Prepelita,D,5,191.0,6,M,843403,EUR,870825600.0,D,5,5,False,55.0,50.0,19.0,16.0,0.0,30.0,32.0,20.0,23.0,2.0,45.0,58.0,7.3,5.0,1,,,,1.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Thabo Nare,thabo-nare,T. Nare,D,,185.0,5,M,1820056,EUR,1047513600.0,D,4,4,False,93.0,88.0,4.0,2.0,0.0,70.0,71.0,18.0,22.0,6.0,90.0,102.0,7.5,5.0,0,,,,,2.0,1.0,,,5.0,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Gabriel Alves,gabriel-alves,G. Alves,D,,185.0,23,M,1476358,EUR,918604800.0,D,3,3,False,63.0,59.0,6.0,5.0,0.0,39.0,40.0,20.0,23.0,3.0,90.0,88.0,7.5,10.0,1,Gabriel Alves,,4.0,2.0,,2.0,,1.0,7.0,,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Aaron Walker,aaron-walker,A. Walker,M,,180.0,2,M,884412,EUR,644457600.0,M,28,28,False,76.0,70.0,7.0,4.0,0.0,40.0,41.0,30.0,35.0,8.0,90.0,87.0,7.4,8.0,0,,,,1.0,,,,1.0,6.0,,1.0,4.0,5.0,5.0,,,,,1.0,2.0,1.0,,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Mason Tunbridge,mason-tunbridge,M. Tunbridge,M,16,191.0,8,M,1809535,EUR,977875200.0,M,16,16,False,48.0,38.0,9.0,7.0,0.0,11.0,12.0,27.0,36.0,3.0,71.0,67.0,7.3,21.0,1,Mason Tunbridge,,1.0,,,,2.0,,5.0,1.0,,4.0,1.0,1.0,,5.0,4.0,,2.0,,,3.0,,,,,,,,,
13444519,home,South Georgia Tormenta FC,Conor Doyle,conor-doyle,C. Doyle,M,22,188.0,1,M,123859,EUR,687312000.0,M,22,22,False,54.0,47.0,3.0,3.0,1.0,16.0,19.0,31.0,35.0,4.0,90.0,78.0,7.8,17.0,0,,,7.0,,,4.0,3.0,,4.0,,,4.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,True,2.0,,,,,,,
13444519,home,South Georgia Tormenta FC,Taylor Gray,taylor-gray,T. Gray,F,10,188.0,2,M,1201237,EUR,885945600.0,F,10,10,False,51.0,43.0,7.0,6.0,0.0,14.0,17.0,29.0,34.0,6.0,90.0,71.0,7.1,17.0,0,Taylor Gray,,2.0,,,,1.0,2.0,7.0,,1.0,8.0,3.0,1.0,,6.0,2.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,
13444519,home,South Georgia Tormenta FC,Sebastián Vivas,sebastian-vivas,S. Vivas,F,9,180.0,6,M,941530,EUR,976579200.0,F,9,9,False,29.0,23.0,,,1.0,11.0,12.0,12.0,17.0,2.0,71.0,38.0,7.9,8.0,3,,,,,,,2.0,1.0,3.0,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,,,,
