match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_wasFouled,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_ownGoals,stat_totalOffside,stat_penaltyMiss,player_sofascoreId,stat_penaltyWon
11452948,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,14.0,11.0,8.0,6.0,0.0,7.0,9.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,90.0,25.0,8.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452948,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,24.0,20.0,1.0,,0.0,10.0,10.0,11.0,17.0,3.0,,3.0,3.0,6.0,,,,,,,,,90.0,42.0,6.9,10.0,0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11452948,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,D,4,4,False,25.0,21.0,2.0,1.0,1.0,11.0,13.0,11.0,13.0,1.0,3.0,2.0,4.0,5.0,,1.0,,,,,,,90.0,36.0,7.2,4.0,0,1.0,1.0,,,1.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11452948,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,21.0,18.0,5.0,2.0,0.0,15.0,16.0,3.0,5.0,2.0,5.0,2.0,4.0,,1.0,3.0,,,,,,,90.0,31.0,6.2,4.0,1,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11452948,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,False,29.0,24.0,2.0,,0.0,12.0,13.0,12.0,17.0,,5.0,3.0,1.0,5.0,,,,,,,,,90.0,48.0,6.4,14.0,0,1.0,,2.0,1.0,,,,,3.0,3.0,1.0,2.0,,,Hawsawi Islam Ahmed,,2.0,,,,,,,,,,,
11452948,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,M,24,24,False,15.0,8.0,,,1.0,6.0,7.0,3.0,9.0,,3.0,3.0,1.0,2.0,,2.0,,,,,,,71.0,28.0,7.2,12.0,0,1.0,1.0,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,,Abdulaziz Noor,,1.0,1.0,,,,,,,,,,
11452948,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,False,47.0,37.0,5.0,4.0,0.0,10.0,13.0,27.0,34.0,,3.0,4.0,,6.0,,2.0,,,,,,,90.0,58.0,7.2,12.0,0,,,3.0,1.0,,,,,2.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,
11452948,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,43.0,39.0,9.0,7.0,0.0,18.0,18.0,23.0,30.0,,3.0,3.0,2.0,7.0,,,,,,,,,90.0,59.0,7.4,10.0,0,5.0,2.0,,,2.0,,,1.0,1.0,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,
11452948,home,Al Wehda,Hussain Ahmed Al Issa,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,989764,EUR,978048000,M,28,28,False,24.0,19.0,1.0,,0.0,7.0,8.0,12.0,16.0,1.0,11.0,13.0,,11.0,,1.0,,,,,,,90.0,54.0,7.8,13.0,2,,,2.0,1.0,1.0,,,,3.0,3.0,4.0,7.0,,,,,2.0,7.0,3.0,2.0,1.0,,,,,,,
11452948,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,F,90,90,False,5.0,,,,0.0,,,,5.0,,6.0,3.0,,3.0,,2.0,,,,,,,67.0,13.0,6.5,7.0,1,,,1.0,,,,,,2.0,1.0,3.0,,,,Hazzaa Ahmed Al-Ghamdi,,2.0,1.0,,,,1.0,,,,,,
