match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,from,description,reason,confirmed,playerName,rescinded
11409056,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11409056,,,,,90,,,1,,,substitution,122371120.0,False,False,regular,,,,,,,,,
11409056,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,,,,,,
11409056,,,,,89,,,2,,,substitution,122371099.0,False,False,regular,,,,,,,,,
11409056,,,,,89,,,2,,,substitution,122371098.0,False,False,regular,,,,,,,,,
11409056,,,,,88,,,3,,,substitution,122371097.0,False,False,regular,,,,,,,,,
11409056,,,,,88,,,3,,,substitution,122371096.0,False,True,regular,,,,,,,,,
11409056,,,,,88,,,3,,,substitution,122371095.0,False,True,regular,,,,,,,,,
11409056,,,,,79,,,12,,,substitution,122371065.0,False,False,regular,,,,,,,,,
11409056,,1.0,3.0,,76,,,15,,,goal,177727820.0,,False,regular,,998490.0,Evanilson,,,,,,
11409056,,,,,73,,,18,,,substitution,122371057.0,False,True,regular,,,,,,,,,
11409056,,,,,73,,,18,,,substitution,122371056.0,False,True,regular,,,,,,,,,
11409056,,,,,60,,,31,,,substitution,122370983.0,False,True,regular,,,,,,,,,
11409056,,1.0,2.0,,59,,,32,,,goal,177727222.0,,True,penalty,,878830.0,Bruno Duarte,penalty,,,,,
11409056,HT,0.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11409056,,,,,45,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,,
11409056,,0.0,2.0,,41,,,5,,,goal,177725644.0,,False,regular,,1066560.0,Alan Varela,,,,,,
11409056,,0.0,1.0,,35,,,11,,,goal,177725353.0,,False,regular,,998490.0,Evanilson,,,,,,
11409056,,,,,34,,,12,,,inGamePenalty,118449552.0,,True,missed,,243575.0,Mattheus,,Off target,offTarget,,,
11409056,,,,,31,,,15,,,varDecision,23029.0,,False,penaltyAwarded,,998490.0,Evanilson,,,,False,,
11409056,,,,,25,,,21,,,card,121115748.0,,True,yellow,,169729.0,Gonçalo Silva,,,Foul,,Gonçalo Silva,False
