match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_wonTackle,stat_fouls,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_totalOffside,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12528119,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,33.0,20.0,19.0,6.0,0.0,16.0,20.0,4.0,13.0,1.0,1.0,14.0,1.0,2.0,5.0,7.0,90.0,48.0,7.6,13.0,0.00264277,0,0.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,97967,EUR,763171200,D,35,35,False,,18.0,10.0,5.0,1.0,0.0,10.0,15.0,,3.0,4.0,7.0,2.0,1.0,,,,75.0,34.0,7.2,10.0,8.362e-05,1,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,0.5381,,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185,941,M,981395,EUR,1015286400,D,44,44,False,,31.0,25.0,5.0,3.0,0.0,17.0,19.0,8.0,12.0,7.0,10.0,3.0,,,,,90.0,49.0,7.1,6.0,0.00591837,0,,5.0,1.0,,,,12.0,,1.0,3.0,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,77,77,False,,25.0,20.0,2.0,1.0,0.0,12.0,15.0,8.0,10.0,2.0,8.0,2.0,1.0,,,,90.0,47.0,6.9,13.0,0.0055849,1,,4.0,,,,,,1.0,1.0,5.0,2.0,0.0214,Arif Bosluk,,2.0,3.0,,1.0,1.0,1.0,0.0089,,,,,,,,,,,
12528119,home,Trabzonspor,John Lundstram,john-lundstram,J. Lundstram,M,5,181,401,M,149815,EUR,761529600,M,5,5,False,,28.0,17.0,6.0,1.0,0.0,11.0,14.0,6.0,14.0,3.0,7.0,4.0,2.0,,,,90.0,41.0,7.0,13.0,0.183574,1,,1.0,,,,,4.0,,,1.0,2.0,0.0444,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,
12528119,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,416,M,1131249,EUR,980035200,M,79,79,False,,26.0,18.0,1.0,,0.0,9.0,10.0,9.0,16.0,,1.0,3.0,,,,,90.0,37.0,6.4,10.0,0.00967058,1,,1.0,,,1.0,,,,,1.0,1.0,0.0187,,,1.0,,,,,,,,,,1.0,1.0,,,,,,
12528119,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,990,M,958901,EUR,969926400,M,10,10,False,,43.0,39.0,5.0,2.0,0.0,18.0,19.0,21.0,26.0,1.0,8.0,5.0,4.0,,,,90.0,57.0,7.1,7.0,0.0222513,3,,7.0,1.0,,2.0,,,,,2.0,,0.0835,,,4.0,2.0,1.0,1.0,1.0,1.0,0.0149,1.0,,,,,2.0,,,,,
12528119,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,32.0,28.0,4.0,3.0,0.0,12.0,13.0,16.0,20.0,,4.0,4.0,2.0,,,,90.0,45.0,7.0,6.0,0.0313907,2,,4.0,,1.0,1.0,,1.0,1.0,,2.0,,0.3175,,,3.0,2.0,1.0,,,1.0,0.4642,,,,1.0,,1.0,,,,,
12528119,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,M,19,19,False,,19.0,13.0,3.0,1.0,0.0,9.0,12.0,5.0,8.0,,,4.0,,,,,58.0,26.0,6.6,8.0,0.0122241,1,,2.0,,,,,1.0,,,,,0.0354,,,,,,1.0,1.0,1.0,0.3446,,,,,1.0,1.0,1.0,,,,
12528119,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,F,7,7,False,,21.0,17.0,2.0,2.0,0.0,5.0,6.0,12.0,15.0,,,4.0,,,,,76.0,30.0,6.9,9.0,0.338603,1,,4.0,1.0,1.0,,,,,,,2.0,0.2183,,,1.0,,,1.0,1.0,1.0,0.276,,1.0,,2.0,1.0,,,,,,
12528119,home,Trabzonspor,Enis Destan,enis-destan,E. Destan,F,94,184,566,M,1012480,EUR,1024099200,F,94,94,False,,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,,,,,20.0,6.0,6.5,2.0,0.00495003,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Danylo Sikan,sikan-danylo,D. Sikan,F,14,185,1357,M,945479,EUR,987379200,F,14,14,True,,13.0,7.0,1.0,1.0,0.0,3.0,4.0,4.0,9.0,1.0,1.0,1.0,,,,,70.0,16.0,6.6,7.0,0.00926287,1,,5.0,1.0,,1.0,,,1.0,,,1.0,0.0125,,,1.0,,3.0,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,353282,EUR,839030400,M,22,22,True,,14.0,12.0,3.0,2.0,0.0,3.0,3.0,9.0,12.0,,2.0,2.0,1.0,,,,32.0,22.0,6.8,6.0,0.0236795,1,,1.0,,,,,,,1.0,1.0,1.0,0.0292,,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,
12528119,home,Trabzonspor,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185,824,M,139455,EUR,606441600,F,9,9,True,,11.0,9.0,,,0.0,1.0,1.0,9.0,11.0,,,,,,,,15.0,12.0,6.7,2.0,0.0799216,0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,
12528119,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,True,,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,14.0,2.0,6.5,1.0,0.00013114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simbnz,,,
12528119,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Salih Malkoçoğlu,salih-malkocoglu,S. Malkoçoğlu,D,74,190,275,M,1499364,EUR,1109116800,M,74,74,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Salih Malkoçoglu,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,431,M,1084880,EUR,1045180800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Serdar Saatci,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Ali Şahin Yılmaz,ali-sahin-yilmaz,A. Ş. Yılmaz,D,84,185,100,M,1145980,EUR,1072915200,D,84,84,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,F,61,61,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Cihan Canak,,,,,,,,,,,,,,,,,,,
12528119,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182,2045,M,251907,EUR,795916800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528119,away,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,28381,EUR,519264000,G,1,1,False,True,70.0,51.0,38.0,19.0,0.0,39.0,40.0,12.0,30.0,,1.0,14.0,1.0,1.0,2.0,5.0,90.0,80.0,8.3,19.0,0.0121824,0,1.1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslera,1.0,1.0,
