match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_penaltyConceded,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork,stat_penaltyWon
14083190,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,1,1,False,28.0,11.0,26.0,9.0,0.0,4.0,7.0,7.0,21.0,3.0,8.0,1.0,2.0,1.0,2.0,1.0,90.0,38.0,6.6,17.0,0.00329425,25.76958238817,3.0,13.23,12.39,0.0969,0,-0.1701,0.06,-0.02,-0.07,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185,319,M,1525863,EUR,1114387200,D,26,26,False,13.0,11.0,2.0,1.0,0.0,10.0,11.0,1.0,2.0,1.0,2.0,,,,,,90.0,27.0,6.2,3.0,0.00067357,21.643393161699,4.0,13.125,8.19,,0,,-0.02,0.13,-0.12,,3.0,8.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Rafa Marín,,,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,4,4,False,19.0,12.0,4.0,1.0,0.0,11.0,13.0,1.0,6.0,3.0,3.0,,,,,,90.0,28.0,6.1,8.0,0.0001997,6.9129881274955,2.0,1.785,3.36,,0,,0.03,0.01,-0.31,,4.0,7.0,4.0,,,,2.0,,,1.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190,11718,M,1087359,EUR,1059436800,D,12,12,False,8.0,7.0,,,0.0,7.0,8.0,,,3.0,,,,,,,39.0,15.0,5.3,3.0,4.621e-05,21.027796489203,3.0,1.05,4.935,,1,,0.02,0.0,-0.08,,1.0,2.0,1.0,,,,,,1.0,,1.0,,,,1.0,renatoveiga95,1.0,0.005,0.0,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,15.0,14.0,1.0,,0.0,8.0,8.0,6.0,7.0,2.0,2.0,,,,,,90.0,47.0,7.0,7.0,0.0208107,25.007363295724,5.0,19.215,5.145,,2,,0.11,0.02,-0.26,,2.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,,1.0,,6.0,3.0,3.0,,,,0.2744,0.04,2.0,1.0,2.0,2.0,1.0,0.2516,1.0,,,,,,,,,,,
14083190,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183,7471,M,973290,EUR,918432000,M,17,17,False,12.0,9.0,,,0.0,7.0,8.0,2.0,4.0,3.0,7.0,,,,,,90.0,46.0,6.7,13.0,0.00073677,62.901538584887,5.0,28.035,16.38,,3,,-0.07,0.03,-0.03,,,4.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,,,1.0,3.0,2.0,4.0,,2.0,0.2872,-0.15,1.0,,1.0,1.0,,0.2287,,1.0,,,,,,,,,,
14083190,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,14,14,False,22.0,16.0,2.0,1.0,0.0,6.0,8.0,10.0,14.0,1.0,2.0,,,,,,90.0,33.0,5.8,9.0,0.0176449,58.872908551867,7.0,32.17,19.675,,0,,0.06,-0.16,-0.55,,1.0,5.0,3.0,1.0,,,1.0,,1.0,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,
14083190,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,16.0,14.0,2.0,2.0,0.0,7.0,8.0,7.0,8.0,1.0,2.0,,,,,,75.0,31.0,7.2,9.0,0.0351322,,,,,,1,,0.1,,0.46,,,1.0,3.0,,,2.0,1.0,1.0,,,1.0,1.0,,,2.0,,,0.0377,0.01,4.0,1.0,,,,,1.0,,,True,1.0,,,,,,,
14083190,home,Villarreal,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172,3634,M,1012444,EUR,1064880000,M,20,20,False,26.0,13.0,9.0,1.0,0.0,7.0,9.0,6.0,17.0,1.0,10.0,,,,,,90.0,39.0,5.8,18.0,0.168689,149.10518147578,17.0,63.735,18.48,,2,,0.08,0.29,-0.24,,2.0,10.0,1.0,1.0,,,,1.0,2.0,1.0,,3.0,,,1.0,,2.0,0.1406,-0.12,1.0,1.0,2.0,,,,3.0,,,,,2.0,41.352558411433,2.0,,,,
14083190,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,19,19,False,18.0,14.0,,,0.0,3.0,3.0,11.0,15.0,2.0,2.0,,,,,,75.0,36.0,6.8,11.0,0.0451855,109.70906132885,11.0,41.37,19.845,,1,,0.0,0.36,0.19,,1.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,5.0,nicolas_pepe19,1.0,0.4475,-0.08,1.0,,,,,,1.0,1.0,,,,,51.075741569935,3.0,,,,
14083190,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,F,22,22,False,11.0,8.0,1.0,,0.0,5.0,6.0,3.0,5.0,,1.0,,,,,,64.0,19.0,6.7,5.0,0.00726126,46.462773069336,6.0,30.66,14.385,,2,,-0.1,0.29,-0.01,,1.0,2.0,4.0,1.0,1.0,,,2.0,,,1.0,,,,1.0,,,0.2759,-0.17,,,1.0,1.0,,0.29,,,,,1.0,,21.056223372256,2.0,,,,
14083190,home,Villarreal,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,9,9,True,4.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,,1.0,,,,,,26.0,13.0,7.0,4.0,0.00364352,34.257840575998,4.0,21.735,20.475,,2,,-0.04,0.42,-0.04,,,2.0,2.0,4.0,2.0,,,,,,,,1.0,,,georgesmkd,,0.2418,0.09,,,,1.0,,0.2049,,1.0,,,1.0,,20.529579659603,1.0,,,,
14083190,home,Villarreal,Carlos Maciá,,,carlos-macia,C. Macia,M,37,190,81,M,2238900,EUR,1220227200,M,37,37,True,1.0,1.0,,,0.0,1.0,1.0,,,2.0,1.0,,,,,,15.0,4.0,6.6,,3.983e-05,9.5229611765988,2.0,-0.945,1.68,,0,,-0.01,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Tani Oluwaseyi,Tani Oluwaseyi,,oluwaseyi-tani,T. Oluwaseyi,F,21,188,2594,M,1172477,EUR,958348800,F,21,21,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,,,,,,,15.0,4.0,6.5,2.0,0.00086805,24.560370772379,3.0,-4.725,0.10500000000002,,0,,-0.06,0.02,-0.01,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,14.892370160589,1.0,,,,
14083190,home,Villarreal,Arnau Tenas,,,arnau-tenas,A. Tenas,G,25,185,5097,M,908714,EUR,991180800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Jean Ives Valou,Jean Ives,Valou,jean-ives-valou,J. I. Valou,D,27,188,120,M,1924859,EUR,1135209600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Adrià Altimira,,,altimira-adria,A. Altimira,D,2,170,365,M,980732,EUR,985737600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Manor Solomon,,,manor-solomon,M. Solomon,M,19,167,5398,M,862223,EUR,932774400,F,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Alassane Diatta,,,alassane-diatta,A. Diatta,M,38,190,1425,M,1893907,EUR,1116028800,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,home,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180,4001,M,146866,EUR,702604800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,GerardMoreno9,,,,,,,,,,,,,,,,,,,,,
14083190,away,Barcelona,Joan García,,,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,13,13,False,16.0,15.0,2.0,2.0,0.0,15.0,16.0,,,1.0,9.0,,4.0,,5.0,,90.0,28.0,8.7,1.0,6.949e-05,20.851677112838,3.0,-2.94,0.0,0.9352,0,0.9753,0.07,0.02,0.29,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083190,away,Barcelona,Jules Koundé,,,jules-kounde,J. Koundé,D,23,180,147044,M,827212,EUR,910828800,D,23,23,False,80.0,78.0,2.0,1.0,0.0,28.0,29.0,50.0,51.0,4.0,2.0,,,,,,79.0,97.0,7.6,6.0,0.153509,100.8183033228,19.0,-29.085,8.19,,0,,0.26,0.07,0.33,,1.0,3.0,6.0,1.0,1.0,1.0,3.0,,,,2.0,,,3.0,1.0,JKoundé,,,,,,2.0,,,,,,,,,,,,,,,
14083190,away,Barcelona,Pau Cubarsí,Pau Cubarsí,,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,1402913,EUR,1169424000,D,5,5,False,94.0,87.0,3.0,2.0,0.0,55.0,56.0,32.0,38.0,5.0,1.0,,,,,,90.0,103.0,7.0,7.0,0.00877985,316.78378323847,37.0,-149.52,7.455,,0,,-0.41,0.25,0.16,,2.0,4.0,6.0,,,2.0,,,1.0,,6.0,1.0,1.0,,,PauCubarsí,,,,,,,,,,,,,,,,20.640833922107,1.0,1.0,,,
14083190,away,Barcelona,Gerard Martín,Gerard,,gerard-martin,G. Martín,D,18,186,43738,M,1094827,EUR,1014681600,D,18,18,False,79.0,73.0,1.0,1.0,0.0,44.0,48.0,29.0,31.0,2.0,2.0,,,,,,90.0,86.0,7.2,6.0,0.0543713,316.82709898467,42.0,-132.405,6.51,,0,,0.17,0.19,0.18,,,1.0,2.0,,,,1.0,,,,1.0,1.0,,1.0,,gerardmaartin,,,,,,,,,,,,,,,,,,,,,
14083190,away,Barcelona,Alejandro Balde,,,alejandro-balde,A. Balde,D,3,175,128076,M,997035,EUR,1066435200,D,3,3,False,73.0,65.0,,,0.0,29.0,33.0,36.0,40.0,1.0,8.0,,,,,,90.0,92.0,6.4,10.0,0.0342004,129.9490016438,20.0,-9.87,7.35,,1,,-0.58,-0.05,-0.13,,,2.0,5.0,3.0,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,AlejandroBalde,1.0,0.05,-0.33,,,,,,,,,,,,,30.644890142777,2.0,1.0,,,
14083190,away,Barcelona,Eric García,,,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,M,24,24,False,63.0,55.0,5.0,3.0,0.0,18.0,20.0,37.0,43.0,4.0,4.0,,,,,,66.0,81.0,6.5,9.0,0.064714,110.51728666071,19.0,-26.985,3.045,,1,,-0.02,0.11,0.0,,4.0,7.0,4.0,,,,,1.0,2.0,,3.0,,5.0,,,ericgm3,,0.1279,-0.17,,,1.0,,,,2.0,,,,1.0,,,,,,,
14083190,away,Barcelona,Frenkie de Jong,,,frenkie-de-jong,F. de Jong,M,21,180,192664,M,795222,EUR,863395200,M,21,21,False,97.0,94.0,5.0,5.0,1.0,17.0,17.0,77.0,80.0,3.0,6.0,,,,,,90.0,109.0,8.3,5.0,0.421555,405.40148397072,38.0,-259.035,4.62,,1,,0.47,0.54,0.27,,,2.0,3.0,,,,2.0,1.0,1.0,,,1.0,,2.0,1.0,Frenkie,1.0,0.2205,-0.03,1.0,,,,,,4.0,,,True,,1.0,163.46814815702,5.0,,,,
14083190,away,Barcelona,Lamine Yamal,,,lamine-yamal,L. Yamal,M,10,180,1693852,M,1402912,EUR,1184284800,M,10,10,False,95.0,80.0,5.0,3.0,0.0,11.0,13.0,69.0,82.0,,,,,,,,90.0,129.0,8.6,29.0,0.466593,362.17570125311,43.0,-204.96,12.285,,4,,-0.14,0.82,-0.09,,,6.0,13.0,14.0,9.0,,3.0,1.0,,,,1.0,,,6.0,Lamiyamal,2.0,0.3502,0.48,4.0,1.0,,2.0,,0.8385,6.0,,,,,,81.905937037419,5.0,,1.0,,
