match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_keyPass,player_jerseyNumber,player_gender,captain,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_unsuccessfulTouch,stat_totalContest,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11171200,home,Detroit City FC,Ryan Shellow,Ryan Shellow,,ryan-shellow,R. Shellow,G,183.0,5,1113519,EUR,876441600,G,13,13,False,23.0,16.0,13.0,6.0,12.0,12.0,4.0,11.0,1.0,7.0,1.0,1.0,1.0,2.0,90.0,32.0,7.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171200,home,Detroit City FC,Jalen Robinson,,,jalen-robinson,J. Robinson,D,175.0,1,539972,EUR,712972800,D,4,4,False,43.0,33.0,11.0,3.0,25.0,30.0,8.0,13.0,3.0,7.0,,,,,90.0,51.0,6.9,10.0,0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11171200,home,Detroit City FC,Stephen Carroll,,,stephen-carroll,S. Carroll,D,185.0,3,935954,EUR,754617600,D,5,5,False,46.0,39.0,13.0,8.0,26.0,29.0,13.0,17.0,6.0,9.0,1.0,,,,90.0,70.0,8.1,8.0,1,1.0,3.0,7.0,2.0,,,5,M,True,1.0,1.0,1.0,1.0,5.0,4.0,4.0,,,,,,,,,,,,,,
11171200,home,Detroit City FC,Michael Bryant,,,michael-bryant,M. Bryant,D,186.0,2,935736,EUR,796780800,D,12,12,False,47.0,33.0,9.0,1.0,24.0,30.0,9.0,17.0,3.0,6.0,2.0,,,,90.0,68.0,6.7,18.0,2,,4.0,3.0,,1.0,,12,M,,,3.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11171200,home,Detroit City FC,Oniel Fisher,,,oniel-fisher,O. Fisher,M,175.0,19,790169,EUR,690768000,M,91,91,False,16.0,13.0,1.0,,11.0,12.0,2.0,6.0,2.0,6.0,1.0,,,,45.0,33.0,6.3,10.0,0,,7.0,,,2.0,,,,,1.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11171200,home,Detroit City FC,Abdoulaye Diop,,,abdoulaye-diop,A. Diop,M,183.0,4,1025226,EUR,937526400,M,8,8,False,39.0,31.0,5.0,2.0,14.0,17.0,17.0,22.0,4.0,11.0,,,,,90.0,50.0,6.7,12.0,0,1.0,5.0,1.0,,1.0,,8,M,,2.0,1.0,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,
11171200,home,Detroit City FC,Maxi Rodríguez,,,maxi-rodriguez,M. Rodríguez,M,180.0,10,883653,EUR,807926400,M,21,21,False,48.0,33.0,8.0,4.0,13.0,17.0,20.0,32.0,7.0,10.0,3.0,,,,90.0,64.0,7.0,18.0,2,2.0,2.0,,,1.0,2.0,21,M,,,,,,1.0,2.0,2.0,1.0,,1.0,2.0,,,,,,,,,,
11171200,home,Detroit City FC,Adrian Billhardt,,,adrian-billhardt,A. Billhardt,F,173.0,9,845538,EUR,877046400,M,19,19,False,27.0,21.0,5.0,4.0,12.0,13.0,14.0,26.0,10.0,10.0,1.0,,,,90.0,74.0,8.3,23.0,1,1.0,5.0,,,,4.0,20,M,,,1.0,2.0,,2.0,6.0,3.0,12.0,4.0,4.0,1.0,1.0,5.0,2.0,,,,,,,
11171200,home,Detroit City FC,Vincenzo Candela,,,vincenzo-candela,V. Candela,M,172.0,3,807678,EUR,780710400,F,99,99,False,10.0,8.0,1.0,,4.0,5.0,4.0,5.0,3.0,4.0,3.0,,,,45.0,15.0,6.6,4.0,0,,1.0,,,1.0,,,M,,,,,,,,,,2.0,,,,,,,,,,,,
11171200,home,Detroit City FC,Ben Morris,,,ben-morris,B. Morris,F,175.0,11,846493,EUR,931219200,F,9,9,False,19.0,14.0,,,5.0,6.0,10.0,14.0,3.0,4.0,,,,,84.0,35.0,6.0,14.0,4,1.0,11.0,,,1.0,,9,M,,3.0,2.0,3.0,2.0,,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,,,,,,
