match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_totalCross,stat_blockedScoringAttempt,stat_penaltyWon,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_punches,player_sofascoreId,stat_hitWoodwork
14065705,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,20.0,16.0,16.0,12.0,0.0,6.0,7.0,10.0,13.0,1.0,2.0,1.0,2.0,2.0,90.0,27.0,6.4,5.0,0.00175123,0.2855,0,-1.3594,0.04,0.0,-0.67,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,14.0,5.0,2.0,1.0,0.0,3.0,6.0,2.0,8.0,2.0,1.0,,,,63.0,21.0,4.9,9.0,0.00080475,,0,,-0.09,0.06,-1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,25.0,21.0,3.0,1.0,0.0,15.0,15.0,6.0,10.0,4.0,2.0,,,,90.0,33.0,5.6,4.0,0.0216707,,0,,0.06,0.03,-0.72,,1.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,19.0,16.0,6.0,3.0,0.0,13.0,13.0,3.0,6.0,4.0,1.0,,,,90.0,31.0,6.0,3.0,0.00183966,,2,,-0.01,0.01,-0.92,,2.0,3.0,,,1.0,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3605,0.4281,0.28,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,12.0,11.0,1.0,1.0,0.0,8.0,8.0,3.0,4.0,3.0,2.0,,,,63.0,21.0,5.6,2.0,0.00114836,,0,,0.0,-0.04,-0.86,,2.0,4.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,True,1.0,1.0,,,,,,,,,,,,,,
14065705,home,Toulouse,Dayann Methalie,,,dayann-methalie,D. Methalie,M,24,186,426,M,1894003,EUR,1139961600,D,24,24,False,18.0,12.0,2.0,1.0,0.0,8.0,11.0,4.0,7.0,1.0,6.0,,,,79.0,40.0,5.5,8.0,0.00332124,,1,,-0.07,0.04,-0.89,,2.0,5.0,1.0,1.0,3.0,4.0,4.0,,,1.0,,,,,,1.0,,,0.0046,0.0353,0.01,,1.0,,1.0,,,,,,,,,,,,,
14065705,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,21.0,15.0,3.0,2.0,0.0,7.0,9.0,8.0,12.0,,4.0,,,,90.0,42.0,7.8,16.0,0.00985212,,1,,0.55,0.27,-0.4,,5.0,8.0,4.0,3.0,1.0,2.0,1.0,,2.0,,,3.0,2.0,,,,,,0.0354,,0.01,,3.0,,,6.0,1.0,1.0,,,,,,,,,,
14065705,home,Toulouse,Mario Sauer,,,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,False,16.0,14.0,,,0.0,10.0,10.0,4.0,6.0,1.0,3.0,,,,63.0,23.0,6.2,2.0,0.00860536,,2,,-0.18,0.04,-0.22,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,0.0407,0.0548,-0.01,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,35.0,30.0,1.0,1.0,0.0,23.0,25.0,7.0,10.0,,7.0,,,,90.0,52.0,5.1,10.0,0.116145,,2,,0.26,0.07,-0.85,,4.0,4.0,1.0,,2.0,3.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,0.9103,0.9143,-0.89,,3.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,
14065705,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,M,10,10,False,28.0,19.0,4.0,3.0,0.0,6.0,8.0,13.0,20.0,,5.0,,,,90.0,44.0,7.9,16.0,0.0800104,,1,,0.31,0.28,-0.34,,2.0,7.0,4.0,3.0,1.0,1.0,1.0,,,,,3.0,,,,1.0,1.0,,0.5794,0.8827,0.48,,5.0,,1.0,,,,,,,1.0,,,,,,
14065705,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,14.0,11.0,,,0.0,5.0,6.0,6.0,8.0,,3.0,,,,70.0,22.0,6.7,6.0,0.00400497,,2,,-0.1,0.06,-0.02,,3.0,5.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,,0.0751,,-0.06,,1.0,,1.0,,2.0,,,,,,,,,,,
14065705,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,D,12,12,True,11.0,10.0,,,0.0,4.0,4.0,6.0,7.0,1.0,1.0,,,,27.0,16.0,6.6,2.0,0.0380253,,1,,0.01,0.13,-0.18,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,0.1331,,-0.24,,,,,,1.0,,,,,1.0,,,,,,
14065705,home,Toulouse,Alexis Vossah,,,alexis-vossah,A. Vossah,M,17,181,216,M,2193194,EUR,1205193600,M,45,45,True,13.0,9.0,,,0.0,4.0,4.0,5.0,9.0,,1.0,,,,27.0,19.0,7.5,6.0,0.0211346,,1,,-0.01,-0.02,-0.05,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,0.067,0.3478,0.54,,,,,1.0,,,,,,,,,,,,
14065705,home,Toulouse,Noah Edjouma,Noah,Edjouma,noah-edjouma,N. Edjouma,F,20,182,400,M,1512354,EUR,1128384000,F,31,31,True,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,,1.0,,,,27.0,21.0,6.2,8.0,0.234051,,1,,0.14,0.03,-0.02,,6.0,1.0,4.0,,2.0,1.0,,,,1.0,,,,,,,,,0.0235,,-0.21,,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,
14065705,home,Toulouse,Santiago Hidalgo,Santiago Hidalgo,,santiago-hidalgo,S. Hidalgo,F,11,174,1019,M,1199247,EUR,1108598400,F,11,11,True,13.0,10.0,,,1.0,5.0,5.0,5.0,8.0,,2.0,,,,20.0,16.0,6.8,4.0,0.070665,,0,,0.04,0.25,0.18,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,
14065705,home,Toulouse,Seny Koumbassa,Seny Koumbassa,,seny-koumbassa,S. Koumbassa,D,35,187,80,M,2077075,EUR,1182297600,D,35,35,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,11.0,4.0,6.8,,0.00013262,,0,,0.01,,0.2,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Alex Domínguez,,,alex-dominguez,A. Domínguez,G,30,187,83,M,909272,EUR,901756800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Kjetil Haug,,,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Mathis Saka,Mathis Saka,,mathis-saka,M. Saka,M,28,173,96,M,1884150,EUR,1158710400,M,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,home,Toulouse,Julian Vignolo,,,julian-vignolo,J. Vignolo,F,7,185,309,M,1657108,EUR,1165449600,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065705,away,Paris Saint-Germain,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,26.0,24.0,2.0,,0.0,24.0,24.0,,2.0,1.0,6.0,1.0,1.0,3.0,90.0,35.0,6.6,2.0,0.0001019,0.483,0,-0.337,0.1,0.0,-0.25,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
