match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_dispossessed,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,captain,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_lastManTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_bigChanceMissed
12450204,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,53.0,33.0,24.0,6.0,0.0,31.0,38.0,2.0,15.0,3.0,10.0,2.0,1.0,4.0,1.0,1.0,90.0,69.0,6.9,20.0,0.00053472,0,-0.0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450204,home,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,,1002033,EUR,1034812800,D,22,22,False,56.0,48.0,9.0,1.0,0.0,29.0,32.0,19.0,28.0,7.0,1.0,,,,,,90.0,84.0,6.7,17.0,0.0155577,0,,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12450204,home,RC Strasbourg,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188,720,M,,983066,EUR,1024790400,D,2,2,False,59.0,55.0,3.0,1.0,0.0,45.0,46.0,10.0,13.0,7.0,5.0,,,,,,90.0,76.0,6.7,7.0,0.0110445,0,,,,3.0,3.0,,,,2.0,1.0,,,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12450204,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,D,29,29,False,51.0,46.0,4.0,,0.0,35.0,37.0,11.0,14.0,4.0,4.0,,,,,,90.0,64.0,6.6,6.0,0.0177162,1,,,2.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,Ismael Doukoure,,1.0,0.0822,,,,,,,,,,,,
12450204,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,,1128532,EUR,1073088000,M,19,19,False,36.0,34.0,1.0,1.0,0.0,23.0,24.0,12.0,14.0,5.0,3.0,,,,,,90.0,52.0,6.7,5.0,0.0320182,1,,2.0,2.0,3.0,1.0,,,,,,,,1.0,,1.0,1.0,,Habib,Diarra,1.0,0.0493,True,1.0,,,,,,,,,,
12450204,home,RC Strasbourg,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,8,8,False,52.0,45.0,3.0,2.0,2.0,26.0,29.0,19.0,23.0,2.0,5.0,,,,,,90.0,60.0,7.9,8.0,0.0907297,0,,,,3.0,5.0,3.0,1.0,1.0,,,2.0,2.0,1.0,2.0,,,,Andrey Santos,,,,,,1.0,3.0,,,,,,,,
12450204,home,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,,1130942,EUR,1060214400,M,6,6,False,25.0,23.0,1.0,1.0,0.0,10.0,10.0,14.0,18.0,,1.0,,,,,,45.0,36.0,7.2,4.0,0.0982594,1,,3.0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,0.0372,,1.0,,1.0,1.0,,,,,,,
12450204,home,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,colo.barco,1127057,EUR,1090540800,M,32,32,False,37.0,27.0,3.0,1.0,0.0,18.0,23.0,9.0,16.0,1.0,6.0,,,,,,75.0,49.0,6.7,13.0,0.0121822,1,,2.0,1.0,2.0,3.0,,,,,,3.0,2.0,1.0,,,,1.0,Valentín Barco,,,0.1257,,,,,1.0,,,,,,,
12450204,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,F,26,26,False,35.0,25.0,3.0,1.0,0.0,11.0,14.0,14.0,25.0,,6.0,,,,,,88.0,60.0,7.3,20.0,0.037869,4,,4.0,1.0,5.0,7.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,1.0,0.2713,,,,1.0,2.0,1.0,0.1789,,,,,
12450204,home,RC Strasbourg,Samuel Amo-Ameyaw,amo-ameyaw-samuel,S. Amo-Ameyaw,M,27,174,1482,M,,1407484,EUR,1153180800,F,27,27,False,16.0,15.0,,,0.0,8.0,9.0,7.0,7.0,,2.0,,,,,,69.0,27.0,7.3,4.0,0.0118443,2,,,1.0,4.0,2.0,,3.0,1.0,,2.0,,,,,1.0,1.0,,,,,0.1086,,,,,,2.0,0.2676,1.0,,,,
