match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
14025221,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,48.0,29.0,28.0,9.0,0.0,26.0,29.0,3.0,19.0,1.0,1.0,11.0,1.0,1.0,1.0,90.0,59.0,6.6,19.0,0.0019105,-0.0008,0,-0.044,0.11,-0.06,0.13,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,61.0,50.0,10.0,4.0,0.0,31.0,34.0,19.0,27.0,2.0,8.0,2.0,1.0,,,90.0,82.0,7.3,13.0,0.0596761,,0,,0.32,-0.09,-0.01,,,,True,1.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,False,45.0,35.0,3.0,,0.0,29.0,36.0,6.0,9.0,1.0,1.0,4.0,,,,68.0,49.0,6.3,10.0,0.00151835,,0,,-0.17,0.22,-0.17,,Josh Acheampong,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,48.0,45.0,6.0,4.0,0.0,26.0,27.0,19.0,21.0,,1.0,1.0,,,,55.0,54.0,7.6,4.0,0.0212825,,0,,0.31,0.07,0.51,,,,,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,49.0,42.0,5.0,3.0,1.0,15.0,18.0,27.0,31.0,,5.0,4.0,3.0,,,90.0,72.0,8.2,9.0,0.622591,,0,,0.78,0.16,0.14,,,,,3.0,1.0,1.0,5.0,,2.0,2.0,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,M,27,27,False,54.0,48.0,2.0,2.0,1.0,25.0,28.0,23.0,26.0,,1.0,9.0,,,,90.0,70.0,6.9,12.0,0.0377168,,1,,-0.01,0.27,-0.02,,,,,2.0,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,0.0212,0.01,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,51.0,45.0,2.0,1.0,0.0,25.0,26.0,20.0,25.0,1.0,5.0,5.0,,,,90.0,66.0,8.0,9.0,0.0199358,,2,,0.04,0.29,-0.03,,,,,,,4.0,1.0,,1.0,4.0,2.0,1.0,1.0,,,,,0.0555,0.54,1.0,1.0,1.0,2.0,1.0,0.0992,,,,,,,,,,
14025221,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,15.0,14.0,,,0.0,1.0,1.0,13.0,14.0,,2.0,3.0,,,,75.0,33.0,6.4,10.0,0.0185832,,1,,-0.23,0.3,-0.07,,,,,6.0,,2.0,,,1.0,,,2.0,1.0,,,,,0.0345,-0.14,,1.0,2.0,,,,2.0,1.0,,,,,,,,
14025221,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,45.0,36.0,5.0,2.0,0.0,18.0,20.0,18.0,25.0,,4.0,6.0,,,,90.0,65.0,6.0,20.0,0.0277061,,2,,-0.21,0.1,-0.1,,,,,2.0,1.0,7.0,,,1.0,4.0,1.0,4.0,2.0,1.0,,,1.0,0.3454,-0.32,,2.0,2.0,1.0,,0.1581,,,1.0,1.0,,,,,,
14025221,home,Chelsea,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,False,21.0,20.0,1.0,1.0,0.0,3.0,3.0,17.0,18.0,,5.0,1.0,2.0,,,75.0,34.0,6.9,8.0,0.0391985,,1,,-0.17,0.47,-0.05,,,,,2.0,,3.0,,,,1.0,1.0,2.0,,,,,1.0,0.0513,-0.16,,1.0,4.0,,,,2.0,,,1.0,,,,,,
14025221,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,joaopedro,975079,EUR,1001462400,F,20,20,False,12.0,8.0,1.0,,0.0,4.0,5.0,4.0,7.0,1.0,2.0,1.0,1.0,,,74.0,17.0,6.3,6.0,0.00368151,,1,,-0.15,0.12,-0.01,,,,,1.0,2.0,4.0,,,,,,,1.0,,,,,0.0346,-0.12,,1.0,,,,,,1.0,,,1.0,,,,,
14025221,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,True,19.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,12.0,1.0,3.0,2.0,,,,35.0,25.0,7.0,4.0,0.0151494,,0,,0.16,0.18,0.14,,Romeo Lavia,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
14025221,home,Chelsea,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15467,M,,1153079,EUR,1141689600,D,21,21,True,17.0,16.0,,,0.0,13.0,13.0,3.0,4.0,,1.0,,,,,22.0,23.0,6.9,2.0,0.0008163,,0,,-0.05,-0.08,0.33,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28475,M,marcguiu9,1414933,EUR,1136332800,F,38,38,True,1.0,,,,0.0,,,,1.0,,,,,,,16.0,2.0,6.3,1.0,,,1,,-0.01,,0.0,,,,,,1.0,2.0,,,,,,,1.0,,,,1.0,0.0306,-0.18,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Estêvão,estevao,Estêvão,M,41,176,195379,M,Estêvão,1597265,EUR,1177372800,F,41,41,True,15.0,11.0,1.0,,0.0,1.0,1.0,10.0,14.0,,1.0,3.0,,,,15.0,26.0,7.5,9.0,0.183711,,2,,0.28,0.06,-0.02,,Estêvão,,,3.0,,5.0,,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,0.4062,0.48,1.0,,3.0,2.0,1.0,1.3816,,,,,1.0,,,,,
14025221,home,Chelsea,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23991,M,jbgittens,1140599,EUR,1091923200,F,11,11,True,7.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,,1.0,1.0,,,,15.0,11.0,6.9,2.0,0.0355727,,1,,0.13,0.29,0.19,,,,,,,1.0,,1.0,,,,,,,,,,0.0247,-0.11,,1.0,1.0,1.0,,0.0232,1.0,,,,,,,,,
14025221,home,Chelsea,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5885,M,,978787,EUR,1084579200,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Landon Emenalo,landon-emenalo,L. Emenalo,M,5,180,1279,M,,1881891,EUR,1200614400,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Landon Emenalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,home,Chelsea,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,facubuonanotte_,1117025,EUR,1103760000,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Facundo Buonanotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,42.0,33.0,16.0,7.0,0.0,31.0,33.0,2.0,9.0,1.0,2.0,13.0,1.0,2.0,4.0,90.0,63.0,7.1,10.0,0.00132279,0.4282,0,-0.3379,0.11,0.01,-0.14,0.3,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,
14025221,away,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,12,12,False,20.0,17.0,1.0,,0.0,10.0,11.0,7.0,9.0,,,3.0,,,,45.0,29.0,5.8,5.0,0.00368211,,0,,-0.01,0.04,-0.2,,,,,,,5.0,2.0,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,
14025221,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,41.0,38.0,2.0,1.0,0.0,30.0,33.0,8.0,8.0,,3.0,,1.0,,,56.0,47.0,6.7,3.0,0.00444791,,0,,0.1,0.08,-0.13,,,,,,1.0,1.0,2.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,60.0,54.0,3.0,1.0,0.0,35.0,35.0,19.0,25.0,1.0,1.0,3.0,,,,90.0,69.0,6.4,7.0,0.00470515,,0,,0.1,0.04,-0.21,,,,True,,1.0,1.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,6,6,False,20.0,17.0,,,0.0,12.0,12.0,5.0,8.0,,1.0,4.0,,,,55.0,32.0,6.3,5.0,0.00969443,,0,,-0.09,0.05,-0.19,,Milos,Kerkez,,1.0,,1.0,4.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14025221,away,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,58.0,52.0,5.0,2.0,0.0,35.0,36.0,17.0,22.0,1.0,3.0,4.0,1.0,,,90.0,69.0,6.8,9.0,0.0100183,,1,,0.12,0.26,-0.07,,,,,,,1.0,,,3.0,1.0,1.0,2.0,,,,,,0.0259,-0.1,,,1.0,1.0,,0.0105,,,,,,,,,,
14025221,away,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,36.0,27.0,7.0,2.0,0.0,12.0,12.0,15.0,24.0,,4.0,4.0,2.0,,,86.0,49.0,6.7,11.0,0.0177295,,1,,0.07,0.03,-0.05,,,,,,,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,0.0334,-0.01,2.0,,1.0,,,,,1.0,,,,,,,,
14025221,away,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,21.0,14.0,,,0.0,5.0,6.0,9.0,15.0,,,4.0,,,,90.0,35.0,6.1,13.0,0.270006,,2,,-0.03,0.44,-0.13,,,,,3.0,,5.0,,,,,,,1.0,4.0,1.0,1.0,2.0,0.2572,-0.6,,1.0,3.0,,,,,,1.0,,1.0,,,,,
14025221,away,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,37.0,29.0,3.0,1.0,0.0,19.0,22.0,10.0,15.0,,5.0,3.0,1.0,,,90.0,65.0,6.9,12.0,0.0252138,,3,,0.16,-0.18,0.61,,,,,2.0,,3.0,3.0,,,4.0,3.0,,1.0,,1.0,,1.0,0.561,-0.55,,,2.0,,,,,2.0,1.0,,,,,,,1.0
14025221,away,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,36.0,28.0,1.0,1.0,0.0,6.0,8.0,22.0,28.0,1.0,4.0,8.0,1.0,,,90.0,59.0,7.4,22.0,0.381469,,1,,-0.02,0.41,-0.14,,,,,3.0,,7.0,,,2.0,,,6.0,2.0,3.0,,1.0,,0.548,0.51,,3.0,4.0,1.0,1.0,0.9455,2.0,,,,1.0,,,,,
14025221,away,Liverpool,Alexander Isak,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,9,9,False,19.0,13.0,1.0,,1.0,4.0,4.0,9.0,15.0,1.0,2.0,1.0,,,,74.0,31.0,6.3,12.0,0.010643,,1,,-0.22,0.04,-0.01,,,,,1.0,2.0,4.0,,,,1.0,1.0,3.0,,1.0,,1.0,1.0,0.1804,-0.36,,,2.0,,,,,,1.0,,,,,,,
14025221,away,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,149387,M,FWirtz,1019322,EUR,1051920000,M,7,7,True,16.0,11.0,1.0,,0.0,2.0,6.0,9.0,10.0,,2.0,2.0,,,,45.0,29.0,6.3,10.0,0.104915,,0,,0.07,0.07,-0.09,,,,,,2.0,6.0,,,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,
14025221,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,True,14.0,9.0,3.0,1.0,0.0,5.0,5.0,4.0,9.0,,1.0,1.0,,,,35.0,28.0,6.7,7.0,0.00848315,,1,,-0.05,0.25,0.2,,,,,1.0,,,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,0.0297,0.0,,,,,,,,1.0,,,,,,,,
14025221,away,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,True,20.0,20.0,,,0.0,11.0,11.0,9.0,9.0,,,1.0,,,,34.0,22.0,6.5,,0.00579838,,1,,0.05,0.28,-0.08,,,,,,1.0,2.0,1.0,,,,,,,,,,1.0,0.1656,-0.42,1.0,,,,,,,,,,,,,,,
14025221,away,Liverpool,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,hekitike,1048422,EUR,1024531200,F,22,22,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,1.0,1.0,,,,16.0,12.0,6.5,4.0,0.0164878,,1,,0.0,0.01,0.23,,Hugo Ekitiké,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,0.1441,-0.26,,,2.0,,,,,1.0,,,,,,,,
14025221,away,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,1.0,3.0,,1.0,,,13.0,10.0,6.7,2.0,0.00033672,,0,,-0.03,0.01,-0.04,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Freddie Woodman,freddie-woodman,F. Woodman,G,28,187,5377,M,,284417,EUR,857433600,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32543,M,jeremie_frimpong,970361,EUR,976406400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025221,away,Liverpool,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
