match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_fouls,player_sofascoreId,captain,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
10382189,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,24.0,23.0,6.0,5.0,22.0,23.0,1.0,1.0,8.0,5.0,5.0,90.0,35.0,8.2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382189,home,Feyenoord,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,66.0,60.0,4.0,3.0,24.0,25.0,36.0,44.0,8.0,,,90.0,84.0,7.9,13.0,1,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10382189,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,64.0,60.0,3.0,1.0,20.0,20.0,40.0,44.0,9.0,,,70.0,68.0,6.9,5.0,0,,,2.0,,,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10382189,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,82.0,74.0,6.0,2.0,40.0,42.0,34.0,40.0,6.0,,,90.0,94.0,7.4,9.0,1,,,4.0,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,
10382189,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,81.0,75.0,3.0,2.0,25.0,26.0,51.0,57.0,7.0,,,90.0,105.0,7.5,12.0,1,,2.0,8.0,2.0,,,,,,4.0,3.0,3.0,,1.0,4.0,4.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
10382189,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,47.0,42.0,3.0,2.0,11.0,13.0,31.0,34.0,9.0,,,61.0,53.0,6.4,7.0,0,,,1.0,1.0,,,,,,1.0,,,,1.0,,7.0,1.0,1.0,,,,,,3.0,,1.0,,,,,,,
10382189,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,110.0,95.0,6.0,2.0,21.0,23.0,75.0,92.0,10.0,,,90.0,131.0,7.6,25.0,6,,5.0,2.0,2.0,,,1.0,1.0,,1.0,,3.0,1.0,1.0,,4.0,1.0,,2.0,,,,1.0,1.0,3.0,,orkunkokcu,True,1.0,,,,
10382189,home,Feyenoord,Javairô Dilrosun,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,M,11,11,False,27.0,25.0,1.0,1.0,6.0,6.0,19.0,24.0,2.0,,,70.0,44.0,7.7,6.0,4,,3.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,2.0,,1.0,,,,,,1.0,2.0,,,,1.0,,,,
10382189,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,M,17,17,False,54.0,45.0,2.0,1.0,6.0,8.0,40.0,54.0,6.0,,,90.0,82.0,6.8,22.0,2,,8.0,5.0,4.0,2.0,,,,,3.0,1.0,2.0,,,,7.0,1.0,3.0,2.0,,,,1.0,,,1.0,szymanski_11,,,1.0,,,
10382189,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,11.0,10.0,1.0,1.0,2.0,2.0,8.0,9.0,1.0,,,38.0,22.0,6.5,5.0,2,,,1.0,3.0,1.0,,1.0,,,,,1.0,,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,
