match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceMissed
14689171,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,25.0,23.0,6.0,4.0,0.0,21.0,23.0,2.0,2.0,2.0,2.0,2.0,90.0,28.0,6.8,2.0,0.0015832,0,-0.5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14689171,home,Mirassol,Daniel Borges,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,20.0,12.0,4.0,,0.0,6.0,9.0,6.0,11.0,1.0,,,90.0,43.0,6.5,14.0,0.0295498,1,,,,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0103,1.0,,,,,,,,,,,,,,,,,,
14689171,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,51.0,49.0,7.0,6.0,0.0,35.0,36.0,14.0,15.0,2.0,,,90.0,57.0,6.7,3.0,0.00418761,0,,,,,,2.0,,,,,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
14689171,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,44.0,38.0,2.0,1.0,0.0,23.0,26.0,15.0,18.0,8.0,,,90.0,53.0,7.0,6.0,0.0565201,0,,Jemmes Ribeiro,,1.0,1.0,1.0,6.0,,2.0,,1.0,2.0,,,,,1.0,,2.0,,1.0,2.0,2.0,,,,,,,,,,,,
14689171,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,28.0,14.0,9.0,,0.0,7.0,12.0,7.0,16.0,10.0,,,90.0,67.0,7.1,28.0,0.0119085,1,,,,6.0,,5.0,8.0,1.0,3.0,,1.0,2.0,1.0,2.0,,0.0407,1.0,1.0,4.0,,2.0,2.0,2.0,1.0,4.0,0.0459,,,,,,,,,
14689171,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,40.0,34.0,4.0,3.0,0.0,13.0,15.0,21.0,25.0,5.0,,,90.0,58.0,7.2,13.0,0.0132882,1,,,,4.0,,1.0,6.0,1.0,1.0,,1.0,1.0,1.0,3.0,,0.0397,,,3.0,,,1.0,1.0,,1.0,,True,1.0,,,,,,,
14689171,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,40.0,29.0,3.0,1.0,0.0,15.0,19.0,14.0,21.0,4.0,,,85.0,54.0,6.9,14.0,0.00813546,1,,,,,,4.0,4.0,1.0,,1.0,5.0,3.0,3.0,,2.0,0.0185,,1.0,,,,1.0,,,2.0,,,,,,,,,,
14689171,home,Mirassol,Gabriel,gabriel,Gabriel,M,27,178,805,M,243459,EUR,631584000,M,27,27,False,17.0,13.0,3.0,2.0,0.0,1.0,3.0,12.0,14.0,1.0,,,85.0,32.0,7.4,7.0,0.124771,3,,,,1.0,,2.0,4.0,,2.0,,,,,2.0,,0.2389,,,,1.0,2.0,,2.0,3.0,1.0,0.2097,,,1.0,,,,,,
14689171,home,Mirassol,Guilherme Marques,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,F,12,12,False,13.0,10.0,3.0,1.0,0.0,3.0,6.0,7.0,7.0,2.0,,,65.0,19.0,7.3,3.0,0.0103841,2,,,,,,5.0,2.0,,,1.0,1.0,,,2.0,3.0,0.2785,1.0,1.0,1.0,,2.0,1.0,,1.0,,0.3255,,,,1.0,,,,,
14689171,home,Mirassol,Cristian Renato,cristian-renato,C. Renato,F,17,189,259,M,1148306,EUR,950832000,F,17,17,False,10.0,7.0,,,0.0,6.0,7.0,1.0,3.0,2.0,,,65.0,18.0,6.5,4.0,0.0328827,1,,,,,,1.0,4.0,,1.0,,,,,2.0,,0.0864,1.0,,,,,2.0,,,,,,1.0,1.0,,,,,,
