match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
12514172,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,23.0,10.0,17.0,4.0,0.0,7.0,8.0,3.0,15.0,2.0,2.0,2.0,12.0,1.0,4.0,6.0,1.0,90.0,40.0,8.3,13.0,0.00030337,0,0.6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514172,home,CF Estrela Amadora,Tiago Gabriel,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,24.0,20.0,5.0,2.0,0.0,19.0,19.0,1.0,5.0,,2.0,3.0,1.0,2.0,,,,90.0,41.0,8.2,4.0,0.001636,1,,Tiago Gabriel,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.1169,0.6247,,,,,,,,,,,,,,,,,,
12514172,home,CF Estrela Amadora,Issiar Drame,issiar-drame,I. Drame,D,5,196,173,M,857766,EUR,919123200,D,5,5,False,27.0,26.0,3.0,2.0,0.0,22.0,22.0,4.0,5.0,1.0,3.0,7.0,1.0,,,,,90.0,45.0,7.6,4.0,0.00253009,1,,,1.0,3.0,,,,2.0,,2.0,0.0554,,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,
12514172,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,44.0,36.0,12.0,7.0,0.0,23.0,25.0,13.0,19.0,1.0,7.0,6.0,1.0,1.0,,,,90.0,60.0,7.9,9.0,0.268658,0,,,,3.0,1.0,,,1.0,2.0,1.0,,,,,5.0,4.0,,1.0,1.0,1.0,,,,,,,,,,
12514172,home,CF Estrela Amadora,Diogo Travassos,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,M,2,2,False,21.0,15.0,2.0,2.0,0.0,8.0,11.0,9.0,17.0,1.0,9.0,5.0,7.0,,,,,90.0,64.0,7.8,16.0,0.0745746,0,,,1.0,5.0,3.0,,,,1.0,1.0,,,,,5.0,2.0,2.0,,,2.0,7.0,2.0,3.0,3.0,,,,,,
12514172,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,20.0,17.0,2.0,2.0,0.0,5.0,7.0,12.0,14.0,,2.0,,3.0,,,,,77.0,32.0,7.2,7.0,0.0360533,0,,,,2.0,,,,1.0,2.0,1.0,,,,,,,2.0,1.0,,1.0,1.0,,2.0,2.0,True,,,,,
12514172,home,CF Estrela Amadora,Igor Jesus,igor-jesus,Igor Jesus,M,6,179,1490,M,1170912,EUR,1046995200,M,6,6,False,21.0,18.0,2.0,1.0,0.0,10.0,11.0,8.0,10.0,2.0,7.0,1.0,1.0,1.0,,,,89.0,40.0,6.9,7.0,0.0142522,0,,,1.0,7.0,2.0,,,2.0,3.0,1.0,,,,,4.0,1.0,1.0,2.0,,,,,1.0,,,,,,,
12514172,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,25,25,False,17.0,10.0,3.0,1.0,0.0,5.0,7.0,5.0,11.0,2.0,6.0,5.0,5.0,2.0,,,,90.0,47.0,6.5,15.0,0.00303975,0,,,1.0,6.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,3.0,,,,1.0,,4.0,1.0,,,,,,
12514172,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,7,7,False,12.0,10.0,1.0,,0.0,6.0,6.0,4.0,6.0,,5.0,,2.0,2.0,,,,64.0,28.0,6.8,11.0,0.164677,1,,André Luiz,1.0,7.0,,,,,,1.0,0.0158,,,,1.0,,4.0,3.0,1.0,1.0,,,4.0,2.0,,1.0,,,,
12514172,home,CF Estrela Amadora,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,F,10,10,False,33.0,25.0,4.0,3.0,1.0,12.0,16.0,15.0,22.0,2.0,10.0,2.0,6.0,3.0,,,,77.0,58.0,7.7,15.0,0.107925,0,,,3.0,6.0,1.0,,,1.0,,1.0,,,,,3.0,1.0,3.0,1.0,,1.0,5.0,2.0,2.0,2.0,,,1.0,,,
