match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed
13981524,home,Sassuolo,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,False,31.0,19.0,14.0,2.0,0.0,16.0,19.0,3.0,12.0,2.0,11.0,3.0,1.0,2.0,2.0,90.0,49.0,6.2,13.0,0.00053453,0.1451,0,-0.0994,0.02,0.11,-0.13,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981524,home,Sassuolo,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,6,6,False,45.0,38.0,2.0,1.0,0.0,19.0,22.0,19.0,23.0,4.0,5.0,,,,,90.0,67.0,6.3,12.0,0.0541562,,0,,0.25,0.11,-0.34,,3.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13981524,home,Sassuolo,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,21,21,False,44.0,40.0,2.0,1.0,0.0,31.0,34.0,9.0,10.0,5.0,3.0,,,,,90.0,55.0,6.0,5.0,0.00401863,,0,,0.09,0.02,-0.42,,,,4.0,1.0,6.0,3.0,1.0,1.0,,,,jayidzes,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
13981524,home,Sassuolo,Tarik Muharemović,tarik-muharemovic,T. Muharemović,D,80,193,3504,M,1118177,EUR,1046390400,D,80,80,False,70.0,60.0,6.0,2.0,0.0,49.0,52.0,11.0,18.0,4.0,2.0,,,,,90.0,82.0,6.5,11.0,0.0527726,,1,,0.26,0.23,-0.34,,,,2.0,2.0,6.0,6.0,1.0,,,Tarik Muharemovic,,,1.0,1.0,,2.0,1.0,2.0,3.0,0.0093,-0.06,,,,,,,,,,,,
13981524,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,D,3,3,False,57.0,45.0,2.0,,0.0,22.0,27.0,23.0,30.0,1.0,,,,,,78.0,80.0,7.5,18.0,0.0902488,,0,,0.16,0.22,0.31,,2.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,,,,,,,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
13981524,home,Sassuolo,Ismael Koné,ismael-kone,I. Koné,M,90,188,2687,M,1134351,EUR,1023321600,M,90,90,False,50.0,48.0,1.0,1.0,0.0,19.0,20.0,29.0,30.0,,2.0,,,,,64.0,57.0,7.0,5.0,0.0721475,,1,,0.44,0.18,-0.09,,,,,,3.0,1.0,2.0,1.0,2.0,Ismael Koné,,,1.0,,,,,1.0,,0.0674,-0.23,,,,,1.0,,,,,,,
13981524,home,Sassuolo,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,18,18,False,88.0,79.0,13.0,8.0,0.0,37.0,39.0,42.0,49.0,,9.0,,,,,90.0,96.0,7.3,11.0,0.0473398,,0,,0.3,0.27,-0.02,,1.0,,1.0,1.0,2.0,3.0,,,1.0,,,Mati,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,
13981524,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,42,187,1387,M,924973,EUR,921283200,M,42,42,False,38.0,29.0,2.0,,0.0,10.0,12.0,19.0,26.0,,,,,,,90.0,53.0,6.6,12.0,0.0512011,,2,,0.01,0.11,-0.12,,,,3.0,2.0,6.0,9.0,1.0,1.0,,,,,,,,3.0,,4.0,1.0,0.0744,-0.28,,,,,1.0,1.0,1.0,0.1803,,,,
13981524,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,10,185,5071,M,253367,EUR,775699200,F,10,10,False,28.0,20.0,3.0,3.0,0.0,11.0,16.0,9.0,12.0,,5.0,,,,,78.0,36.0,7.8,11.0,0.0346648,,2,,-0.02,0.06,-0.05,,2.0,,,,1.0,2.0,,1.0,1.0,,,berardi25,1.0,,1.0,1.0,,1.0,,0.6019,0.51,,,,,1.0,,1.0,0.7254,True,1.0,1.0,
13981524,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185,2688,M,826198,EUR,927072000,F,99,99,False,11.0,10.0,1.0,1.0,0.0,7.0,7.0,3.0,4.0,,1.0,,,,,86.0,16.0,6.2,2.0,0.00715173,,3,,-0.27,-0.04,0.26,,,,3.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,1.0,0.2491,-0.58,,,1.0,,1.0,,2.0,0.1355,,,,1.0
