match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,captain,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot
12450965,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175.0,3552,M,954061,EUR,1011484800,F,9,9,False,36.0,29.0,,,0.0,13.0,14.0,16.0,23.0,1.0,4.0,,,,90.0,59.0,7.1,15.0,0.0254123,3,,1.0,1.0,1.0,7.0,6.0,,4.0,4.0,2.0,,1.0,1.0,2.0,,1.0,,,2.0,0.2676,,,,1.0,,,,1.0,,1.0,,,,,
12450965,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180.0,26883,M,859026,EUR,950659200,F,10,10,True,22.0,20.0,,,1.0,5.0,5.0,15.0,17.0,,1.0,,,,32.0,29.0,7.3,5.0,0.102124,3,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,1.0,,,,0.1077,amine_gouiri,,3.0,,0.2309,,,,,,,,,,
12450965,home,Stade Rennais,Mahamadou Nagida,nagida-mahamadou,M. Nagida,D,18,176.0,1024,M,1545409,EUR,1119916800,D,18,18,True,18.0,16.0,,,0.0,4.0,4.0,12.0,20.0,,1.0,,,,25.0,30.0,7.2,9.0,0.0418236,0,,6.0,,,,4.0,,,2.0,2.0,,,,2.0,,1.0,Mahamadou Nagida,,,,,,,1.0,,,,,,,,,,,
12450965,home,Stade Rennais,Mohamed Kader Meite,mohamed-kader-meite,M. K. Meite,F,75,191.0,2028,M,1606642,EUR,1192060800,F,62,62,True,1.0,,,,0.0,,,,1.0,,,,,,10.0,1.0,6.5,1.0,,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185.0,792,M,27029,EUR,480816000,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Mikayil Faye,mikayil-faye,M. Faye,D,30,183.0,9505,M,1002564,EUR,1089763200,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,mikayilfaye,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Abdelhamid Ait Boudlal,abdelhamid-ait-boudlal,A. A. Boudlal,D,48,190.0,4716,M,1597145,EUR,1145145600,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Abdelhamid Ait Boudlal,,,,,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,8,183.0,454,M,997104,EUR,1017360000,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Andrés Gómez,andres-gomez,A. Gómez,M,11,172.0,4058,M,1160386,EUR,1031788800,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450965,home,Stade Rennais,Henrick Do Marcolino,henrick-do-marcolino,H. D. Marcolino,F,69,,23,,2033811,EUR,1142899200,F,60,60,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Henrick Do Marcolino,,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,100390,EUR,668563200,G,40,40,False,33.0,11.0,31.0,10.0,0.0,3.0,6.0,8.0,27.0,1.0,14.0,,6.0,8.0,90.0,46.0,8.4,22.0,0.00291216,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,
12450965,away,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178.0,604,M,141080,EUR,686448000,D,7,7,False,21.0,16.0,3.0,2.0,0.0,8.0,11.0,8.0,13.0,3.0,,,,,90.0,39.0,6.7,12.0,0.00659083,0,,3.0,2.0,,4.0,3.0,,,,,1.0,3.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,
12450965,away,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181.0,234,M,328035,EUR,788054400,D,5,5,False,25.0,20.0,5.0,2.0,0.0,17.0,17.0,3.0,8.0,6.0,5.0,,,,90.0,40.0,7.1,6.0,0.00558332,1,,,2.0,2.0,5.0,6.0,1.0,,,,,4.0,3.0,,2.0,,,,1.0,0.0169,,,,1.0,,,,,,1.0,True,,,,
12450965,away,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195.0,1264,M,984527,EUR,1018396800,D,3,3,False,18.0,15.0,5.0,4.0,0.0,11.0,11.0,4.0,7.0,6.0,1.0,,,,90.0,31.0,6.6,6.0,0.0014756,0,,,4.0,1.0,7.0,3.0,3.0,,,,,2.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,
12450965,away,Stade Brestois,Luc Zogbé,luc-zogbe,L. Zogbé,D,12,178.0,643,M,1499870,EUR,1111622400,D,12,12,False,29.0,22.0,4.0,,0.0,17.0,21.0,5.0,8.0,1.0,9.0,,,,90.0,57.0,6.7,13.0,0.00502173,0,,,,1.0,4.0,11.0,2.0,1.0,,,3.0,8.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0
12450965,away,Stade Brestois,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190.0,348,M,330099,EUR,829526400,M,6,6,False,24.0,20.0,1.0,,1.0,13.0,14.0,7.0,11.0,7.0,6.0,,,,90.0,45.0,7.1,8.0,0.0217645,2,,1.0,2.0,1.0,4.0,1.0,,2.0,,,4.0,,,,,1.0,,,,0.0319,,,,1.0,,,,2.0,,1.0,,,,,
12450965,away,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173.0,194,M,861324,EUR,896486400,M,8,8,False,34.0,22.0,8.0,4.0,0.0,15.0,17.0,7.0,17.0,6.0,4.0,,,,90.0,53.0,7.3,15.0,0.00388161,2,,,,,6.0,4.0,3.0,1.0,,,,2.0,2.0,2.0,2.0,,,,1.0,0.0674,,,1.0,1.0,0.1933,,,,,,,1.0,,,
12450965,away,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800,M,45,45,False,24.0,21.0,,,0.0,13.0,14.0,9.0,11.0,1.0,4.0,,,,90.0,48.0,7.6,5.0,0.171286,1,,1.0,4.0,,11.0,12.0,2.0,2.0,,,1.0,9.0,7.0,3.0,3.0,1.0,,,,0.0171,,,,,,1.0,1.0,1.0,,1.0,,,,,
12450965,away,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170.0,5674,M,1156353,EUR,1045526400,M,9,9,False,27.0,17.0,5.0,2.0,0.0,8.0,9.0,11.0,23.0,1.0,8.0,,,,75.0,54.0,7.0,19.0,0.177876,1,,5.0,2.0,,10.0,8.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,Kamory Doumbia,,1.0,0.1865,kamory_doumbia03,1.0,,2.0,,,2.0,,,1.0,,,,,
12450965,away,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196.0,1367,M,343971,EUR,762134400,F,19,19,False,19.0,12.0,,,0.0,5.0,5.0,7.0,14.0,2.0,3.0,,,,85.0,29.0,7.2,8.0,0.0195454,1,,,8.0,4.0,11.0,5.0,3.0,,,,,,,1.0,,,,,,0.1824,,,1.0,1.0,0.7482,,,,,,,1.0,,,
12450965,away,Stade Brestois,Mama Baldé,mama-balde,M. Baldé,F,17,183.0,1081,M,557166,EUR,815616000,F,14,14,False,13.0,11.0,,,0.0,1.0,1.0,10.0,12.0,3.0,1.0,,,,69.0,33.0,6.8,7.0,0.0119015,2,,,3.0,,5.0,5.0,,1.0,3.0,2.0,,1.0,,2.0,,1.0,,,1.0,0.4912,,1.0,1.0,3.0,0.2068,,,,,,,,2.0,,
12450965,away,Stade Brestois,Abdallah Sima,abdallah-sima,A.Sima,F,19,188.0,2455,M,1029018,EUR,992736000,F,17,17,True,9.0,5.0,,,1.0,2.0,3.0,3.0,6.0,1.0,1.0,,,,21.0,14.0,6.9,8.0,0.312532,0,,,2.0,4.0,5.0,4.0,2.0,1.0,,,,,,,,1.0,,,,,,,,3.0,,1.0,,,,,,,,,
12450965,away,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172.0,689,M,825681,EUR,828057600,M,10,10,True,7.0,5.0,,,0.0,2.0,3.0,3.0,4.0,,1.0,,,,15.0,13.0,6.3,4.0,0.00214194,0,,,,1.0,4.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180.0,349,M,831400,EUR,849312000,M,26,26,True,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,1.0,,,,13.0,9.0,6.7,3.0,0.00078878,0,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
12450965,away,Stade Brestois,Grégoire Coudert,gregoire-coudert,G. Coudert,G,30,190.0,94,M,891508,EUR,923097600,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Noah Jauny,noah-jauny,N. Jauny,G,50,194.0,77,M,1910904,EUR,1093478400,G,50,50,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Noah Jauny,,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Paris Noah Irie,paris-noah-irie,P. N. Irie,D,37,186.0,7,M,1940508,EUR,1144627200,D,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Paris,Noah Irie,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Raphaël Le Guen,raphael-le-guen,R. L. Guen,D,71,196.0,33,,1894085,EUR,1157068800,D,36,36,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Raphaël,Le Guen,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Serigne Diop,serigne-diop,S. Diop,F,29,187.0,192,M,1922996,EUR,1115856000,F,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Serigne Diop,,,,,,,,,,,,,,,,,,
12450965,away,Stade Brestois,Ibrahim Yayiya Kante,ibrahim-yayiya-kante,I. Y. Kante,F,21,,74,M,1606631,EUR,1174176000,F,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
