match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_errorLeadToAShot
12436611,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,15.0,9.0,7.0,1.0,0.0,9.0,9.0,6.0,8.0,1.0,2.0,4.0,90.0,26.0,7.0,6.0,5.478e-05,0,0.2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436611,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,49.0,41.0,4.0,2.0,0.0,16.0,16.0,41.0,6.0,,,,78.0,72.0,7.0,14.0,0.0768151,0,,29.0,8.0,4.0,1.0,2.0,7.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12436611,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,53.0,44.0,7.0,3.0,0.0,27.0,30.0,23.0,4.0,,,,90.0,66.0,6.7,12.0,0.00407646,0,,17.0,,,4.0,10.0,5.0,,1.0,,,,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,
12436611,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,46.0,36.0,5.0,2.0,0.0,21.0,25.0,21.0,3.0,,,,90.0,59.0,7.3,11.0,0.174403,2,,15.0,,,9.0,,10.0,,1.0,,,1.0,,,,4.0,,4.0,1.0,,1.0,2.0,1.0,0.1423,,,,,,,,,
12436611,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,34.0,26.0,5.0,1.0,0.0,10.0,11.0,25.0,9.0,,,,90.0,57.0,6.5,16.0,0.0362031,0,,17.0,2.0,1.0,,9.0,6.0,3.0,4.0,1.0,,1.0,,5.0,2.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,
12436611,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,43.0,34.0,5.0,2.0,0.0,8.0,9.0,36.0,6.0,,,,85.0,58.0,7.8,13.0,0.106523,3,,27.0,2.0,1.0,1.0,5.0,6.0,1.0,3.0,1.0,,1.0,,1.0,2.0,,,,1.0,2.0,,1.0,1.0,0.6121,1.0,True,2.0,1.0,1.0247,,,,
12436611,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,46.0,42.0,1.0,1.0,0.0,13.0,14.0,33.0,5.0,,,,90.0,63.0,7.6,7.0,0.0732326,2,,29.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,2.0,,,,1.0,1.0,0.2258,,,1.0,1.0,0.8601,,,,
12436611,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,28.0,22.0,1.0,,1.0,8.0,8.0,20.0,5.0,,,,85.0,36.0,7.0,9.0,0.046176,1,,14.0,,,2.0,4.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,,,,0.021,,,,,,1.0,1.0,,
12436611,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,35.0,26.0,1.0,1.0,1.0,9.0,10.0,32.0,5.0,,,,78.0,59.0,7.8,19.0,0.587869,1,,18.0,7.0,1.0,,4.0,6.0,6.0,1.0,,1.0,2.0,1.0,,2.0,1.0,,,,,,1.0,1.0,0.0238,5.0,,,,,1.0,,,
12436611,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,18.0,13.0,2.0,2.0,1.0,6.0,6.0,14.0,2.0,,,,78.0,29.0,7.3,10.0,0.199986,2,,8.0,2.0,1.0,2.0,3.0,5.0,3.0,,1.0,,1.0,2.0,,,,,,3.0,,1.0,1.0,,0.3499,2.0,,1.0,,0.2936,1.0,,,
