match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_outfielderBlock,stat_errorLeadToAShot
12117062,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,14.0,13.0,5.0,4.0,0.0,11.0,11.0,2.0,3.0,1.0,1.0,1.0,90.0,14.0,6.8,1.0,0.00053497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,48.0,41.0,3.0,3.0,0.0,12.0,16.0,29.0,33.0,6.0,,,90.0,73.0,7.3,12.0,0.0143014,0,,,1.0,2.0,4.0,7.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Bruno Alves,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,,64.0,60.0,5.0,4.0,0.0,28.0,30.0,32.0,34.0,4.0,,,90.0,70.0,7.6,4.0,0.0363954,1,,,,,,,3.0,,,,2.0,,1.0,,,2.0,,1.0,0.02,0.1357,,,,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,75.0,70.0,8.0,5.0,0.0,26.0,28.0,44.0,47.0,2.0,,,90.0,77.0,7.5,6.0,0.0666961,0,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Ramon,ramon,Ramon,D,13,176,862,M,980761,EUR,984441600,D,23,23,False,,22.0,21.0,1.0,1.0,1.0,12.0,12.0,9.0,10.0,2.0,,,59.0,32.0,8.3,4.0,0.00447561,1,,,,,1.0,,1.0,,,,2.0,1.0,,,,,,1.0,0.0173,0.2351,1.0,1.0,1.0,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,30,30,False,,42.0,38.0,1.0,1.0,0.0,13.0,14.0,25.0,28.0,3.0,,,72.0,51.0,6.8,6.0,0.0202889,0,,,,,2.0,2.0,3.0,2.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117062,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,,33.0,30.0,2.0,,0.0,11.0,11.0,19.0,22.0,5.0,,,67.0,43.0,7.8,5.0,0.374408,2,Denilson,,,2.0,,3.0,5.0,1.0,,,,,5.0,1.0,,,,1.0,0.1165,0.0572,2.0,1.0,,1.0,,,,,,,,,,,,,,
12117062,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,M,7,7,False,,29.0,26.0,,,0.0,2.0,3.0,25.0,30.0,2.0,,,90.0,41.0,6.8,8.0,0.141334,4,,,4.0,,,2.0,,,,,,,,,2.0,,1.0,3.0,1.3027,1.5781,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
12117062,home,Cuiabá,Max,max,Max,M,8,187,253,M,1105838,EUR,989539200,M,10,10,False,,21.0,17.0,4.0,2.0,0.0,8.0,9.0,9.0,13.0,4.0,,,45.0,25.0,6.5,6.0,0.0280132,1,Max,,1.0,1.0,,3.0,,,1.0,,1.0,,,,,,1.0,,0.0537,,1.0,,,1.0,,,,,,,,,,,,,,
12117062,home,Cuiabá,Clayson,clayson,Clayson,M,29,166,372,M,811308,EUR,795571200,M,25,25,False,,45.0,39.0,3.0,3.0,0.0,6.0,9.0,34.0,39.0,,,,90.0,62.0,7.4,12.0,0.0805318,5,,,3.0,1.0,1.0,8.0,2.0,1.0,3.0,,,1.0,,,,1.0,,2.0,0.3108,0.4584,1.0,,1.0,,1.0,3.0,,3.0,1.0,,,,,,,,,
