match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_fouls,player_sofascoreId,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_errorLeadToAShot,stat_goals,stat_bigChanceCreated,stat_totalOffside
10382220,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,38.0,22.0,29.0,13.0,15.0,16.0,7.0,22.0,1.0,1.0,1.0,12.0,1.0,3.0,2.0,3.0,90.0,52.0,6.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382220,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,34.0,27.0,8.0,4.0,17.0,18.0,10.0,19.0,5.0,2.0,1.0,5.0,,,,,90.0,62.0,6.6,13.0,2,3.0,4.0,2.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
10382220,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,33.0,27.0,6.0,2.0,17.0,19.0,10.0,14.0,2.0,,,4.0,,,,,90.0,40.0,6.4,6.0,0,,1.0,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10382220,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,23.0,18.0,1.0,,15.0,16.0,3.0,7.0,2.0,,,,,,,,47.0,28.0,5.4,6.0,1,,1.0,1.0,5.0,,1.0,,1.0,,,1.0,1.0,1.0,True,3.0,,,,,,,,,,,,,
10382220,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,24.0,20.0,10.0,7.0,10.0,13.0,10.0,15.0,5.0,2.0,2.0,7.0,,,,,90.0,47.0,6.6,11.0,0,4.0,,,3.0,2.0,1.0,,,4.0,,2.0,3.0,3.0,,,nathantjoeaon,1.0,1.0,,,,,,,,,,
10382220,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,17.0,14.0,2.0,2.0,6.0,7.0,10.0,14.0,3.0,,,4.0,,,,,80.0,30.0,6.8,7.0,0,4.0,,,4.0,2.0,1.0,,,2.0,,,2.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,
10382220,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,33.0,23.0,5.0,2.0,11.0,13.0,13.0,21.0,6.0,1.0,,8.0,,,,,90.0,54.0,7.1,13.0,0,1.0,,,5.0,2.0,,,,4.0,2.0,1.0,6.0,3.0,,2.0,,2.0,1.0,1.0,,,,,,,,,
10382220,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,23.0,16.0,1.0,1.0,5.0,7.0,14.0,22.0,3.0,1.0,,1.0,,,,,58.0,39.0,7.0,13.0,1,6.0,1.0,1.0,2.0,,,,,,,2.0,,,,,,2.0,2.0,3.0,2.0,1.0,,,,,,,
10382220,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,31.0,23.0,4.0,1.0,11.0,12.0,12.0,21.0,3.0,2.0,1.0,7.0,,,,,83.0,41.0,6.3,13.0,1,2.0,,,5.0,2.0,,,1.0,,,,,,,2.0,,1.0,,,2.0,,,,,,,,
10382220,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,M,22,22,False,21.0,16.0,2.0,2.0,5.0,6.0,11.0,18.0,5.0,4.0,3.0,7.0,,,,,80.0,42.0,6.9,13.0,2,3.0,2.0,,6.0,2.0,1.0,2.0,,,,,2.0,2.0,,,,3.0,1.0,,,,1.0,1.0,,,,,
