match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,captain,stat_goalAssist,stat_totalOffside
10913530,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,44,44,False,32.0,22.0,21.0,12.0,21.0,23.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,43.0,6.6,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,
10913530,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,42.0,35.0,6.0,4.0,17.0,19.0,19.0,26.0,2.0,6.0,3.0,4.0,9.0,1.0,,,,,84.0,66.0,7.2,12.0,0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10913530,home,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,False,45.0,42.0,3.0,2.0,30.0,31.0,12.0,14.0,,3.0,4.0,2.0,8.0,1.0,,,,,90.0,57.0,7.0,3.0,0,,,2.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10913530,home,Al-Nassr,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,33.0,29.0,2.0,1.0,24.0,26.0,5.0,7.0,1.0,3.0,3.0,1.0,4.0,1.0,,,,,90.0,44.0,7.4,5.0,2,,,2.0,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,
10913530,home,Al-Nassr,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,13,13,False,64.0,55.0,2.0,1.0,27.0,30.0,28.0,41.0,,5.0,1.0,,9.0,,,,,,90.0,91.0,7.0,20.0,0,7.0,,7.0,4.0,3.0,2.0,1.0,1.0,1.0,,4.0,,,1.0,1.0,,,,,,,,,
10913530,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,925947,EUR,857433600,M,19,19,False,40.0,37.0,3.0,3.0,16.0,18.0,22.0,23.0,,4.0,,1.0,3.0,,,,,,63.0,48.0,7.1,3.0,1,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,
10913530,home,Al-Nassr,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187.0,2128,M,29735,EUR,553996800,M,18,18,False,55.0,45.0,4.0,2.0,26.0,30.0,19.0,25.0,,3.0,3.0,2.0,6.0,,,,,,90.0,66.0,6.9,11.0,2,,,3.0,1.0,1.0,2.0,3.0,,,,,,,1.0,1.0,,2.0,,,,,,,
10913530,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,1130539,EUR,989798400,M,23,23,False,31.0,22.0,,,13.0,15.0,9.0,17.0,1.0,5.0,2.0,1.0,11.0,,,,,,72.0,48.0,7.4,12.0,4,1.0,,3.0,,,4.0,1.0,,,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,
10913530,home,Al-Nassr,Sami Al-Najei,,,sami-al-najei,S. Al-Najei,M,14,181.0,886,M,832312,EUR,855273600,M,14,14,False,21.0,15.0,,,4.0,7.0,11.0,14.0,,2.0,,,1.0,1.0,,,,,63.0,28.0,6.6,8.0,1,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,,,,1.0,,,,,
10913530,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,1014447,EUR,859766400,M,29,29,False,36.0,31.0,1.0,1.0,12.0,13.0,19.0,25.0,,5.0,,,3.0,,,,,,72.0,52.0,7.6,12.0,1,2.0,,3.0,7.0,5.0,,,3.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,
10913530,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,750,EUR,476409600,F,7,7,False,35.0,27.0,1.0,1.0,7.0,9.0,20.0,26.0,2.0,7.0,,1.0,2.0,1.0,,,,,90.0,50.0,8.4,11.0,4,,,5.0,4.0,3.0,1.0,2.0,4.0,,,1.0,3.0,,,1.0,1.0,,1.0,1.0,2.0,CR7,True,2.0,1.0
