match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
12388490,home,Kickers Offenbach,Johannes Brinkies,Johannes,Brinkies,johannes-brinkies,J. Brinkies,G,1,186,14,M,126660,EUR,740534400,G,1,1,False,32.0,15.0,27.0,10.0,0.0,9.0,9.0,6.0,23.0,1.0,9.0,1.0,3.0,6.0,90.0,40.0,7.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
12388490,home,Kickers Offenbach,Vincent Moreno Giesel,Vincent,Moreno Giesel,vincent-moreno-giesel,V. M. Giesel,D,32,180,4,M,1145264,EUR,1010534400,D,32,32,False,21.0,11.0,8.0,3.0,0.0,6.0,12.0,5.0,9.0,8.0,2.0,2.0,,,90.0,42.0,7.4,13.0,0,1.0,1.0,6.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,
12388490,home,Kickers Offenbach,Noel Knothe,Noel,Knothe,noel-knothe,N. Knothe,D,13,188,14,M,875469,EUR,925862400,D,13,13,False,28.0,22.0,7.0,3.0,0.0,18.0,20.0,4.0,8.0,1.0,,,,,90.0,36.0,6.6,7.0,0,,4.0,2.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
12388490,home,Kickers Offenbach,Alexander Sorge,Alexander,Sorge,alexander-sorge,A. Sorge,D,5,190,2,M,387226,EUR,735350400,D,5,5,False,17.0,13.0,4.0,2.0,0.0,12.0,13.0,1.0,4.0,2.0,2.0,1.0,,,90.0,26.0,7.6,4.0,1,2.0,2.0,4.0,,,,1.0,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,
12388490,home,Kickers Offenbach,Ronny Marcos,Ronny,Marcos,ronny-marcos,R. Marcos,D,31,174,5,M,169073,EUR,749433600,D,31,31,False,15.0,10.0,2.0,2.0,0.0,8.0,11.0,2.0,4.0,1.0,3.0,,,,90.0,31.0,6.8,7.0,0,,1.0,6.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
12388490,home,Kickers Offenbach,Daniel Dejanović,Daniel,Dejanović,dejanovic-daniel,D. Dejanovic,M,6,184,9,M,1518888,EUR,988588800,M,6,6,False,27.0,17.0,2.0,1.0,0.0,13.0,16.0,4.0,11.0,7.0,3.0,1.0,,,90.0,44.0,7.0,10.0,0,1.0,4.0,5.0,2.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,
12388490,home,Kickers Offenbach,Boubacar Barry,Boubacar,Barry,boubacar-barry,B. Barry,F,10,182,14,M,572926,EUR,829526400,M,11,11,False,16.0,12.0,1.0,,0.0,5.0,7.0,7.0,9.0,9.0,7.0,4.0,,,90.0,44.0,7.0,15.0,2,,7.0,,2.0,3.0,3.0,1.0,,2.0,,4.0,,,,3.0,3.0,2.0,1.0,1.0,,,,,,
12388490,home,Kickers Offenbach,Marc Wachs,,,marc-wachs,M. Wachs,M,17,180,7,M,254211,EUR,805334400,M,17,17,False,30.0,23.0,6.0,3.0,2.0,6.0,8.0,18.0,24.0,4.0,7.0,1.0,,,90.0,43.0,7.9,11.0,1,,7.0,1.0,1.0,2.0,1.0,2.0,4.0,,3.0,,,,,,3.0,1.0,,1.0,True,2.0,1.0,2.0,,
12388490,home,Kickers Offenbach,Dimitriy Nazarov,,,dimitriy-nazarov,D. Nazarov,M,,185,95,M,96920,EUR,639187200,M,10,10,False,17.0,9.0,5.0,2.0,0.0,4.0,6.0,5.0,11.0,8.0,1.0,3.0,,,67.0,32.0,6.5,14.0,1,2.0,8.0,1.0,,2.0,2.0,3.0,,,1.0,2.0,,,,3.0,3.0,2.0,1.0,,,,,,,
12388490,home,Kickers Offenbach,Kristjan Arh Česen,Kristjan,Arh Česen,kristjan-arh-cesen,K. A. Česen,D,14,185,5,M,796016,EUR,869097600,M,14,14,False,22.0,11.0,3.0,,0.0,5.0,10.0,6.0,13.0,7.0,2.0,,,,90.0,40.0,6.9,14.0,1,4.0,6.0,5.0,1.0,3.0,3.0,2.0,,1.0,1.0,,1.0,,,2.0,,,,,,1.0,,,,
