match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,player_firstName,player_lastName,stat_totalContest,stat_shotOffTarget,player_sofascoreId,stat_wonContest,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox
10411494,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,True,47.0,39.0,18.0,10.0,35.0,38.0,4.0,9.0,1.0,1.0,8.0,1.0,2.0,90.0,56.0,6.6,8.0,0.0,0.0,0.00090944,0,-0.4857,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411494,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,,38.0,34.0,3.0,1.0,16.0,17.0,18.0,23.0,1.0,2.0,2.0,1.0,,90.0,56.0,6.5,8.0,0.0,0.0,0.0137223,0,,22,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411494,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,False,,70.0,63.0,8.0,5.0,40.0,41.0,23.0,29.0,2.0,3.0,2.0,,,90.0,78.0,7.0,7.0,0.0,0.0,0.068579,0,,6,,,2.0,,,,,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411494,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,,68.0,62.0,5.0,3.0,44.0,47.0,18.0,21.0,1.0,1.0,5.0,,,82.0,75.0,6.9,6.0,0.0,0.0,0.00809784,0,,4,,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,
10411494,home,Sassuolo,Rogério,rogerio,Rogério,D,178,289,M,830551,EUR,884649600,D,6,6,False,,34.0,31.0,4.0,2.0,12.0,13.0,19.0,25.0,,1.0,2.0,1.0,,90.0,52.0,6.6,11.0,0.0153,0.0,0.0139013,1,,13,4.0,,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
10411494,home,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,,21.0,17.0,,,7.0,9.0,10.0,12.0,,5.0,1.0,1.0,,76.0,34.0,7.1,5.0,0.0393,0.0,0.0144034,1,,16,,,1.0,,1.0,1.0,,1.0,,3.0,2.0,,1.0,,,1.0,1.0,davidefrrattesi_22,1.0,,,,,,,
10411494,home,Sassuolo,Maxime López,maxime-lopez,M. López,M,167,1284,M,352802,EUR,881193600,M,27,27,False,,70.0,65.0,7.0,5.0,27.0,28.0,38.0,42.0,,1.0,6.0,,,90.0,71.0,6.7,5.0,0.0,0.0,0.0501939,0,,21,,,2.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,
10411494,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,,25.0,25.0,1.0,1.0,5.0,5.0,20.0,20.0,,,1.0,,,66.0,30.0,6.3,2.0,0.115,0.0352,0.0325294,1,,8,,,4.0,1.0,,1.0,,2.0,,,,1.0,,,,,,,,1.0,,,,,,
10411494,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,185,5071,M,253367,EUR,775699200,F,10,10,False,,44.0,34.0,6.0,4.0,7.0,10.0,29.0,40.0,2.0,8.0,3.0,4.0,,90.0,69.0,7.6,19.0,0.0434,0.3214,0.236483,1,,10,6.0,,10.0,1.0,,1.0,2.0,2.0,,,,5.0,,,,5.0,,berardi25,2.0,1.0,2.0,1.0,,,,
10411494,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,F,92,92,False,,14.0,13.0,,,5.0,5.0,8.0,9.0,2.0,3.0,,1.0,,76.0,19.0,6.8,2.0,0.0764,0.0,0.0310302,1,,92,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,
