match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_totalClearance,player_sofascoreId,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_penaltyMiss,stat_goalAssist,stat_shotOffTarget,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11067350,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,27.0,21.0,14.0,8.0,15.0,16.0,6.0,11.0,3.0,1.0,3.0,90.0,32.0,7.6,6.0,0.0,0.0,0.00107209,0,1.3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067350,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,26.0,22.0,3.0,2.0,10.0,13.0,13.0,15.0,1.0,,,90.0,46.0,7.2,9.0,0.0,0.0,0.0535483,0,,True,2.0,1.0,1.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11067350,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,46.0,36.0,5.0,,32.0,35.0,4.0,11.0,5.0,,,90.0,57.0,7.2,10.0,0.0,0.0,0.00154763,0,,,,,1.0,2.0,5.0,1.0,,1.0,,3.0,3.0,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,
11067350,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,40.0,34.0,4.0,,26.0,28.0,8.0,12.0,6.0,,,90.0,59.0,7.7,6.0,0.0,0.0,0.00151185,0,,,,,,,3.0,,,3.0,2.0,1.0,1.0,,,Lucas Beraldo,,1.0,10.0,lberaldo,1.0,,,,,,,,,,,,,,,,,
11067350,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,35.0,32.0,2.0,,12.0,12.0,21.0,25.0,6.0,,,90.0,61.0,7.0,7.0,0.018,0.0,0.0811358,1,,,2.0,1.0,,3.0,6.0,1.0,,1.0,,,,1.0,,,,1.0,2.0,,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,
11067350,home,São Paulo,Gabriel Neves,gabriel-neves,G. Neves,M,8,171,741,M,875294,EUR,871257600,M,20,20,False,38.0,37.0,4.0,4.0,18.0,19.0,19.0,19.0,2.0,,,63.0,48.0,6.5,4.0,0.0,0.0,0.00618593,0,,,,,,6.0,3.0,5.0,,,,3.0,2.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
11067350,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,38.0,32.0,5.0,3.0,13.0,15.0,19.0,23.0,5.0,,,90.0,55.0,7.8,8.0,0.0844,0.3956,0.0119675,2,,,,,,3.0,7.0,1.0,,1.0,,4.0,1.0,2.0,2.0,Pablo Maia,,2.0,4.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
11067350,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,7,7,False,27.0,18.0,2.0,,4.0,6.0,15.0,25.0,4.0,,,77.0,39.0,6.0,16.0,0.0,0.0,0.0237135,0,,,4.0,1.0,2.0,8.0,,2.0,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,
11067350,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,24.0,22.0,1.0,1.0,7.0,7.0,15.0,17.0,7.0,,,89.0,34.0,6.8,7.0,0.0721,0.0863,0.383766,1,,,,,1.0,7.0,2.0,1.0,,,,2.0,2.0,2.0,3.0,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,
11067350,home,São Paulo,Marcos Paulo,marcos-paulo,M. Paulo,F,10,186,862,M,962027,EUR,980985600,M,32,32,False,16.0,10.0,,,,1.0,10.0,15.0,3.0,,,63.0,31.0,6.1,11.0,0.0,0.0,0.0256538,0,,,,,1.0,11.0,3.0,3.0,,,,2.0,2.0,1.0,3.0,,,,,,,1.0,1.0,,4.0,,,,,2.0,,,,,,,,
