match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_wasFouled,stat_shotOffTarget,player_sofascoreId,captain,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_fouls
10382000,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,53.0,49.0,11.0,7.0,48.0,50.0,1.0,3.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,90.0,68.0,6.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382000,home,Feyenoord,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,55.0,44.0,4.0,1.0,22.0,26.0,23.0,34.0,,,,3.0,,,,90.0,71.0,7.1,16.0,0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10382000,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,116.0,110.0,3.0,1.0,74.0,77.0,36.0,39.0,1.0,,1.0,2.0,,,,90.0,122.0,6.8,7.0,0,,,,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
10382000,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,99.0,88.0,14.0,5.0,70.0,75.0,18.0,24.0,4.0,1.0,1.0,4.0,,,,90.0,110.0,6.5,13.0,1,,,,3.0,,,,,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10382000,home,Feyenoord,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,False,55.0,48.0,2.0,2.0,33.0,35.0,15.0,22.0,1.0,,,6.0,,,,90.0,74.0,7.1,11.0,1,,2.0,,6.0,,,,,1.0,,1.0,1.0,,1.0,,,4.0,2.0,1.0,1.0,,,,,,,,,,,
10382000,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,58.0,50.0,,,19.0,22.0,31.0,36.0,7.0,1.0,,7.0,,,,83.0,73.0,6.9,11.0,1,,,,5.0,1.0,,1.0,,1.0,1.0,1.0,,4.0,2.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,
10382000,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,85.0,76.0,5.0,3.0,30.0,31.0,48.0,58.0,,,,12.0,,,,90.0,99.0,7.8,14.0,1,,4.0,2.0,2.0,1.0,1.0,,,2.0,4.0,,1.0,,,1.0,,1.0,1.0,,,,orkunkokcu,True,,,,,,,,
10382000,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,17.0,16.0,1.0,1.0,6.0,7.0,11.0,14.0,6.0,1.0,,1.0,,,,77.0,30.0,6.7,8.0,1,,4.0,1.0,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
10382000,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,M,17,17,False,14.0,10.0,,,6.0,6.0,4.0,11.0,3.0,,,,,,,45.0,26.0,7.6,8.0,2,,3.0,,5.0,1.0,1.0,,,1.0,,,,3.0,,1.0,,2.0,2.0,,2.0,1.0,szymanski_11,,1.0,,,,,,,
10382000,home,Feyenoord,Oussama Idrissi,oussama-idrissi,O. Idrissi,M,11,175,2812,M,823963,EUR,825292800,M,26,26,False,34.0,26.0,3.0,2.0,12.0,13.0,15.0,23.0,2.0,1.0,,4.0,,,,78.0,52.0,6.9,12.0,1,,2.0,1.0,4.0,2.0,1.0,,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,
