match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_challengeLost,stat_wonContest,player_sofascoreId,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded
10389956,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,D,20,20,True,39.0,33.0,3.0,1.0,16.0,17.0,18.0,26.0,6.0,,,,,45.0,59.0,6.9,10.0,0.0,0.0,0.0795969,0,,,,4.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,youcefatal,1.0,1.0,4.0,,,,,,1.0,,,,,,,
10389956,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,True,20.0,17.0,1.0,,2.0,3.0,15.0,18.0,2.0,,,,,28.0,35.0,6.4,10.0,0.0,0.0,0.0130293,0,,,4.0,5.0,,4.0,,,1.0,,4.0,,,,,,,,,,hicham_boudaoui,2.0,,1.0,,,,,,,,,,,,,
10389956,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,True,21.0,19.0,2.0,1.0,10.0,10.0,11.0,13.0,2.0,,,,,28.0,24.0,6.8,2.0,0.0726,0.0,0.072879,1,,1.0,3.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,2.0,,,,,,,
10389956,home,Nice,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3117,M,948250,EUR,952992000,F,14,14,True,11.0,7.0,,,2.0,2.0,6.0,13.0,,,,,,28.0,20.0,6.7,9.0,0.0,0.0,0.0267904,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,1.0,4.0,,,,,,1.0,,,,,,,
10389956,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,True,20.0,17.0,1.0,,9.0,12.0,8.0,9.0,4.0,,,,,20.0,29.0,6.8,6.0,0.0,0.0,0.0188215,0,,1.0,3.0,5.0,1.0,,,,3.0,2.0,,1.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
10389956,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,889590,EUR,938995200,G,90,90,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,marcinbulka1,,,,,,,,,,,,,,,,
10389956,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,home,Nice,Rareș Ilie,rares-ilie,R. Ilie,M,10,186,681,M,1092074,EUR,1050710400,M,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,25.0,13.0,19.0,7.0,10.0,11.0,3.0,14.0,10.0,1.0,4.0,1.0,1.0,90.0,37.0,6.9,12.0,0.0,0.0,0.00402112,0,0.2686,,,1.0,,,2.0,,,,,,,,True,1.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,
10389956,away,Nantes,Dennis Appiah,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,D,12,12,False,24.0,19.0,3.0,2.0,12.0,12.0,7.0,12.0,1.0,,,,,45.0,33.0,6.8,9.0,0.0,0.0,0.00897063,0,,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,
10389956,away,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,45.0,38.0,9.0,5.0,27.0,29.0,12.0,17.0,5.0,,,,,90.0,68.0,7.8,8.0,0.0505,0.0,0.0217719,1,,3.0,3.0,7.0,,,11.0,,7.0,4.0,,,,,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,
10389956,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,21.0,16.0,3.0,1.0,13.0,14.0,3.0,7.0,9.0,,,,,90.0,38.0,7.3,5.0,0.0,0.0,0.00342633,0,,1.0,4.0,8.0,,,5.0,1.0,7.0,6.0,,1.0,,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
10389956,away,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,29,29,False,44.0,39.0,4.0,2.0,22.0,22.0,21.0,27.0,3.0,,,,,90.0,70.0,6.6,8.0,0.0,0.0,0.177724,0,,1.0,5.0,3.0,2.0,1.0,4.0,,1.0,,,,Quentin Merlin,,,1.0,,,2.0,1.0,,,1.0,5.0,,,,,,4.0,,,,,,,
10389956,away,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,23.0,19.0,2.0,,9.0,11.0,10.0,12.0,5.0,,,,,90.0,34.0,6.9,5.0,0.1489,0.226,0.033833,1,,,3.0,3.0,,,,,2.0,1.0,1.0,2.0,Samuel,Moutoussamy,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10389956,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,37.0,30.0,9.0,5.0,19.0,21.0,11.0,16.0,5.0,,,,,90.0,41.0,6.5,7.0,0.0226,0.3663,0.0130763,1,,,3.0,2.0,,,,,,,2.0,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
10389956,away,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,10,10,False,25.0,19.0,1.0,1.0,10.0,10.0,11.0,20.0,6.0,,,,,89.0,63.0,6.6,23.0,0.1908,0.1342,0.0720146,4,,,11.0,8.0,6.0,5.0,,,4.0,2.0,2.0,2.0,,,,,2.0,,,2.0,,5.0,2.0,5.0,1.0,1.0,,,,2.0,,,,,,,
10389956,away,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,10.0,8.0,,,2.0,3.0,8.0,11.0,,,,,,89.0,25.0,7.5,4.0,0.3337,0.0,0.0620524,1,,,1.0,10.0,,1.0,,1.0,5.0,1.0,,1.0,,,,4.0,1.0,1.0,,1.0,,,,4.0,,,1.0,,1.0,2.0,,,,1.0,,,
10389956,away,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,19.0,14.0,1.0,1.0,4.0,5.0,10.0,17.0,3.0,,,,,73.0,39.0,7.1,16.0,0.0797,0.0,0.0358445,1,,,5.0,4.0,2.0,3.0,,,3.0,2.0,1.0,,,,,,1.0,,,,,2.0,2.0,3.0,,,,,,,,,,,1.0,1.0,
10389956,away,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,890329,EUR,919123200,F,14,14,False,6.0,4.0,,,2.0,2.0,2.0,4.0,2.0,,,,,73.0,17.0,7.1,7.0,0.1428,0.5975,0.132643,1,,1.0,3.0,2.0,,2.0,,,,,1.0,,,,,1.0,,,,,,3.0,1.0,,,1.0,,1.0,,,,,,,,,
10389956,away,Nantes,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,28,28,True,14.0,7.0,3.0,1.0,6.0,10.0,1.0,4.0,7.0,,,,,45.0,24.0,6.7,8.0,0.0,0.0,0.0003621,0,,,1.0,3.0,,,1.0,,,,2.0,1.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,True,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,17.0,3.0,5.6,,0.0,0.0,0.001719,0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
10389956,away,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,5.0,2.0,1.0,,,2.0,2.0,3.0,1.0,,,,,17.0,10.0,6.8,6.0,0.0309,0.0,0.0491639,1,,2.0,3.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,mostafamohamed11,2.0,1.0,,1.0,,,,,,,,,,,1.0,
10389956,away,Nantes,Sébastien Corchia,sebastien-corchia,S. Corchia,D,14,176,100,M,47549,EUR,657417600,D,24,24,True,,,,,,,,,,,,,,11.0,4.0,6.2,1.0,0.0,0.0,2.33e-06,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,1.0,,,,,1.0,,,,,,,,11.0,2.0,6.4,2.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10389956,away,Nantes,Denis Petrić,denis-petric,D. Petrić,G,,186,72,M,20705,EUR,580435200,G,30,30,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,55,55,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389956,away,Nantes,Gor Manvelyan,gor-manvelyan,G. Manvelyan,M,27,180,190,M,1129370,EUR,1018310400,M,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
