match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_lastName,stat_accurateCross,stat_interceptionWon,stat_lastManTackle,stat_totalContest,stat_challengeLost,stat_errorLeadToAShot,captain,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_hitWoodwork,stat_blockedScoringAttempt
14053839,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,60.0,25.0,48.0,13.0,0.0,14.0,19.0,11.0,41.0,1.0,2.0,1.0,6.0,17.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,90.0,80.0,7.2,36.0,0.00555877,159.92746499124,21.0,94.215935263621,0.0,0.3799,1.0,0,0.9762,0.09,0.01,-0.11,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053839,home,FC Groningen,Tyrique Mercera,mercera-tyrique,T. Mercera,D,16,185.0,98,M,1592993,EUR,1071792000,D,16,16,False,10.0,5.0,,,0.0,3.0,3.0,2.0,7.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,90.0,26.0,6.0,11.0,0.00698723,66.430077095498,6.0,-2.9437271176684,1.0,,,0,,-0.15,0.24,-0.26,,Tyrique Mercera,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,14.080646768498,16.005296748264,,,,,,,,,,,,,,,,,,,,,
14053839,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185.0,163,M,827103,EUR,856828800,D,5,5,False,33.0,27.0,9.0,7.0,0.0,20.0,23.0,7.0,10.0,1.0,3.0,,5.0,3.0,,,,,,,,90.0,46.0,7.4,7.0,0.0359403,45.319898836526,5.0,-6.274162457847,0.0,,1.0,0,,0.21,0.0,0.71,,,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14053839,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181.0,296,M,1121401,EUR,1109289600,D,3,3,False,30.0,26.0,4.0,2.0,0.0,18.0,21.0,8.0,9.0,2.0,3.0,,6.0,6.0,,,,,,,,90.0,44.0,7.2,5.0,0.00820972,55.626030856205,8.0,-1.7436400607253,0.0,,,0,,0.28,0.0,0.42,,Thijmen Blokzijl,,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14053839,home,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,2,173.0,77,M,1481249,EUR,1076025600,D,2,2,False,24.0,18.0,4.0,2.0,0.0,11.0,11.0,7.0,13.0,2.0,4.0,,8.0,6.0,,,,,,,,78.0,47.0,6.6,12.0,0.00657207,23.16562309688,4.0,7.1362825542419,0.0,,,0,,0.07,0.01,-0.11,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14053839,home,FC Groningen,David van der Werff,david-van-der-werff,D. v. d. Werff,M,17,180.0,88,M,1878212,EUR,1093910400,M,17,17,False,25.0,19.0,4.0,3.0,0.0,1.0,3.0,18.0,22.0,,,,1.0,1.0,,,,,,,,87.0,33.0,6.2,11.0,0.0982492,89.468145441633,9.0,46.285248742948,2.0,,1.0,0,,0.24,0.13,-0.32,,David van der Werff,5.0,1.0,3.0,,,,,1.0,,18.833376684894,35.191494496268,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
14053839,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186.0,608,M,1090328,EUR,1053993600,M,6,6,False,30.0,21.0,6.0,3.0,0.0,9.0,9.0,12.0,21.0,2.0,12.0,,1.0,7.0,2.0,,,,,,,90.0,56.0,7.4,15.0,0.0798454,115.12795645242,9.0,37.330827069149,1.0,,,2,,0.3,0.23,-0.08,,Stije Resink,,,4.0,,,6.0,4.0,4.0,,37.741742375309,43.911974722164,,,2.0,,4.0,2.0,,True,2.0,2.0,0.0694,-0.47,,,,,,,,,
14053839,home,FC Groningen,Tygo Land,land-tygo,T. Land,M,18,180.0,850,M,1441117,EUR,1136937600,M,18,18,False,35.0,32.0,3.0,1.0,0.0,22.0,22.0,10.0,13.0,,1.0,,,2.0,,,,,,,,87.0,47.0,6.2,5.0,0.0105951,78.405946263209,10.0,-22.756303458557,0.0,,,1,,-0.08,0.04,-0.18,,,1.0,,3.0,1.0,,1.0,,,2.0,,,,,1.0,,,,,,,,0.1183,0.16,1.0,0.5995,,,,,,,
14053839,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177.0,234,M,1424404,EUR,1094688000,M,14,14,False,27.0,23.0,3.0,2.0,0.0,9.0,9.0,14.0,18.0,1.0,7.0,,1.0,7.0,2.0,,,,,,,90.0,45.0,6.8,10.0,0.0323942,175.67336717778,20.0,34.496174340913,1.0,,,0,,0.07,0.25,-0.13,,Jorg Schreuders,1.0,,6.0,,,4.0,3.0,3.0,2.0,10.18669019202,10.426428007712,,,,,2.0,2.0,,,,,,,,,,,,,,,
14053839,home,FC Groningen,Younes Taha,younes-taha,Y. Taha,M,10,176.0,1453,M,1146623,EUR,1038355200,F,10,10,False,14.0,10.0,,,0.0,2.0,3.0,8.0,11.0,1.0,3.0,,1.0,3.0,,,,,,,,79.0,32.0,8.1,13.0,0.114737,134.10269519253,14.0,45.368047523964,4.0,,2.0,4,,0.16,0.96,0.16,,Younes Taha,8.0,1.0,1.0,,,,,2.0,,16.003446042469,64.428970678122,,1.0,,,2.0,,,,2.0,1.0,0.8679,0.39,3.0,0.9248,3.0,1.0,,,,,
