match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_lastManTackle,stat_hitWoodwork
11388461,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,33.0,25.0,19.0,11.0,15.0,15.0,10.0,18.0,2.0,14.0,3.0,5.0,1.0,90.0,45.0,7.7,8.0,0.0104851,0,0.3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,,27.0,17.0,9.0,3.0,11.0,15.0,6.0,13.0,8.0,2.0,,,,90.0,53.0,6.7,14.0,0.00599033,0,,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,3,3,False,,32.0,25.0,8.0,2.0,23.0,24.0,2.0,8.0,5.0,6.0,,,,73.0,40.0,6.5,7.0,0.00096064,0,,,1.0,3.0,2.0,,,,,,,Rick Meijssen,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,36.0,28.0,8.0,3.0,23.0,26.0,5.0,10.0,10.0,3.0,,,,90.0,52.0,6.8,8.0,0.00351372,0,,,3.0,2.0,4.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,,32.0,22.0,7.0,2.0,14.0,17.0,8.0,15.0,4.0,5.0,,,,90.0,47.0,6.6,13.0,0.00505919,0,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,6,6,False,,13.0,10.0,3.0,1.0,6.0,6.0,4.0,7.0,2.0,1.0,,,,82.0,24.0,6.6,4.0,0.00300725,0,,,,3.0,4.0,1.0,1.0,,4.0,1.0,,Metinho,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,8,8,False,,30.0,24.0,3.0,1.0,12.0,15.0,12.0,18.0,4.0,4.0,,,,82.0,45.0,7.4,11.0,0.0291533,2,,3.0,,2.0,2.0,1.0,,,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.074,,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,M,7,7,False,,17.0,15.0,3.0,2.0,11.0,12.0,4.0,8.0,1.0,3.0,,,,68.0,29.0,6.3,8.0,0.0065606,2,,3.0,,6.0,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0519,1.0,,,,,,,,,,,
11388461,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,,23.0,17.0,2.0,1.0,9.0,10.0,8.0,13.0,2.0,6.0,,,,90.0,48.0,8.2,13.0,0.0143327,5,,,1.0,10.0,5.0,1.0,4.0,1.0,3.0,3.0,,,,2.0,,,2.0,,1.0,,,,1.0,0.9531,2.0,1.0,4.0,2.0,0.8493,,,,,,,
11388461,home,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170,1063,M,905356,EUR,997401600,M,11,11,False,,21.0,15.0,,,6.0,7.0,11.0,18.0,3.0,3.0,,,,90.0,43.0,7.9,12.0,0.394209,1,,4.0,2.0,2.0,6.0,,3.0,1.0,,,5.0,,,,,3.0,,1.0,2.0,1.0,1.0,,1.0,0.0388,,,,,,2.0,1.0,,,,,
