match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_accurateCross,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_dispossessed,stat_outfielderBlock,stat_challengeLost,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
11406808,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,39.0,19.0,28.0,8.0,11.0,15.0,8.0,24.0,1.0,1.0,2.0,11.0,2.0,1.0,4.0,1.0,1.0,1.0,90.0,52.0,7.9,20.0,0.00131968,1.0,0,0.7539,,,,,,,,,,,,,,,,,,,,,,,,,,
11406808,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,19.0,8.0,5.0,1.0,3.0,6.0,5.0,14.0,4.0,6.0,6.0,2.0,,,,,,,90.0,41.0,7.2,14.0,0.0146388,,1,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1899,,,,,,,,,,,,,,,,,,
11406808,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,41.0,28.0,9.0,3.0,24.0,30.0,4.0,12.0,2.0,2.0,4.0,8.0,,,,,,,90.0,51.0,7.1,14.0,0.00339382,,1,,1.0,2.0,,,,1.0,,0.0366,1.0,1.0,3.0,,,,,,,,,,,,,,,
11406808,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,56.0,51.0,6.0,4.0,42.0,45.0,9.0,11.0,1.0,1.0,4.0,3.0,,,,,,,90.0,60.0,6.8,5.0,0.00828547,,0,,,4.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,
11406808,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,28.0,22.0,5.0,2.0,17.0,20.0,8.0,21.0,1.0,1.0,,4.0,,,,,,,82.0,52.0,7.4,18.0,0.212909,4.0,1,,13.0,1.0,,,,,,0.0343,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,
11406808,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,M,7,7,False,10.0,7.0,,,1.0,1.0,6.0,9.0,1.0,5.0,,1.0,,,,,,,61.0,21.0,7.0,7.0,0.0194592,1.0,1,,,3.0,,1.0,1.0,1.0,,0.0253,1.0,1.0,,,,2.0,1.0,3.0,2.0,,,,,,,,,
11406808,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,37.0,33.0,,,26.0,28.0,8.0,10.0,2.0,4.0,2.0,7.0,,,,,,,90.0,48.0,6.8,7.0,0.0994994,1.0,0,,1.0,6.0,,1.0,1.0,1.0,,,3.0,,,1.0,,,,1.0,1.0,True,2.0,1.0,,,,,,
11406808,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,36.0,31.0,3.0,2.0,19.0,20.0,12.0,17.0,,6.0,1.0,12.0,,,,,,,90.0,58.0,6.9,10.0,0.11601,3.0,2,,1.0,11.0,,3.0,2.0,2.0,,0.0737,1.0,,4.0,,2.0,3.0,1.0,,2.0,,2.0,,4.0,,,,,
11406808,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,15.0,13.0,1.0,,7.0,7.0,6.0,10.0,1.0,3.0,,3.0,,,,,,,72.0,29.0,6.9,9.0,0.00928565,1.0,2,,2.0,2.0,1.0,1.0,,,,0.3206,,1.0,,,,,,2.0,1.0,,2.0,,,Odogwu,,,,
11406808,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,16.0,11.0,1.0,,1.0,2.0,10.0,14.0,3.0,10.0,,1.0,,,,,,,90.0,39.0,7.6,10.0,0.198015,4.0,8,,,3.0,4.0,,,1.0,1.0,0.4404,1.0,,,,4.0,4.0,3.0,3.0,4.0,,1.0,,,,,,,
11406808,home,Lecce,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,False,7.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,,,,,,,62.0,21.0,6.7,4.0,0.00991593,2.0,5,,,4.0,3.0,,,1.0,,0.3401,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,
11406808,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,True,8.0,6.0,1.0,,3.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,,,,,,,29.0,17.0,6.8,5.0,0.00303335,1.0,3,,,3.0,1.0,,,,,0.1119,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,lameckbanda.10,,,,
11406808,home,Lecce,Nicola Sansone,Nicola,Sansone,nicola-sansone,N. Sansone,F,,175,193,M,100580,EUR,684460800,F,11,11,True,8.0,5.0,1.0,1.0,,2.0,5.0,6.0,,1.0,,,,,,,,,28.0,15.0,7.1,5.0,0.0117856,2.0,2,,,2.0,1.0,,,,,0.21,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
