match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,captain,stat_bigChanceMissed,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_goodHighClaim,stat_penaltyWon,stat_penaltyMiss
11409150,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,13.0,13.0,2.0,2.0,12.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,18.0,7.1,0.00024253,0,0.3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409150,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,D,8,8,False,73.0,56.0,4.0,,11.0,16.0,46.0,61.0,,1.0,,,,,90.0,95.0,7.6,0.268904,1,,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,23.0,0.023,3.0,,,,,,,,,,,,,,,,,,
11409150,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,69.0,65.0,4.0,2.0,33.0,33.0,32.0,36.0,1.0,7.0,,,,,90.0,75.0,7.1,0.0332668,1,,,,,2.0,5.0,,1.0,1.0,,,1.0,1.0,,,,,4.0,0.0778,,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
11409150,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,59.0,55.0,4.0,3.0,36.0,37.0,19.0,22.0,1.0,10.0,,,,,90.0,66.0,6.7,0.0111075,0,,,,,4.0,3.0,3.0,,,,,1.0,2.0,,,1.0,1.0,5.0,,,,,,,,,,True,,,,,,,,,,
11409150,home,Benfica,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,D,14,14,False,28.0,27.0,,,10.0,10.0,17.0,18.0,1.0,3.0,,,,,64.0,33.0,6.7,0.0120392,0,,,,,2.0,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
11409150,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,,855845,EUR,935020800,M,61,61,False,95.0,88.0,2.0,2.0,28.0,30.0,60.0,65.0,,11.0,,,,,88.0,109.0,7.2,0.100325,1,,,,,9.0,9.0,2.0,1.0,1.0,,,1.0,6.0,5.0,1.0,1.0,4.0,8.0,0.1571,1.0,,,3.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,
11409150,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,95.0,88.0,8.0,6.0,29.0,30.0,60.0,72.0,,9.0,,,,,90.0,122.0,8.4,0.171183,1,,,7.0,1.0,3.0,10.0,,2.0,2.0,,,,4.0,4.0,1.0,4.0,1.0,15.0,0.0352,1.0,,,2.0,,,,,,,,1.0,1.0,0.1027,,,,,
11409150,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,JoaoMario,97001,EUR,727401600,M,20,20,False,67.0,60.0,,,7.0,7.0,53.0,64.0,,6.0,,,,,88.0,86.0,7.9,0.339652,1,,,4.0,,4.0,5.0,,3.0,,1.0,,,1.0,1.0,1.0,3.0,,17.0,0.0224,1.0,,,,1.0,,,,,,,1.0,,0.5032,1.0,1.0,,,
11409150,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,Rafa_Silva,252577,EUR,737596800,M,27,27,False,45.0,39.0,,,3.0,3.0,36.0,42.0,,5.0,,,,,90.0,69.0,7.6,0.357198,4,,,,,6.0,11.0,,9.0,5.0,1.0,2.0,,2.0,1.0,2.0,3.0,1.0,15.0,0.3353,2.0,,,,1.0,1.0,,2.0,,2.0,,1.0,,0.1159,1.0,,,,
11409150,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,davidneres,850993,EUR,857347200,M,7,7,False,44.0,36.0,1.0,1.0,7.0,7.0,29.0,44.0,,3.0,,,,,64.0,60.0,6.9,0.0929591,1,,,7.0,,2.0,4.0,,2.0,1.0,,,,1.0,,2.0,2.0,1.0,18.0,0.2327,1.0,,,,,,,,,1.0,,1.0,,0.5818,,,,,
