match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_errorLeadToAGoal,stat_fouls,stat_penaltyConceded,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_keyPass,player_lastName,stat_totalCross,captain,stat_shotOffTarget,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss
12499298,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,29.0,13.0,20.0,4.0,0.0,8.0,10.0,5.0,19.0,1.0,7.0,2.0,1.0,1.0,90.0,34.0,5.8,16.0,0.00066097,0,-1.6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,25.0,21.0,3.0,,0.0,16.0,17.0,5.0,8.0,2.0,2.0,,,,90.0,38.0,6.6,4.0,0.00110716,0,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,40.0,33.0,6.0,1.0,0.0,25.0,28.0,8.0,12.0,2.0,2.0,,,,90.0,54.0,5.7,9.0,0.00177662,0,,4.0,9.0,5.0,3.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,11.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,5.0,2.0,2.0,,,,20.0,14.0,3.0,,0.00311808,0,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,18.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,12.0,,1.0,,,,86.0,21.0,6.2,5.0,0.00460103,1,,2.0,4.0,2.0,,,,,,2.0,1.0,,,1.0,,1.0,1.0,0.014,,,,,,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,6,6,False,40.0,29.0,9.0,2.0,1.0,19.0,22.0,10.0,18.0,1.0,11.0,,,,90.0,52.0,7.4,12.0,0.137211,0,,,2.0,7.0,,1.0,2.0,2.0,1.0,,,4.0,,2.0,,,1.0,,Reda Belahyane,reda.belahyane,4.0,1.0,2.0,,,,,,,,,,,,,,
12499298,home,Hellas Verona,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,21,21,False,39.0,32.0,3.0,3.0,0.0,13.0,16.0,19.0,28.0,2.0,6.0,,,,90.0,56.0,6.7,15.0,0.0115857,1,,3.0,5.0,4.0,,3.0,1.0,,,3.0,2.0,,,,,1.0,1.0,0.0313,,,,,,,5.0,,,,,,,,,,,,
12499298,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,15.0,10.0,4.0,2.0,1.0,6.0,6.0,4.0,12.0,,4.0,,,,45.0,25.0,6.9,9.0,0.0266972,1,,1.0,3.0,3.0,,2.0,1.0,,,2.0,,1.0,,1.0,,,,0.0647,,,,,2.0,,3.0,True,1.0,,,,,,,,,,
12499298,home,Hellas Verona,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,28,179,526,M,791566,EUR,886118400,F,20,20,False,15.0,11.0,,,0.0,2.0,2.0,9.0,13.0,,,,,,68.0,24.0,7.3,4.0,0.00323897,2,,1.0,3.0,4.0,,2.0,1.0,1.0,1.0,2.0,,,,1.0,,,,0.0666,,,,,,,,,1.0,1.0,1.0,1.0,0.5633,,,,,,
12499298,home,Hellas Verona,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,11,11,False,11.0,9.0,,,0.0,6.0,6.0,3.0,5.0,,,,,,67.0,17.0,6.7,3.0,0.00249472,0,,5.0,5.0,2.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
