match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,player_firstName,player_lastName,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_punches
12117243,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,20.0,17.0,6.0,3.0,0.0,16.0,19.0,1.0,1.0,6.0,3.0,3.0,90.0,28.0,7.5,3.0,0.00089362,0,1.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117243,home,Criciúma,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,False,44.0,34.0,8.0,3.0,0.0,16.0,18.0,20.0,32.0,3.0,,,68.0,69.0,7.2,18.0,0.102822,0,,6.0,2.0,5.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
12117243,home,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187,155,M,886773,EUR,542419200,D,3,3,False,75.0,61.0,14.0,11.0,0.0,38.0,41.0,23.0,34.0,4.0,,,90.0,88.0,8.2,15.0,0.182353,3,,,,4.0,7.0,5.0,10.0,,,,1.0,1.0,2.0,1.0,1.0,3.0,True,1.0,2.0,1.0,2.0,1.0,0.1777,0.0615,,,,,,,,
12117243,home,Criciúma,Tobias Figueiredo,tobias-figueiredo,T. Figueiredo,D,4,188,200,M,96999,EUR,760147200,D,29,29,False,52.0,44.0,8.0,5.0,0.0,35.0,38.0,9.0,14.0,4.0,,,90.0,61.0,7.2,8.0,0.00681719,0,,,,1.0,4.0,3.0,4.0,,,,4.0,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,
12117243,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,D,22,22,False,56.0,47.0,9.0,3.0,0.0,21.0,23.0,32.0,49.0,5.0,,,90.0,97.0,8.8,21.0,0.471252,1,,16.0,6.0,3.0,2.0,5.0,6.0,,,2.0,7.0,3.0,2.0,1.0,2.0,6.0,,,1.0,,2.0,1.0,0.0221,,1.0,,,,,,,
12117243,home,Criciúma,Barreto,barreto,Barreto,M,5,182,107,M,599688,EUR,818553600,M,88,88,False,30.0,25.0,1.0,1.0,0.0,9.0,12.0,16.0,18.0,5.0,,,69.0,41.0,6.9,8.0,0.031715,0,,,,,2.0,1.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
12117243,home,Criciúma,Allano,allano,Allano,M,29,182,510,M,796925,EUR,798681600,M,2,2,False,25.0,22.0,2.0,1.0,0.0,7.0,7.0,15.0,20.0,3.0,,,83.0,53.0,6.9,14.0,0.0300394,6,,2.0,,4.0,1.0,10.0,5.0,4.0,2.0,,,,,5.0,2.0,,,2.0,2.0,,,2.0,0.1939,0.0747,,,,2.0,1.0,2.0,,
12117243,home,Criciúma,Newton,newton,Newton,M,28,188,888,M,1463909,EUR,952819200,M,8,8,False,35.0,29.0,3.0,1.0,0.0,9.0,10.0,20.0,26.0,4.0,,,89.0,55.0,7.6,9.0,0.0192013,3,,1.0,,2.0,2.0,4.0,6.0,,1.0,,2.0,5.0,4.0,1.0,,,,,,,4.0,1.0,0.1581,,,Newton,,,,3.0,,
12117243,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,False,47.0,37.0,5.0,4.0,0.0,6.0,6.0,32.0,42.0,5.0,,,90.0,64.0,7.4,18.0,0.864416,2,,1.0,1.0,1.0,,6.0,4.0,,5.0,1.0,,,,5.0,2.0,3.0,,,1.0,,,2.0,0.0795,,,,,2.0,,1.0,,
12117243,home,Criciúma,Fellipe Mateus,fellipe-mateus,F. Mateus,M,7,178,153,M,865321,EUR,666316800,M,7,7,False,30.0,24.0,2.0,2.0,0.0,12.0,13.0,12.0,17.0,5.0,,,69.0,50.0,6.4,12.0,0.0160301,2,,,,2.0,2.0,5.0,4.0,1.0,1.0,,,1.0,1.0,5.0,,,,,,,1.0,1.0,0.3489,,1.0,,,1.0,2.0,2.0,1.0,
